reference,actual
balonización,el uso de globos
travestido,transvestita
aislarse,para aislar
cintura escapular,cinturón de hombro
hemocromatósico,hemocromatosis
incidir,para cortar
estasis venosa,estasis venosa
enclavar,para clavar
seróloga,serólogo
movilidad,movilidad
sajar,para abrir
talamotomía,talamotomía
consultar,para consultar
pinza de disección,las pinzas de tejido
vespertina,noche
leucoma,Leucoma
ectoplásmico,Ectoplasma
versión combinada,versión combinada
hemicránea,hemicrania
calvo,persona calva
perezosa,retrasado
mamario,mamaria
yatrogenia,la iatrogénesis
rotación interna,rotación interna
parto gemelar,nacimiento gemelo
nervio oftálmico,nervio oftalmico
virus JC,Virus de la JC
eutanasia,la muerte sin sufrimiento
ácido graso libre,ácido graso libre
intolerancia alimentaria,intolerancia alimentaria
brillo,brillo
carcinoma colorrectal,carcinoma del colon y del recto
interfalángica,de la línea interfalangeal
nariz en silla de montar,nariz de silla
xenodiagnóstica,xenodiagnóstico
esquelético,esqueleto
gripe aviar,gripe aviar
oscilopsia,Ocilopsia
escarlatinosa,de color escárlatino
parásito,paraíso
tomográfico,tomografía
talasemia menor,talasemia menor
retener,para recordar
cavidad abdominal,cavidad abdominal
detritus,residuos
unciforme,sin encendido
simpático,de la misma manera.
colangiografía,colangiografía
idea de referencia,idea de referencia
cepillar,para cepillado
aspirador,aspirador
protrombina,la protrombina
istmo de la próstata,Istmo de la próstata
expresividad,la expresión
inmunidad natural,inmunidad natural
porfiria aguda intermitente,porfiria intermitente aguda
práctico,práctica
titubear,para dudar
angiomatosis bacilar,angiomatosis bacillario
listeria,Listeria
estereotipada,estereotipo
hemotórax,hemotórax
alumno interno,estagiario médico
esencial,esencial
rinitis vasomotora,Rinitis vasomotora
indentación,la incisión
proteína G,Proteína G
prevertebral,prevertebral
espinocerebeloso,espinocerebros
intoxicarse,para ser envenenado
nistagmo vertical,el nistagmo vertical
cefaleico,dolor de cabeza
espacio,área
cualidad,atributo
contigüidad,Contiguidad
hidrofilia,hidrofilía
lámina basilar,la lámina básica
reflexoterapia,Reflexología
choque hipovolémico,conmoción hipovolemia
metabolómica,metabolomicos
panencefalitis esclerosante subaguda,panencefalitis esclerosis subaguda
lóbulo tiroideo,lobos de la glándula tiroides
rara,Inusual
sistema métrico decimal,sistema métrico
calcinación,calcinación
carácter sexual secundario,Características sexuales secundarias
insensible,Insensible
grado,grado
consolador,consuelo
protuberancial,de la misma
osteoartritis,artritis inflamatoria
reflejo de enderezamiento,reflejo de rectificación
prodrómica,de la forma más común
dorsiflexión,Dorsiflexión
artralgia,dolor articular
glioblastoma multiforme,glioblastoma multiforme
bulboesponjosa,el bulbospongioso
estenosis de la aorta,estenosis aórtica
ligamento alar,El ligamento
yodado,de yodo
confidencialidad,confidencialidad
proeritroblasto,proeritroblastas
tejido elástico,tejido elástico
mesón,el mesón
cloaca,alcantarillado
salido,prominente
atrófico,atrófico
anteroexterno,de la parte externa
silueta cardíaca,sombra del corazón
braguero,truss
momificación,Mumificación
cuerda,el cable
sida,El SIDA
histocompatibilidad,su compatibilidad
subglotis,Subglotitis
cetoacidosis diabética,cetoacidosis diabética
inhibir,abstenerse de
grafoelemento,elemento gráfico
aorta ascendente,Aorta ascendente
gragea,pastilla recubierta con azúcar
empastarse,para llenar
isointensa,de intensidad
negativo,negativo
disráfica,disráfico
músculo gastrocnemio,gastrocnemios
agresión,ataque
lipocromo,lipocromo
rigidez de nuca,rigidez del cuello
erisipela,de las plantas
imagen corporal,mapa del cuerpo
braquialgia,la braquialgia
ferroterapia,Terapia con hierro
activar,para activar
interferometría,interferometría
ectima contagioso,boca de la piel
cara,el rostro
ecuación de Henderson-Hasselbalch,Equación Henderson-Hasselbalch
atraumática,No traumático
sonambulismo,el sueño
angiografía por tomografía computarizada,tomografía computarizada angiografía
seno dérmico,seno dérmico
rosario escorbútico,rosario escorbutico
mometasona,el mometasone
-oma,- ¿Qué es eso?
característica,característico
operar,para calcular
ligamento transverso de la rodilla,ligamento transversal de rodilla
estadística,estadísticas
cifótico,cifótico
templado,Tierno
subictérico,subicteric
insulina de acción intermedia,insulina intermedia
nervio genitofemoral,nervio genitofémoral
variabilidad,variabilidad
retroflexión,retroflexión
cefalostato,Cefalostato
polineuropatía amiloidótica familiar,polieneuropatía amiloide familiar
cristaloideo,de cristal
contaminarse,para contaminar
menstruar,para la menstruación
mentoniano,mental
citocromo,citocromo
herbaria,herbario
callo,Cálculo
abasia,Abasias
embolización,embolización
calorífico,producción de calor
citoprotector,protector de cito
anemia de Diamond-Blackfan,Anemia hipoplásica congénita
desplazarse,para moverse
enjuagarse,para enjuagar
cariotipo,cariotipo
desembocadura,el emboqueo
famciclovir,el famciclovir
somatosensorial,de somatosensores
hiperclorémico,hiperclórema
astenópico,de acné
homóloga,homólogo
trasplante de páncreas,Injerto de páncreas
glaucomatosa,de glaucomato
asociación,combinación
osteoporótica,osteoporótico
peridérmica,de la piel
cuerpo del radio,eje de radio
teórico,Teórico
condición,Estado
inferencia,Inferencias
ecografía Doppler,Ultrasonido de dopler
marcar,para marcar
baja,corto
hueso isquion,el isquio
síndrome de Pallister-Killian,tetrasomía 12p
balneario,spa
atrofodermia neurítica,piel brillante
hemolinfática,hemolímfato
angiopatía diabética,angiopatía diabética
troncal,truncal
ola,onda
desdoblamiento,división
laminado,laminado
displasia ectodérmica anhidrótica,Displasia ectodérmica anhídrica
experta,experto
hemicigota,hemizigoto
condimento,de sabor
crema protectora,crema protectora
infeccioso,infecciosas
-´geno,- genético
hemófila,hemofílico
herniorrafia,herniorragia
ácido docosahexaenoico,ácido docosahexaenoico
melicérico,de color miel
melanosis coli,melanosis del colon
oclusal,oclusivo
virus de la gripe B,virus de la influenza B
distrofia muscular facioescapulohumeral,distrofia muscular facioscapulohumeral
ureteritis,ureteritis
proplásica,de plástico
refleja,reflejo
esfacelación,Esfacelación
supracondíleo,de las partes superiores
prueba de χ%r2%r con corrección de Yates,Prueba de chi cuadrado con corrección Yates
foliculitis decalvante,folliculitis decalvans
vena nutricia,veña nutriente
clitoridectomía,clitoridectomía
desleírse,para disolverse
impermeabilidad,impermeabilidad
flebítico,Flebítico
homosexual,persona homosexual
artrósica,Osteoartritis
neuropsicológico,Neuropsicológica
corrección,corrección
cisteína-proteasa,proteasa de cisteína
celularidad,cellularidad
betabloqueante,antagonista beta
cinta sin fin,cinta de correr
resfriado,Bajo con un resfriado
recesivo,recesivos
isquemia subendocárdica,Isquemia subendocardial
íleo,el ileo
electroósmosis,electro-osmosis
desorientación espacial,Desorientación en el lugar
cupruria,cobre en orina (nivel)
fibroóptica,fibra óptica
conducto alveolar,conducto alveolar
párpado,párpado
coliforme,coliforme
posteromedia,postromediano
bariátrico,de la parte superior
enferma,enfermo
evacuar,para evacuar
músculo flexor largo del pulgar,músculo flexor largo del pulgar
vía aérea,las vías respiratorias
parasuicidio,daños autoinfligidos
enterolito,enterolito
cervicalgia,cervicalgia
capacidad de difusión,capacidad de difusión
artritis gotosa,artritis gotiosa
condiloma,condilema
anticuerpo antimembrana basal glomerular,Anticorpos de la membrana de sótano antiglomerular
cistocele vaginal,cistocele vaginal
receptor quimérico de antígenos,Inmunorreceptor quimérico
perforación de la membrana timpánica,ruptura del tímpano (membrana)
protozoosis,protozoosis
músculo aductor del dedo gordo,músculo adductor del dedo mayor
presintomática,Pre-sintomático
garrapata,el garrapatón
paludismo cuartano,Malaria de cuartano
fuente de energía,Fuente de energía
anastomosis arteriolovenular,Anastomosis arteriovenular
fiebre tropical,enfermedad de fiebre tropical
analizar,para analizar
androgénesis,Androgénesis
diagnóstico,diagnóstico
cápsula de gelatina blanda,cápsula de gel blando
paratiroidectomizado,persona con parathyroidectomía
testículo,testicular
hiperrefléxico,hiperreflexivo
departamento,departamento
feculenta,almidón
reflejo de succión,reflejo de succion
reacción,reacciones
antipsicótico clásico,antipsicótico convencional
pétrea,de piedra
etionamida,etionamida
gemelo,músculo gemelo
pinza vascular,Clemas vasculares
derivación ventriculoperitoneal,el desvío ventriculoperitoneal
representación,la representación
abortivo,aborto
palúdico,persona con malaria
vaginal,de la vagina
aneurisma cardíaco,aneurisma cardíaco
catalasa,catalase
hemocorial,hemocorial
protuberancia,protuberancia
papilotomía,Papillotomía
poliploidia,poliploidía
agitar,para estar molesto
oxidasa,oxidaza
cólica,cólicos
presión arterial,presión arterial (artériana)
senescente,envejecimiento
virus ADN,Virus del ADN
músculo flexor corto de los dedos,músculo flexionador corto de los dedos
anaerobiótica,Anaerobiótico
glaucoma de ángulo cerrado,Drácoma de cierre de ángulo
acantocitosis,acantocitosis
cama,cama
antisecretor,anti-secretario
pericardiocentesis,pericardiocentesis
vacuna pentavalente,vacuna pentavalente
celulósico,celulosa
alélico,alélico
óptica,Optica
aneurisma aórtico abdominal,aneurisma aórtico abdominal
hipoxemia,hipoxemia
parética,parético
variado,colector
ovicida,Ovícida
leche,leche
haluro,alúgeno
isomerización,isomerización
reabsorción,resorción
alimentarse,para alimentarse
crítica,de importancia
liofilizado,Seco congelado
medida,medida
escama occipital,Esquama occipitalis
neuropsiquiátrico,Neuropsiquiátrica
enzima convertidora,conversión
polimérica,de un tamaño de 50 mm
-patía,- La pena
glutamina,de la glutamina
base pirimidínica,base de pirimidina
ordenada,ordenar
estrés oxidativo,tensión oxidativa
hipocalciúrico,de hipocalciuria
instrumentación,instrumentos
cardiopatía estructural,enfermedad cardíaca estructural
vial,carretera
isomérico,isómeros
catapléjica,cataplética
foveolar,de las partes inferiores a las del suelo
silicótico,de silicótico
tartamudo,que babilla
baño de asiento,baño sentado
hidrocistoma,hidrocisto
bloqueo mental,bloqueo mental
dermoprotectora,Protección de la piel
operación de Halsted,La operación de Halstead
aséptico,de la misma forma
rayos β,rayos beta
pico,el pico
acroasfixia,dedos muertos
espinosa,espinoso
hueso incisivo,hueso incisivo
célula embrionaria,célula embrionaria
índice,índice
convaleciente,convalescente
-oide,- El ojo
demencia degenerativa,Demencia degenerativa
sarcóptico,sarcótico
anatomía aplicada,anatomía aplicada
terapia anti-VEGF,tratamiento anti-VEGF
manteca de cacao,mantequilla de cacao
turbinoplastia,Turbinoplastia
tronco esplenomesaraico,confluencia splenomentérica
ecografía transvaginal,ecografía transvaginal
ligamento coraco-acromial,ligamento coracoacromial
dedo supernumerario,dedo extra/dedo del pie
precancerosa,precancerosas
nanocientífico,nanocientífico
coracoacromial,coralcoacromial
desnucamiento,quebrantamiento del cuello
dosis fraccionada,dosis dividida
rabia,Desagradable
monocromático,monocromático
hiperinmune,hiperinmunidad
siderosoma,siderosoma
simpaticotonía,la simpaticotonia
protésica,Prótese
glándula salival,glándula saliva
músculo esfínter del conducto colédoco,coledoco del esfíncter
igualatorio,grupo de seguros médicos
peto esternocostal,plato de pecho
transferencia,técnicas de transferencia
amínica,de aminoácidos
droperidol,droperidol
lumbálgica,dolor de espalda baja
lobulillo hepático,lobula hepática
antialérgica,antialergia
conducto auditivo externo,Meato acústico externo
asistir,para asistir a un parto
secuenciación,secuenciación
expansor tisular,expander de tejidos
músculo braquiorradial,braquioradialis
acoria,acorea
anaerobio facultativo,Anaerobio facultativo
cigarrillo,cigarrillos
lateralidad,lateralidad
débil,débil
trivalente,de la trivalencia
adenocarcinoma de desviación mínima,adenoma maligno
amebiasis,amebiasis
asincronía,disincrónica
superponer,para superponerse
shigelosis,la shigellosis
objetiva,objetivo
vermis del cerebelo,Vermis cerebelli
hiperglicinuria,hiperglicinuria
hipoestésica,persona con hipestesia
auxotrófica,aluxótrofo
interferencia por ARN,Interferencias de ARN
osteógena,osteogénico
desnitrificar,Desinfectar
martillo de reflejos,martillo reflejo
variable,variable
reacción anafilactoide,reacción similar a la anafilaxis
