reference,candidate
"Diclorhidrato de pramipexol, 0,25 mg, comprimido.","Pramipexol clorhidrato de dihidrógeno comprimido de 0,25 mg."
Recomendación al cuidador con respecto a la dieta del niño.,Recomendación al cuidador sobre la dieta del niño.
Región supramaleolar de la tibia.,Estructura de la región supramalleolar de la tibia.
Cefalexina 250 mg por cada comprimido para administración oral.,Cefalexin monohidrato 250 mg comprimido oral
Hidradenocarcinoma.,Porocarcinoma de la piel de las crías.
Cloruro de sodio + hetastarch.,Cloruro de sodio y hetastarch.
Dificultad para tragar.,No puedo comer.
Anemia hemolítica no esferocítica hereditaria por deficiencia de hexoquinasa.,Anemia hemolítica no esferocítica hereditaria (HNSHA) debido a la deficiencia de hexoquinasa.
Necesidad estimada de vitamina K en 24 horas.,Cantidad estimada de vitamina K y/o derivado de la vitamina K requerida en 24 horas.
Arteriografía femoral con guía fluoroscópica con contraste.,Angiografía femoral con contraste.
Examen fecal.,Examen de las heces.
Producto que contiene carbinoxamina en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene sólo carbinoxamina en forma de dosis oral.
Codo izquierdo rígido.,Rigidez de la articulación del codo izquierdo.
Inflamación intestinal fibrinosa.,Inflamación fibrosa del intestino.
ARN del virus Norwalk.,El ácido ribonucleico del virus Norwalk.
"Urea (13C), 75 mg, polvo para solución oral+kit.",Urea [13C] 75 mg en polvo para solución oral + kit.
Producto con esmectita dioctaédrica.,Producto que contiene esmectita dioctaédrica.
Fractura de fémur subtrocantérica tipo III según la clasificación de Seinsheimer.,Fractura del fémur subtrocantérico tipo III de Seinsheimer.
"Linfoma maligno, no hodgkiniano.",El linfoma de células B.
Alta otorgada por especialista en cuidados intensivos pediátricos.,Salida por el especialista pediátrico de la UTI.
Operaciones de columna cervical y dorsal.,Operaciones cervicales y de la columna torácica.
Anomalía cardiovascular debida a conducto arterioso bilateral.,Anormalidad cardiovascular debido al ducto arterioso bilateral.
Clasificación de tumores de la Organización Mundial de la Salud.,Clasificación de los tumores según la Organización Mundial de la Salud (OMS).
Determinación de nivel sérico de zinc.,Medición de zinc en suero.
Producto con mepiramina.,Producto de pirilamina.
Depresiones transversales de uña secundarias a enfermedad sistémica.,Las líneas de Beau son secundarias a la enfermedad sistémica.
Género Ralstonia.,El género Ralstonia.
Recuerdos delirantes.,Las ilusiones retrospectivas.
Salmonella wien.,Salmonella enterica subsp. enterica ser. Wien. Se ha detectado una presencia de Salmonella enterica en el interior de las aguas de la Unión.
Intento de aborto fracasado por embolismo de jabón.,Intento fallido de aborto con embolia de jabón.
Operación en el bazo.,"Operación en el bazo, NOS."
Dispositivo de oído - hallazgo.,Observación del dispositivo del oído.
ADN proviral de VIH tipo2.,Ácido desoxirribonucleico proviral del virus de la inmunodeficiencia humana 2.
Butobarbital en forma farmacéutica para administración oral.,Butobarbital en forma de dosis para el uso oral.
Operación de una lesión de los huesos carpianos y metacarpianos.,"Cirugía de lesión ósea de los carpos y metacarpos, NOS."
Isquemia de retina debida a diabetes mellitus tipo2.,Isquemia de la retina con diabetes mellitus tipo 2.
Estructura del tendón del dedo anular.,Estructura del tendón del dedo anular.
Anticuerpo IgG anti-Haemophilus influenzaeB.,Anticorpo de inmunoglobulina G contra Haemophilus influenzae tipo b.
Producto con mebhidrolina.,Producto que contiene mebhidrolina.
Intoxicación por especie de Triglochin.,Envenenamiento por hierba de flecha.
Flujo de líquido cefalorraquídeo.,Falta de flujo de líquido cefalorraquídeo.
Producto con cloruro de metiltioninio.,Producto que contiene cloruro de metiltionio.
"Autointoxicación intencional por antiepilépticos y exposición a ellos, en la calle y la autopista.","Autointoxicación intencional y exposición a los antiepilépticos, ocurrencia en la calle y la carretera."
Comportamiento sexualmente agresivo.,Un comportamiento sexualmente agresivo.
Patrón cubierto del eccema vesicular de la mano.,Es un patrón de eczema vesicular de las manos.
Diacilglicerol lipasa.,Factor de limpieza lipasa.
PT4b: tumor de cualquier tamaño con edema (incluida piel de naranja) o ulceración de la piel mamaria o ganglios cutáneos centinelas en la misma mama.,PT4b: Tumor de cualquier tamaño con edema.
Conejillo de Indias de pelo corto.,Un conejillo de indias de pelo corto.
Incorporarse - ejercicio.,Siéntate y haz ejercicio.
Manta birostris.,La manta del Atlántico.
Deficiencia de carnitina acetil transferasa.,Deficiencia de la carnitina acetiltransferasa.
Meninges de la médula espinal sacra.,Las meninges enteras del cordón sacro.
Anabautista.,"Anabaptista, seguidor de la religión."
Vía rectal.,En el recto.
Retención de productos de la concepción.,Productos de la concepción retenidos.
Remoción de un estimulador electrónico del cerebro con reemplazo sincrónico.,Retirado del estímulo receptor con reemplazo sincrónico.
Vía ventrículo cerebral.,La vía del ventrículo intracerebral.
Síndrome de Bangstad.,"Enanismo con cabeza de pájaro con ataxia progresiva, diabetes resistente a la insulina, bocio e insuficiencia gonadal primaria."
Raza bovina Galloway.,Una vaca de Galloway.
Trastorno psicótico causado por fármaco.,Trastorno psicótico causado por las drogas.
Derivado xantínico metilado.,Las metilxantinas.
Hipofosfatemia hereditaria.,Raquitismo hipofosfatémico.
Macrostomía bilateral.,La macrostomía congénita bilateral.
Cisteína - sulfinato descarboxilasa.,La sulfinoalanina descarboxilasa también se utiliza para la desintoxicación de los alimentos.
Hidroterapia - técnica de equilibrio metacéntrico.,Hidroterapia - técnica de equilibrio metacentral.
"Prueba para determinación de FSH en orina, en muestra de 24 horas.",Prueba de FSH en orina durante 24 horas.
Estructura de vena subcutánea abdominopélvica.,Las venas subcutáneas del abdomen.
Angiografía de arteria mesentérica con guía fluoroscópica.,- ¿Qué es eso?
Dificultad para manejarse en escalones.,Dificultad para manejar los pasos.
Infección por Metorchis.,Infección causada por el Metorchis.
Luxación de los huesecillos del oído.,Desarticulación de la cadena ósea.
Producto que contiene aspirina amortiguada.,Es un producto de aspirina en búfer.
"Producto que contiene diacrilato de uretano, aromático.",Producto aromático que contiene diacrilato de uretano.
Factor de riesgo.,Factor de riesgo.
Rana de San Antonio.,Una rana de árbol.
Plasmocitoma cutáneo primario.,Primario plasmacitoma cutáneo.
Acetil coenzima A alfa-glucosaminida N-acetiltransferasa.,"Se ha utilizado una combinación de dos sustancias, una para el tratamiento de la enfermedad y otra para el tratamiento de la enfermedad."
Género Lyngbya.,- ¿Qué es eso?
"Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y resección de apófisis odontoides.","Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y extirpación del proceso odontoide."
Reducción y reconstrucción de cráneo craneomegálico.,Reducción y reconstrucción del cráneo craneomegalico.
"Clorhidrato de sevelámero, 800 mg, comprimido.",Sevelamer clorhidrato comprimido de 800 mg.
Desfibrilador externo automático no recargable para uso público.,Desfibrilador externo automático público no recargable.
Al examen: fijación visual deficiente.,O/E - baja fijación visual.
Quemadura de otros órganos internos - RETIRADO -.,"Quemaduras de otros órganos internos, NEC -RETIRADO-."
Neoplasia maligna de nervio periférico del tórax.,Neoplasia maligna del nervio periférico del tórax.
Osteopetrosis severa.,Enfermedad de Albers-Schönberg.
"Idiotez amaurótica, tipo juvenil temprano.","Idiotez amorótica, tipo infantil tardío."
Raspado del útero por aspiración luego del parto.,Curetaje de aspiración del útero después del parto.
Melanoma in situ de mejilla.,Melanoma in situ de la piel de las mejillas.
Duloxetina 40 miligramos cápsula gastrorresistente para administración oral.,Duloxetina (como clorhidrato de duloxetina) 40 mg cápsula oral resistente al tratamiento gastrointestinal.
Anemia por deficiencia de hierro.,Anemia sideropénica. ¿Qué es eso?
Notablemente.,Está marcado.
Magenta ácida.,El rubí ácido.
"Seudohermafrodita, mujer con trastorno corticosuprarrenal.","Seudohermaphrodite, hembra con trastorno de la corteza suprarrenal."
Succinato de solifenacina 10 mg por cada comprimido para administración oral.,Solifenacina succinato 10 mg comprimido
Resección de músculo de la mano para injerto.,Resección de músculo de la mano para el injerto.
Protoporfiria eritrohepática.,Deficiencia de la síntesis de hemo.
Dieta con bajo contenido en tiramina.,Dieta baja en tiramina.
Hernia paraesofágica.,Una hernia del hiato paraesofágico.
Hernia isquirrectal obstruida.,Hernia isquiorrectal con obstrucción.
U/mmol de creatinina.,U/mmol de creatinina.
Delirio.,Pensamientos delirantes.
Al examen: dedos de las manos en palillo de tambor.,O/E - golpear con los dedos.
Caída en pozo séptico.,Se cayó en el tanque séptico.
Síndrome posvagotomía.,Diarrea después de la vagotomía.
Intoxicación por penicilinaG.,Envenenamiento por penicilina G.
Producto con ácido mefenámico para administración oral como único ingrediente.,Ácido mefenámico sólo en forma de dosis oral.
Hallazgo relacionado con la sensibilidad uterina.,Observación de la sensación del útero.
Antígeno linfocitario CD19.,Agrupación de antígeno de diferenciación 19.
"Diazepam, 5 mg/ml, gel.",Diazepam 5 mg/ml en gel. ¿Qué es lo que quiere decir?
Producto con mesterolona.,Producto que contiene Mesterolona.
Biopsia de colédoco.,Biopsia del conducto biliar común.
Drepanocitosis.,El rasgo de la hemoglobina S.
Articulación de dedo de la mano - tumefacción sinovial.,Junta del dedo - hinchazón sinovial.
Monitorización de enfermedad gastrointestinal.,Monitoreo de enfermedades gastrointestinales.
Producto con misoprostol como único ingrediente.,Misoprostol sólo producto.
Transplante singeneico de médula ósea.,Trasplante de médula ósea gemela.
Neoplasia maligna de localizaciones superpuestas de las vías biliares.,Neoplasia maligna de las vías biliares que se superponen.
Configuración tumoral localizada.,Configuración localizada del tumor.
Methylobacterium.,Especie de metilobacterias.
Producto que contiene solamente trandolapril 4 mg por cada cápsula para administración oral.,Producto que contiene sólo trandolapril 4 mg/ 1 por cada cápsula oral.
Úlcera superficial de la córnea.,Úlcera superficial de la córnea.
Ligamento de la articulación radiocubital proximal.,Todo el ligamento de la articulación radial superior.
Despigmentación del fondo.,El fondo albino.
División del chorro de orina.,Separar el flujo urinario.
Dispositivo explosivo.,"Material explosivo, NOS."
Moxisilita en forma farmacéutica para administración oral.,La forma oral de la timoxamina.
Talasemia alpha^+^.,Talasemia alfa 2. En el caso de las personas con diabetes tipo 2
Estreptococos beta-hemolíticos del grupo G formadores de pequeñas colonias.,Streptococos del grupo G beta-hemolíticos formadores de pequeñas colonias.
"Atención de salud mental perinatal - no intensiva, 24 horas.",Cuidado de salud mental perinatal - 24 horas no intensivo.
Fractura no expuesta de la sexta vértebra cervical.,Fractura cerrada de la sexta vértebra cervical.
"Período de gestación, 4 semanas.","Período de gestación, 1 mes."
Trisomía 13 - sin disyunción meiótica.,"Trisomía 13, no disyunción meiotica."
Estructura de partes blandas de muslo derecho.,Estructura del tejido blando del muslo derecho.
Reconstrucción de la vagina.,Es una vaginoplastia.
Sobredosis voluntaria de oximetolona.,Una sobredosis intencional de oximetolona.
Reconstrucción con colgajo osteomiocutáneo local de rotación.,Reconstrucción con colgajo de rotación osteomiocutáneo local.
Pierna derecha.,Toda la pierna derecha.
"Artemeter+lumefantrina, 20 mg/120 mg, comprimido.",Artemether + Lumefantrina 20 mg/120 mg comprimido.
Reparación primaria de fisura de paladar.,Reparación primaria del paladar hendido.
Producto que contiene metocarbamol como único ingrediente.,Producto que contiene sólo metocarbamol.
Piel de área dorsal de la muñeca.,Toda la piel de la zona dorsal de la región de la muñeca.
Muestra de orina obtenida a través de catetér urinario interno.,Muestra de orina obtenida por medio de un catéter urinario interno.
Producto que contiene solamente clorhidrato de ponatinib 15 mg por cada comprimido para administración oral.,Ponatinib 15 mg comprimido oral
"Intoxicación por tiabendazol, con intención indeterminada.",Envenenamiento por tiabendazol de intencionalidad indeterminada.
Zorzal maculado.,Es una leña.
Producto que contiene exactamente metirosina 250 miligramos por cada cápsula para administración oral de liberación convencional.,Metirosina 250 mg cápsula para el uso oral.
Designación ISO 17.,Todo el diente molar superior derecho permanente.
Conjuntivitis folicular aguda por adenovirus de ojo izquierdo.,Conjuntivitis folicular adenoviral aguda izquierda.
Anticuerpo inmunoglobulina A anti-virus influenza B.,El virus anti-influenza B IgA.
Enfermedad de hipopigmentación - inmunodeficiencia.,Síndrome de Chediak-Higashi.
Nevo de tejido conectivo.,"Nevus del tejido conectivo, NOS."
Globulina fijadora de T4.,La globulina de unión a la tiroxina.
Fenbufén.,Producto que contiene fenbufeno.
"Temblor esencial y otras formas especificadas, SAI.",Las formas esenciales y otras formas especificadas de temblor NOS.
"Síndrome de encefalopatía progresiva con edema, hipsarritmia y atrofia óptica.","Síndrome de PEHO (encefalopatía progresiva con edema, hipsaritmia y atrofia óptica)."
Contusión duodenal.,Contusión del duodeno.
Desoxipiridinolina + piridinolina.,Deoxipiridinolina y piridinolina.
Enfermedad ósea.,"Osteopatía, NOS."
Mielografía de la fosa posterior.,Mielograma de la fosa posterior.
"Salmonella arizonae 58:r:e, n, x, z15.",Se ha detectado la presencia de salmonela III en el área de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la zona de la
Producto con captopril para administración oral.,Producto que contiene captopril en forma de dosis para uso oral.
Hipoplasia congénita del hueso palatino.,Hueso palatino pequeño congénito.
Abrasión de piel de perineo.,Abrasión de la piel del perineo.
Ácido desoxirribonucleico de virus de la inmunodeficiencia humana 1.,El virus de la inmunodeficiencia humana 1 ácido desoxirribonucleico.
"Displasia hepática, pancreática y renal.",Síndrome de Ivemark II.
Prednisolona en forma farmacéutica para administración tópica.,Prednisolona tópica. ¿Qué es eso?
Síndrome de Goldberg - Maxwell.,Síndrome de Goldberg-Morris. ¿Qué es eso?
Toceranib en forma farmacéutica para administración oral.,Toceranib en forma de dosis para el uso oral.
Muestra de válvula cardíaca protésica.,Muestra de válvula cardíaca protética.
Otomicosis en la moniliasis.,Otomicosis monilial. ¿Qué es eso?
Estructura de bifurcación de raíz dental.,Estructura de la bifurcación de la raíz del diente.
Al examen: cuadriplejía.,O/E - tetraplejía.
"Pseudomonas, grupo fluorescente.","Pseudomonas, el grupo fluorescente."
Laringe extrínseca.,Estructura de la laringe extrínseca.
Producto que contiene imipenem y cilastatina.,Cilastatina y imipenem.
Tumor mixto mesenquimatoso.,"El mesenquimo, es un NOS."
Riesgo de mortalidad hospitalaria según el SAPS.,Escrito de Fisiología Aguda Simplificada.
"Prueba de Weber, lateralizado hacia la derecha.","Prueba Weber, lateralizada a la derecha."
Deficiencia de aldehído oxidasa.,Deficiencia de aldehído oxidasa.
Beefmaker - raza de ganado.,Se trata de una raza de ganado de carne.
Estructura de seno sagital inferior.,El seno sagital inferior.
Limpieza endoscópica de la vía aérea.,Despeje endoscópico de las vías respiratorias.
Angioedema hereditario con actividad normal de inhibidor de esterasa C1.,Edema angioneurótico hereditario con actividad normal del inhibidor de la C1 esterasa.
Diabetes insípida craneal.,Diabetes craneal insípido.
Embolectomía.,- ¿Qué es eso?
Ependimoma cerebral.,Un ependimoma en el cerebro.
Antígeno leucocitario humano.,Antígeno leucocitario humano Aw19.
"Camuflaje cosmético Dermacolor, preparado.",Preparación camufladora de color de piel.
Papiloma del plexo coroides.,Papiloma del plexo coroideo.
Producto que contiene solamente furosemida 40 mg y triamtereno 50 mg por cada comprimido para administración oral.,Triamtereno 50 mg y furosemida 40 mg comprimidos para administración oral.
Úlcera péptica de estómago.,Una úlcera gástrica.
Siderosilicosis.,Pneumoconiosis por hematita. ¿Qué es eso?
Luz del ciego.,Todo el lumen del ciego.
Región del cuerpo definida por la articulación del hombro y las estructuras circundantes.,La parte del cuerpo definida por la articulación del hombro y sus estructuras circundantes.
Nicotina 875 microgramos/hora parche transdérmico de liberación prolongada.,Parche transdérmico de liberación prolongada de nicotina de 875 microgramos por hora.
Divieso de la piel Y/O del tejido celular subcutáneo.,Furúnculo de la piel y/o del tejido subcutáneo.
"Alotrasplante diferido, donante cadavérico.","Trasplante alogénico retrasado, donante de cadáver."
Parámetro de desarrollo infantil: 12 meses.,Desarrollo infantil: 12 meses.
Fase de trofozoíto de un protozoario.,Trophozoite. ¿Qué es eso?
Hallazgo relacionado con la sensación de posición articular.,Observación de la sensación de la posición de las articulaciones.
Vacuna con antígeno de virus Vaccinia como único ingrediente.,Vacuna que contiene únicamente el antígeno del virus Vaccinia.
Hallazgo relacionado con olor de las heces.,Detección de olor a heces.
Stent aórtico híbrido/recubierto.,Stent aórtico híbrido y revestido.
Salmonella enterica subesp. enterica ser. Madison.,¿Qué es lo que está haciendo?
Centímetro.,Centimetros y medio.
Penicilina G procaína.,Productos de bencilpenicilina y procaína.
Rales postusivos.,Las reglas latentes.
Diente7.,"Haderup, con una designación de 2+."
