reference,actual
Acción preventiva.,- Prevención.
Otras micosis superficiales especificadas.,Otras micósas superficiales especificadas.
Proceso transverso de la séptima vértebra torácica.,Proceso transversal de la séptima vértebra torácica.
Plaga gastroentérica.,La plaga gastroenterológica.
Vacunación con vacuna combinada contra Haemophilus influenzae tipo B y Neisseria meningitidis serotipo C.,Vacunación contra la hemofilo influenzae tipo B y meningitis C.
Unidad arbitraria de isotipo IgA para antígeno fosfolipídico por mililitro.,Unidad arbitraria de isotipo de inmunoglobulina A para el antígeno fosfolipida por mililitro.
Hb G - Singapur.,Hb G-China.
Enfermedad de Graves debida a bocio tóxico difuso.,Goiter exoftalmico.
Unidad de cuidados intensivos cardiológicos.,La UTI cardíaca.
Género Hypoderma.,Especies de hipoderma.
"Ascorbato de sodio, 1 g/ml, solución inyectable, ampolla de 1 ml.",Inyección de ascorbato de sodio 1 g / 1 ml.
Mesioincisal.,Las superficies de incisiones del diente mesial enteras.
Producto que contiene darunavir en forma farmacéutica para administración oral.,Producto que contiene darunavir en forma de dosis orales.
Metionina 250 mg por cada comprimido para administración oral.,Producto que contiene con precisión methionina 250 miligramos/1 por cada comprimido oral de liberación convencional.
Epitróclea.,Condilla medial del húmero.
Sangrado uterino anormal debido a pólipo endometrial.,Polípo endometrial con hemorragias uterinas anormales.
Salmonella aarhus.,"Salmonella 18:z4,z23:z64."
Condrodistrofia de Kniest.,Displasia del cartílago del queso suizo.
Páncreas pequeño congénito.,Hipoplasia congénita del páncreas.
Producto que contiene estradiol y noretisterona en forma farmacéutica para administración oral como únicos ingredientes.,Estradiol y noretisterona sólo se producen en dosis orales.
Hemorragia prenatal accidental.,Separación prematura de la placenta.
"Rofecoxib, 25 mg/5 ml, suspensión oral.",Rofecoxib 25 mg/5 ml suspensión oral.
GDPhexosa pirofosforilasa.,GDPhexose pirofosforilasa.
"Cefotetán disódico, 10 g, solución inyectable, vial.",Cefotetan disodio 10g en polvo para solución de inyección en vial.
"Neoplasia de peritoneo o retroperitoneo de comportamiento incierto, SAI.",Neoplasma de comportamiento incierto del retroperitoneo o del peritoneo NOS.
Galleta dulce simple.,Es un poco de ruido.
Secreción placentaria de gonadotrofina coriónica.,"Secretación placentaria de gonadotropina coriónica, función."
Neoplasia maligna del maxilar inferior.,Neoplasma maligno primario de la mandíbula.
Dieta restringida en carbohidratos.,Una dieta con restricción de carbohidratos.
Venografía de pelvis con guía fluoroscópica.,Venografía pélvica.
Lacticaseibacillus casei.,Lactobacillus casei subsp. casei.
Abrasión y/o quemadura por fricción de mano sin infección.,Abrasión Y/O quemadura por fricción de la mano sin infección.
"Miconazol, vaselina blanca y óxido de cinc.",Miconazol y producto de petrolato blanco y óxido de zinc.
"Envenenamiento accidental por, y exposición a analgésicos no opiáceos, en granja.","Envenenamiento accidental por analgésicos no opioides y exposición a ellos, ocurrencia en la explotación agrícola."
Drenaje del oído medio por miringotomía.,Timpanotomía con incubación.
Clorhidrato de lidocaína 10 mg/ml de solución inyectable.,Producto que contiene con precisión 10 mg/ 1 ml de solución de liberación convencional para inyección de clorhidrato de lidocaína.
Neumonitis por toxoplasmosis adquirida.,Pneumonia con toxoplasmosis.
Orificio cardíaco del estómago.,Estructura del ostio cardíaco del estómago.
Lepra resistente a la dapsona.,Lepra resistente a la diaminodifenilsulfona.
Arteriografía fluoroscópica de arteria poplítea con inserción de stent.,Angiografía fluoroscópica de la arteria popliteal con inserción de stent.
M) epitelioma intraepidérmico de Jadassohn.,El epitelioma intraepidermal de Jadassohn.
Media elástica tubular quirúrgica acanalada de algodón y viscosa BP.,Algodón ribado y viscosa Cirugía tubular de la correa BP 1988 tipo B peso pesado 10 cm.
Linfático cervical.,Límfadas cervicales.
División del cartílago de la columna vertebral.,División del cartílago de la columna vertebral.
Producto que contiene sustancia con mecanismo de acción de inhibidor de 3-hidroxi-3-metilglutaril coenzima A reductasa.,Producto que contiene inhibidor de la reductasa HMG-CoA.
Audiometría de respuesta evocada.,Evocación de audiometría de respuesta.
Cáncer de lengua.,Un tumor maligno de la lengua.
Queraunofobia.,Miedo al rayo.
Reemplazo de un stent colocado en las vías biliares.,Cambio del catéter de drenaje biliar percutáneo.
Disminución de los niveles de lipoproteínas.,Disminución de la lipoproteína.
Producto con fósforo-32 como único ingrediente.,Solo producto de fósforo-32.
"Producto que contiene aceite de trementina, alcanfor y jabón metálico alcalino.",Cánfora + jabón blando + aceite de turpentina.
Trametes cubensis.,Las Lenzitas cubamicas.
Reducción de una luxación coxofemoral traumática no expuesta con anestesia.,Reducción de la dislocación traumática cerrada de la cadera con anestesia.
Vasculopatía.,"Enfermedad vascular, NOS."
Quiste folicular de la mandíbula.,Cisto folicular de la mandíbula.
Deficiencia de inhibidor de alfa - 1 - proteinasa.,Deficiencia de inhibidor de la alfa-1-proteínaza.
"Clotrimazol, forma farmacéutica de uso oftálmico.",Clotrimazol en forma de dosis oftalmológica.
Cineplastia o prótesis cineplástica de la pierna.,Cineplástica o prótesis cineplásica de las extremidades inferiores.
Provisión de atención respetando el valor y la dignidad del paciente.,Proveer atención que respete el valor y la dignidad del paciente.
Hallazgo relacionado con la disposición del labio.,Observación de la disposición del labio.
Antígeno de glicoproteína E de superficie recombinante de alfa-herpesvirus humano3.,Antigén del alfaherpesvirus humano 3 Glicoproteína recombinante de superficieE.
"Diclorhidrato de pramipexol, 0,25 mg, comprimido.","Pramipexole dihidrocloruro comprimido de 0, 25 mg."
Recomendación al cuidador con respecto a la dieta del niño.,Recomendación al cuidador sobre la dieta del niño.
Región supramaleolar de la tibia.,Estructura de la región supramalleolar de la tibia.
Cefalexina 250 mg por cada comprimido para administración oral.,Cefalexina monohidrato 250 mg comprimido oral.
Hidradenocarcinoma.,Porocarcinoma de la piel.
Cloruro de sodio + hetastarch.,Cloruro de sodio + hetastarco.
Dificultad para tragar.,No puedo conseguir comida.
Anemia hemolítica no esferocítica hereditaria por deficiencia de hexoquinasa.,Anemia hemolítica no-sferocítica hereditaria (HNSHA) debido a la deficiencia de hexokinasa.
Necesidad estimada de vitamina K en 24 horas.,Se calcula la cantidad requerida estimada de vitamina K y/o derivado de la vitamina K en 24 horas.
Arteriografía femoral con guía fluoroscópica con contraste.,Angiografía femoral con contraste.
Examen fecal.,Examen de heces.
Producto que contiene carbinoxamina en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene únicamente carbinoxamina en forma de dosis orales.
Codo izquierdo rígido.,Estigma de la articulación del codo izquierdo.
Inflamación intestinal fibrinosa.,Inflamación fibrinosa del intestino.
ARN del virus Norwalk.,El ácido ribonucleico del virus Norwalk.
"Urea (13C), 75 mg, polvo para solución oral+kit.",Poudre de urea[13C] 75 mg para solución oral + kit.
Producto con esmectita dioctaédrica.,Producto que contiene esmectita dioctaedral.
Fractura de fémur subtrocantérica tipo III según la clasificación de Seinsheimer.,Seinsheimer fractura subtrocanterica del fémur tipo III.
"Linfoma maligno, no hodgkiniano.",Límfoma de células B.
Alta otorgada por especialista en cuidados intensivos pediátricos.,Descarga por especialista pediátrico de la UIT.
Operaciones de columna cervical y dorsal.,Operaciones cervicales y torácicas de la columna vertebral.
Anomalía cardiovascular debida a conducto arterioso bilateral.,Anormalidad cardiovascular debido al ducto arterioso bilateral.
Clasificación de tumores de la Organización Mundial de la Salud.,Clasificación de tumores de la Organización Mundial de la Salud (OMS).
Determinación de nivel sérico de zinc.,Medición de zinc en suero.
Producto con mepiramina.,producto de pirillamina.
Depresiones transversales de uña secundarias a enfermedad sistémica.,Las líneas de Beau son secundarias a la enfermedad sistémica.
Género Ralstonia.,El género Ralstonia.
Recuerdos delirantes.,Ilusiones retrospectivas.
Salmonella wien.,Salmonella enterica subsp. enterica ser Wien.
Intento de aborto fracasado por embolismo de jabón.,Intentado fallido de aborto con embolia de jabón.
Operación en el bazo.,"Operación en el bazo, NOS."
Dispositivo de oído - hallazgo.,Observación del dispositivo del oído.
ADN proviral de VIH tipo2.,Ácido desoxirribonucleico proviral del virus de la inmunodeficiencia humana 2.
Butobarbital en forma farmacéutica para administración oral.,Butobarbital en forma de dosis orales.
Operación de una lesión de los huesos carpianos y metacarpianos.,"Operación en la lesión ósea de los carpales y metacarpales, NOS."
Isquemia de retina debida a diabetes mellitus tipo2.,Isquemia retinal con diabetes mellitus tipo 2.
Estructura del tendón del dedo anular.,Estructura del tendón del dedo anillo.
Anticuerpo IgG anti-Haemophilus influenzaeB.,Anticorpo de inmunoglobulina G contra la hemófilus influenzae tipo b.
Producto con mebhidrolina.,Producto que contiene mebhidrolina.
Intoxicación por especie de Triglochin.,Envenenamiento por hierba de flechas.
Flujo de líquido cefalorraquídeo.,Falta de fluido en la parte cerebral espinal (FCC).
Producto con cloruro de metiltioninio.,Producto que contiene cloruro de metilthioninio.
"Autointoxicación intencional por antiepilépticos y exposición a ellos, en la calle y la autopista.","Autointoxicación intencional por y exposición a los antiepilépticos, ocurrencia en la calle y la carretera."
Comportamiento sexualmente agresivo.,Comportamiento sexualmente agresivo.
Patrón cubierto del eccema vesicular de la mano.,El patrón del antebrazo del eczema vesicular de las manos.
Diacilglicerol lipasa.,La lipasa del factor de despecho.
PT4b: tumor de cualquier tamaño con edema (incluida piel de naranja) o ulceración de la piel mamaria o ganglios cutáneos centinelas en la misma mama.,PT4b: Tumor de cualquier tamaño con edema.
Conejillo de Indias de pelo corto.,Un conejito de indias de pelo corto.
Incorporarse - ejercicio.,Siéntate y haz ejercicio.
Manta birostris.,La manta del Atlántico.
Deficiencia de carnitina acetil transferasa.,Deficiencia de acetiltransferasa de carnitina.
Meninges de la médula espinal sacra.,Méningenas de cordón sacral enteras.
Anabautista.,"Anabaptista, seguidor de la religión."
Vía rectal.,- Rectalmente.
Retención de productos de la concepción.,Productos conservados de concepción.
Remoción de un estimulador electrónico del cerebro con reemplazo sincrónico.,Eliminación del estimolante con reemplazo sincrónico.
Vía ventrículo cerebral.,La vía del ventrículo intracerebral.
Síndrome de Bangstad.,"Enanismo con cabeza de ave con ataxia progresiva, diabetes resistente a la insulina, goiter y insuficiencia gonadal primaria."
Raza bovina Galloway.,Vaca Galloway.
Trastorno psicótico causado por fármaco.,Trastorno psicótico causado por drogas.
Derivado xantínico metilado.,- Metilxantinas.
Hipofosfatemia hereditaria.,Raquitis hipofosfatémica.
Macrostomía bilateral.,Macrostomía congénita bilateral.
Cisteína - sulfinato descarboxilasa.,La decarboxilasa de sulfinoalanina.
Hidroterapia - técnica de equilibrio metacéntrico.,Hidroterapia - técnica de equilibrio metacentro.
"Prueba para determinación de FSH en orina, en muestra de 24 horas.",Prueba de FSH en orina durante 24 horas.
Estructura de vena subcutánea abdominopélvica.,Venas subcutáneas del abdomen.
Angiografía de arteria mesentérica con guía fluoroscópica.,Angiografía mesentérica.
Dificultad para manejarse en escalones.,Dificultad en manejar los pasos.
Infección por Metorchis.,Infección causada por Metorchis.
Luxación de los huesecillos del oído.,Desarticulación de la cadena ósea.
Producto que contiene aspirina amortiguada.,Producto de aspirina amortiguada.
"Producto que contiene diacrilato de uretano, aromático.","Producto que contiene diacrilato de uretano, aromático."
Factor de riesgo.,El factor de riesgo.
Rana de San Antonio.,Rano de árbol.
Plasmocitoma cutáneo primario.,Plasmacitoma cutáneo primario.
Acetil coenzima A alfa-glucosaminida N-acetiltransferasa.,Acetil-CoA alfa-glucosaminida N-acetiltransferasa.
Género Lyngbya.,- ¿Qué es eso?
"Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y resección de apófisis odontoides.","Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injertos óseos y excisión del proceso odontoide."
Reducción y reconstrucción de cráneo craneomegálico.,Reducción y reconstrucción del cráneo megálico.
"Clorhidrato de sevelámero, 800 mg, comprimido.",Sevelamer clorhidrato 800 mg comprimido.
Desfibrilador externo automático no recargable para uso público.,Desfibrilador externo automático público no recargable.
Al examen: fijación visual deficiente.,O/E - mala fijación visual.
Quemadura de otros órganos internos - RETIRADO -.,"Quemadura de otro órgano interno, NEC -RETIRED-."
Neoplasia maligna de nervio periférico del tórax.,Neoplasma maligno del nervio periférico del tórax.
Osteopetrosis severa.,La enfermedad de Albers-Schönberg.
"Idiotez amaurótica, tipo juvenil temprano.","Idiotas amauroticas, tipo infantil tardío."
Raspado del útero por aspiración luego del parto.,Curetaje de aspiración del útero después del parto.
Melanoma in situ de mejilla.,Melanoma in situ de la piel de la mejilla.
Duloxetina 40 miligramos cápsula gastrorresistente para administración oral.,Duloxetina (como clorhidrato de duloxetina) 40 mg cápsula oral resistente al gastroesistencia.
Anemia por deficiencia de hierro.,Anemia sideropénica.
Notablemente.,Está marcado.
Magenta ácida.,El rubino ácido.
"Seudohermafrodita, mujer con trastorno corticosuprarrenal.","Pseudohermaprodita, hembra con trastorno adrenocortical."
Succinato de solifenacina 10 mg por cada comprimido para administración oral.,Solifenacina succinato comprimido de 10 mg.
Resección de músculo de la mano para injerto.,Resección del músculo de la mano para el injerto.
Protoporfiria eritrohepática.,Deficiencia de sintasa de haem.
Dieta con bajo contenido en tiramina.,Dieta baja en tiramina.
Hernia paraesofágica.,Hernia de hiato paraesofágico.
Hernia isquirrectal obstruida.,Hernia isquiorrectal con obstrucción.
U/mmol de creatinina.,U/mmol creatinina.
Delirio.,Pensamientos deliciosos.
Al examen: dedos de las manos en palillo de tambor.,O/E - el claqueo de los dedos.
Caída en pozo séptico.,Caer en el tanque séptico.
Síndrome posvagotomía.,Diarrea después de la vagotomía.
Intoxicación por penicilinaG.,Envenenamiento por penicilina G.
Producto con ácido mefenámico para administración oral como único ingrediente.,Solo el ácido mefenámico es un producto en forma de dosis orales.
Hallazgo relacionado con la sensibilidad uterina.,Observación de la sensación del útero.
Antígeno linfocitario CD19.,Clúster de antígeno de diferenciación 19.
"Diazepam, 5 mg/ml, gel.",Diazepam 5 mg/ ml de gel.
Producto con mesterolona.,Productos que contienen Mesterolona.
Biopsia de colédoco.,Biopsia del conducto biliar común.
Drepanocitosis.,Tracto de la hemoglobina S.
Articulación de dedo de la mano - tumefacción sinovial.,articulaciones del dedo - hinchazón sinovial.
Monitorización de enfermedad gastrointestinal.,Monitoreo de enfermedades gastrointestinales.
Producto con misoprostol como único ingrediente.,Solo con misoprostol.
Transplante singeneico de médula ósea.,Trasplante de médula ósea gemela.
Neoplasia maligna de localizaciones superpuestas de las vías biliares.,Neoplasma maligno de superpuestas de sitios del tracto biliar.
Configuración tumoral localizada.,Configuración tumoral localizada.
Methylobacterium.,Especies de metilobacterios.
Producto que contiene solamente trandolapril 4 mg por cada cápsula para administración oral.,Producto que contiene sólo trandolapril 4 mg/ 1 por cápsula oral.
Úlcera superficial de la córnea.,úlcera superficial de la córnea.
Ligamento de la articulación radiocubital proximal.,Todo el ligamento de la articulación radioulnar superior.
Despigmentación del fondo.,Fundus albinótico.
División del chorro de orina.,Se divide la corriente urinaria.
Dispositivo explosivo.,"Material explosivo, NOS."
Moxisilita en forma farmacéutica para administración oral.,Forma oral de timoxamina.
Talasemia alpha^+^.,Alfa talasemia2.
Estreptococos beta-hemolíticos del grupo G formadores de pequeñas colonias.,Estreptococos del grupo beta- hemolitico G que forman pequeñas colonias.
"Atención de salud mental perinatal - no intensiva, 24 horas.",Cuidado mental perinatal - 24 horas no intensivas.
Fractura no expuesta de la sexta vértebra cervical.,Fractura cerrada de la sexta vértebra cervical.
"Período de gestación, 4 semanas.","Período de gestación, 1 mes."
Trisomía 13 - sin disyunción meiótica.,"Trisomía 13, no disjunción meiotica."
Estructura de partes blandas de muslo derecho.,Estructura del tejido blando del muslo derecho.
Reconstrucción de la vagina.,Vaginoplastia.
Sobredosis voluntaria de oximetolona.,Una sobredosis intencional de oximetolona.
Reconstrucción con colgajo osteomiocutáneo local de rotación.,Reconstrucción con la válvula de rotación osteomyocutánea local.
Pierna derecha.,Toda la pierna derecha.
"Artemeter+lumefantrina, 20 mg/120 mg, comprimido.",Artemether+lumefantrina comprimido 20 mg/120 mg.
Reparación primaria de fisura de paladar.,Reparar la boca de la grieta.
Producto que contiene metocarbamol como único ingrediente.,Producto que contiene únicamente metocarbamol.
Piel de área dorsal de la muñeca.,Toda la piel de la zona dorsal de la región de la muñeca.
Muestra de orina obtenida a través de catetér urinario interno.,Muestra de orina obtenida mediante un catéter urinario interno.
Producto que contiene solamente clorhidrato de ponatinib 15 mg por cada comprimido para administración oral.,Ponatinib comprimido oral de 15 mg.
"Intoxicación por tiabendazol, con intención indeterminada.",Envenenamiento por tiabendazol con intención indeterminada.
Zorzal maculado.,El arroz de madera.
Producto que contiene exactamente metirosina 250 miligramos por cada cápsula para administración oral de liberación convencional.,Metirosina 250 mg cápsula oral.
Designación ISO 17.,Todo el diente molar superior derecho permanente.
Conjuntivitis folicular aguda por adenovirus de ojo izquierdo.,Conjuntivitis folicular adeno- viral aguda izquierda.
Anticuerpo inmunoglobulina A anti-virus influenza B.,Virus anti-influencial B IgA.
Enfermedad de hipopigmentación - inmunodeficiencia.,Síndrome similar a Chediak-Higashi.
Nevo de tejido conectivo.,"Nevus del tejido conectivo, NOS."
Globulina fijadora de T4.,Globulina de unión a la tiroxina.
Fenbufén.,Producto que contiene fenbufeno.
"Temblor esencial y otras formas especificadas, SAI.",Las formas esenciales y otras especificadas de NOS de temblor.
"Síndrome de encefalopatía progresiva con edema, hipsarritmia y atrofia óptica.","Síndrome de encefalopatía progresiva con edema, hipsaritmia y atrofia óptica."
Contusión duodenal.,Contusión del duodeno.
Desoxipiridinolina + piridinolina.,Desoxipiridinolina + piridinolina.
Enfermedad ósea.,"Osteopatía, NOS."
Mielografía de la fosa posterior.,Mielograma posterior de fosas.
"Salmonella arizonae 58:r:e, n, x, z15.","Salmonella III arizonae 58:r:e,n,x,z15."
Producto con captopril para administración oral.,Producto que contiene captopril en forma de dosis orales.
Hipoplasia congénita del hueso palatino.,Hueso palatino pequeño congénito.
Abrasión de piel de perineo.,Abrasión de la piel del perineo.
Ácido desoxirribonucleico de virus de la inmunodeficiencia humana 1.,Virus de inmunodeficiencia humana 1 ácido desoxirribonucleico.
"Displasia hepática, pancreática y renal.",Síndrome de Ivemark II.
Prednisolona en forma farmacéutica para administración tópica.,Prednisolona tópica.
Síndrome de Goldberg - Maxwell.,Síndrome de Goldberg-Morris.
Toceranib en forma farmacéutica para administración oral.,Toceranib en forma de dosis orales.
Muestra de válvula cardíaca protésica.,Muestra de válvula cardíaca prótesica.
Otomicosis en la moniliasis.,Automycosis monílica.
Estructura de bifurcación de raíz dental.,Estructura de la bifurcación de la raíz dental.
Al examen: cuadriplejía.,O/E - tetraplegia.
"Pseudomonas, grupo fluorescente.","Pseudomonas, grupo fluorescente."
Laringe extrínseca.,Estructura de la laringe extrínseca.
Producto que contiene imipenem y cilastatina.,Cilastatina y imipenem.
Tumor mixto mesenquimatoso.,"Mesenquima, NOS."
Riesgo de mortalidad hospitalaria según el SAPS.,Resultados de fisiología aguda simplificados.
"Prueba de Weber, lateralizado hacia la derecha.","Prueba de Weber, lateralizada a la derecha."
Deficiencia de aldehído oxidasa.,Deficiencia de aldehida oxidasa.
Beefmaker - raza de ganado.,Es una raza de ganado de carne.
Estructura de seno sagital inferior.,Sinus sagital inferior.
Limpieza endoscópica de la vía aérea.,Despecho de las vías respiratorias endoscópicas.
Angioedema hereditario con actividad normal de inhibidor de esterasa C1.,Edema angioneurótico hereditario con actividad inhibidora normal de la esterasa C1.
Diabetes insípida craneal.,Diabetes craneal insipidus.
Embolectomía.,Embolectomía.
Ependimoma cerebral.,Ependymoma del cerebro.
Antígeno leucocitario humano.,Antigén leucocito humano Aw19.
"Camuflaje cosmético Dermacolor, preparado.",Preparado para camuflaje de color dermático.
Papiloma del plexo coroides.,Papilloma del plexo coroideo.
Producto que contiene solamente furosemida 40 mg y triamtereno 50 mg por cada comprimido para administración oral.,Triamtereno 50 mg y furosemida 40 mg comprimido oral.
Úlcera péptica de estómago.,- Una úlcera gástrica.
Siderosilicosis.,Neumoconiosis hematita.
Luz del ciego.,Todo el lumen del ceco.
Región del cuerpo definida por la articulación del hombro y las estructuras circundantes.,La parte del cuerpo definida por la articulación del hombro y sus estructuras circundantes.
Nicotina 875 microgramos/hora parche transdérmico de liberación prolongada.,Parche transdermal de liberación prolongada de nicotina 875 microgramos/hora.
Divieso de la piel Y/O del tejido celular subcutáneo.,Furunclo de la piel Y/O tejido subcutáneo.
"Alotrasplante diferido, donante cadavérico.","Trasplante alogénico retrasado, donante de cadáver."
Parámetro de desarrollo infantil: 12 meses.,Desarrollo del niño: 12 meses.
Fase de trofozoíto de un protozoario.,Trophozoita.
Hallazgo relacionado con la sensación de posición articular.,Observación de la sensación de posición de las articulaciones.
Vacuna con antígeno de virus Vaccinia como único ingrediente.,Vaccine producto que contiene sólo el antígeno del virus Vaccinia.
Hallazgo relacionado con olor de las heces.,Encontrar olor a heces.
Stent aórtico híbrido/recubierto.,Estent aórtico híbrido/encapsulado.
Salmonella enterica subesp. enterica ser. Madison.,Salmonella Madison.
Centímetro.,Centimetro.
Penicilina G procaína.,Procaína producto de bencilpenicilina.
Rales postusivos.,Las rales latente.
Diente7.,La designación Haderup 2+.
Antígeno HLA - Bw6.,HLA - Antigén leucocito humano Bw6.
Cara externa del ovario.,Superficie lateral del ovario.
"Etidronato disódico, comprimidos+carbonato de calcio, comprimido efervescente, 400 mg/1,25 g, envase.",Disodio etidronato 400 mg comprimido y carbonato de calcio 1.25 g embalaje de comprimidos efervescentes.
"Producto que contiene solamente ramipril 2,5 mg por cada comprimido para administración oral.","Producto que contiene sólo ramipril 2,5 mg/ 1 por cada comprimido oral."
Medición de oxalato de calcio en orina.,Medición del oxalato de calcio en orina.
Convocatoria para detección selectiva - ausente.,Invitación a la proyección -no se asistió.
La ingesta diaria aproximada de colaciones.,La ingesta aproximada de bocadillos en un día.
Surco hipotalámico.,Sulculo hipotálamo del tercer ventrículo.
Duplicación de 22q11.2.,Síndrome de duplicación del cromosoma 22q11.2.
Reparación de una fístula intestinal.,"Reparar la fístula intestinal, NOS."
U/g de hemoglobina.,Unidad/grama de hemoglobina.
Muestra de líquido sinusal.,Específico de líquido sinusal.
Fibrosigmoidoscopia con fibroendoscopio flexible.,Sigmoidoscopia fibroóptica.
Interrupción parcial de la espermatogenia.,Un arresto espermatogénico incompleto.
Leucosticte arctoa.,El pincho rosa asiático.
Enfermedad ósea por aluminio.,Osteopatía relacionada con el aluminio.
Deficiencia congénita de otros factores de la coagulación.,Deficiencia congénita de otros factores de coagulación.
Bilirrubina monoglucurónido.,Monoglucuronuro de bilirrubina.
Producto que contiene exactamente aprepitant 80 miligramos por cada cápsula para administración oral de liberación convencional.,Producto que contiene con precisión aprepitante 80 miligramos/1 cada cápsula oral de liberación convencional.
Agenesia de tracto alimentario.,"La ausencia congénita de los tractos alimentarios, NOS."
Medición de carnitina libre y total en muestra de orina.,Medición de la carnitina libre y total en muestra de orina.
Centro independiente de maternidad.,Centro de parto independiente.
Producto medicinal que contiene glucopéptido y actúa como agente antibacteriano.,Medicamento que contiene glucopéptido y actúa como agente antibacteriano.
Producto que contiene dextromoramida 5 mg por cada comprimido para administración oral.,Producto que contiene sólo dextromoramida 5 mg/ 1 por cada comprimido oral.
Operaciones transluminales de la anomalía combinada de los grandes vasos.,Operaciones transluminares sobre anormalidad de gran buque.
Suicidio asistido.,Suicidio asistido.
Afección materna Y/O fetal que afecta el trabajo de parto Y/O el parto.,Condición materna y/o fetal que afecte al trabajo de parto y/o al parto.
Aborto incompleto inevitable.,El aborto inevitable es incompleto.
