reference,candidate
Abrasión y/o quemadura por fricción de mano sin infección.,Abrasión Y/O fricción quemadura de la mano sin infección.
"Miconazol, vaselina blanca y óxido de cinc.",Miconazol y producto blanco de gasolina y óxido de zinc.
"Envenenamiento accidental por, y exposición a analgésicos no opiáceos, en granja.","Intoxicación accidental por y exposición a analgésicos no opioides, ocurrencia en la granja."
Drenaje del oído medio por miringotomía.,Timpanotomía con intubación.
Clorhidrato de lidocaína 10 mg/ml de solución inyectable.,Producto que contiene con precisión hidrocloruro de lidocaína 10 miligramos/1 mililitro solución de liberación convencional para inyección.
Neumonitis por toxoplasmosis adquirida.,Neumonía con toxoplasia.
Orificio cardíaco del estómago.,Estructura del ostium cardíaco del estómago.
Lepra resistente a la dapsona.,Lepra resistente a la diaminodifenilsulfona.
Arteriografía fluoroscópica de arteria poplítea con inserción de stent.,Angiografía fluoroscópica de la arteria poplítea con inserción de stent.
M) epitelioma intraepidérmico de Jadassohn.,Epitelioma intraepidérmico de Jadassohn.
Media elástica tubular quirúrgica acanalada de algodón y viscosa BP.,"Algodón acanalado y viscosa, jersey tubular BP 1988 tipo B peso pesado 10cm."
Linfático cervical.,Linfática cervical.
División del cartílago de la columna vertebral.,División del cartílago de la columna vertebral.
Producto que contiene sustancia con mecanismo de acción de inhibidor de 3-hidroxi-3-metilglutaril coenzima A reductasa.,Producto que contiene inhibidor de la HMG-CoA reductasa.
Audiometría de respuesta evocada.,Audiometría de respuesta evocada.
Cáncer de lengua.,Tumor maligno de lengua.
Queraunofobia.,Miedo a los rayos.
Reemplazo de un stent colocado en las vías biliares.,Cambio del catéter de drenaje biliar percutáneo.
Disminución de los niveles de lipoproteínas.,Disminución de la lipoproteína.
Producto con fósforo-32 como único ingrediente.,Producto únicamente fosfórico-32.
"Producto que contiene aceite de trementina, alcanfor y jabón metálico alcalino.",Alcanfor + Jabón suave + Aceite de Turpentina.
Trametes cubensis.,Lenzites cubamyces.
Reducción de una luxación coxofemoral traumática no expuesta con anestesia.,Reducción de la dislocación traumática cerrada de cadera con anestesia.
Vasculopatía.,"Enfermedad vascular, NOS."
Quiste folicular de la mandíbula.,Quiste folicular de mandíbula.
Deficiencia de inhibidor de alfa - 1 - proteinasa.,Deficiencia del inhibidor de la alfa-1-proteinasa.
"Clotrimazol, forma farmacéutica de uso oftálmico.",Clotrimazol en forma de dosis oftalmológica.
Cineplastia o prótesis cineplástica de la pierna.,Prótesis cineplásica o cineplastica de extremidad inferior.
Provisión de atención respetando el valor y la dignidad del paciente.,Prestar atención respetando el valor y la dignidad del paciente.
Hallazgo relacionado con la disposición del labio.,Observación de la disposición del labio.
Antígeno de glicoproteína E de superficie recombinante de alfa-herpesvirus humano3.,Antigeno del alfaherpesvirus humano 3 glicoproteína de superficie recombinanteE.
"Diclorhidrato de pramipexol, 0,25 mg, comprimido.","Dihidrocloruro de pramipexol 0,25 mg comprimido."
Recomendación al cuidador con respecto a la dieta del niño.,Recomendación para cuidar de la dieta del niño.
Región supramaleolar de la tibia.,Estructura de la región supramalleolar de tibia.
Cefalexina 250 mg por cada comprimido para administración oral.,Cefalexin monohidrato 250 mg comprimidos orales.
Hidradenocarcinoma.,Porocarcinoma de la piel.
Cloruro de sodio + hetastarch.,Cloruro de sodio + hetastarca.
Dificultad para tragar.,No se puede bajar la comida.
Anemia hemolítica no esferocítica hereditaria por deficiencia de hexoquinasa.,Anemia hemolítica no esferocítica hereditaria (HNSHA) debida a deficiencia de hexoquinasa.
Necesidad estimada de vitamina K en 24 horas.,Cantidad requerida estimada de vitamina K y/o derivado de vitamina K en 24 horas.
Arteriografía femoral con guía fluoroscópica con contraste.,Angiograma femoral con contraste.
Examen fecal.,Examen de heces.
Producto que contiene carbinoxamina en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene solamente carbinoxamina en forma de dosis oral.
Codo izquierdo rígido.,Rigidez de la articulación del codo izquierdo.
Inflamación intestinal fibrinosa.,Inflamación fibrinosa del intestino.
ARN del virus Norwalk.,Norwalk virus ácido ribonucleico.
"Urea (13C), 75 mg, polvo para solución oral+kit.",Urea[13C] 75 mg polvo para solución oral+kit.
Producto con esmectita dioctaédrica.,Producto que contiene esmectita dioctaédrica.
Fractura de fémur subtrocantérica tipo III según la clasificación de Seinsheimer.,Seinsheimer fractura subtrocantérica de fémur tipo III.
"Linfoma maligno, no hodgkiniano.",Linfoma de células B.
Alta otorgada por especialista en cuidados intensivos pediátricos.,Descarga por especialista en pediatría de la UIT.
Operaciones de columna cervical y dorsal.,Operaciones de columna cervical y torácica.
Anomalía cardiovascular debida a conducto arterioso bilateral.,Anomalías cardiovasculares debidas al conducto arterial bilateral.
Clasificación de tumores de la Organización Mundial de la Salud.,Clasificación tumoral de la Organización Mundial de la Salud (OMS).
Determinación de nivel sérico de zinc.,Medición de zinc sérico.
Producto con mepiramina.,Producto de pirilamina.
Depresiones transversales de uña secundarias a enfermedad sistémica.,Líneas de Beau secundarias a la enfermedad sistémica.
Género Ralstonia.,Genus Ralstonia.
Recuerdos delirantes.,Delirios retrospectivos.
Salmonella wien.,Salmonella enterica subsp. enterica ser. Wien.
Intento de aborto fracasado por embolismo de jabón.,Fallo intento de aborto con embolia de jabón.
Operación en el bazo.,"Operación en el bazo, NOS."
Dispositivo de oído - hallazgo.,Observación del dispositivo del oído.
ADN proviral de VIH tipo2.,Ácido desoxirribonucleico proviral del virus de inmunodeficiencia humana 2.
Butobarbital en forma farmacéutica para administración oral.,Butobarbital en forma de dosis oral.
Operación de una lesión de los huesos carpianos y metacarpianos.,"Operación en lesión ósea de carpianos y metacarpianos, NOS."
Isquemia de retina debida a diabetes mellitus tipo2.,Isquemia retinal con diabetes mellitus tipo 2.
Estructura del tendón del dedo anular.,Estructura del tendón del dedo anular.
Anticuerpo IgG anti-Haemophilus influenzaeB.,Anticuerpo de inmunoglobulina G frente a Haemophilus influenzae tipo b.
Producto con mebhidrolina.,Producto que contiene mebhidrolina.
Intoxicación por especie de Triglochin.,Envenenamiento por arrowgrass.
Flujo de líquido cefalorraquídeo.,Falta de flujo de líquido cefalorraquídeo (CSF).
Producto con cloruro de metiltioninio.,Producto que contiene cloruro de metiltioninio.
"Autointoxicación intencional por antiepilépticos y exposición a ellos, en la calle y la autopista.","Autoenvenenamiento intencional y exposición a antiepilépticos, ocurrencia en la calle y la carretera."
Comportamiento sexualmente agresivo.,Comportamiento sexual agresivo.
Patrón cubierto del eccema vesicular de la mano.,Patrón de delantal de eczema vesicular de manos.
Diacilglicerol lipasa.,Factor de limpieza lipasa.
PT4b: tumor de cualquier tamaño con edema (incluida piel de naranja) o ulceración de la piel mamaria o ganglios cutáneos centinelas en la misma mama.,PT4b: Tumor de cualquier tamaño con edema.
Conejillo de Indias de pelo corto.,Conejillo de indias de pelo corto.
Incorporarse - ejercicio.,Siéntate a hacer ejercicio.
Manta birostris.,Manta atlántica.
Deficiencia de carnitina acetil transferasa.,Carnitina deficiencia de acetiltransferasa.
Meninges de la médula espinal sacra.,Meninges de cordón sacro entero.
Anabautista.,"Anabaptista, seguidor de la religión."
Vía rectal.,Rectamente.
Retención de productos de la concepción.,Productos conservados de la concepción.
Remoción de un estimulador electrónico del cerebro con reemplazo sincrónico.,Eliminación del stimoceiver con reemplazo sincrónico.
Vía ventrículo cerebral.,Vía intracerebral del ventrículo.
Síndrome de Bangstad.,"Enanismo con cabeza de pájaro con ataxia progresiva, diabetes resistente a la insulina, bocio e insuficiencia gonadal primaria."
Raza bovina Galloway.,Vaca Galloway.
Trastorno psicótico causado por fármaco.,Trastorno psicótico causado por drogas.
Derivado xantínico metilado.,Metilxantinas.
Hipofosfatemia hereditaria.,Raquitismo hipofosfatémico.
Macrostomía bilateral.,Macrostomía congénita bilateral.
Cisteína - sulfinato descarboxilasa.,Sulfinoalanina decarboxilasa.
Hidroterapia - técnica de equilibrio metacéntrico.,Hidroterapia - técnica de equilibrio metacéntrico.
"Prueba para determinación de FSH en orina, en muestra de 24 horas.",Urina FSH ensayo de 24 horas.
Estructura de vena subcutánea abdominopélvica.,Venas subcutáneas del abdomen.
Angiografía de arteria mesentérica con guía fluoroscópica.,Angiograma mesentérico.
Dificultad para manejarse en escalones.,Dificultad para gestionar los pasos.
Infección por Metorchis.,Infección causada por Metorchis.
Luxación de los huesecillos del oído.,Desarticular la cadena de osículos.
Producto que contiene aspirina amortiguada.,Producto de aspirinas.
"Producto que contiene diacrilato de uretano, aromático.","Producto que contiene diacrilato de uretano, aromático."
Factor de riesgo.,Factor de riesgo.
Rana de San Antonio.,Rana de árbol.
Plasmocitoma cutáneo primario.,Plasmatoma cutáneo primario.
Acetil coenzima A alfa-glucosaminida N-acetiltransferasa.,Acetil-CoA alfa-glucosaminida N-acetiltransferasa.
Género Lyngbya.,Lyngbya.
"Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y resección de apófisis odontoides.","Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y escisión del proceso odontológico."
Reducción y reconstrucción de cráneo craneomegálico.,Reducción y reconstrucción del cráneo craneomegalico.
"Clorhidrato de sevelámero, 800 mg, comprimido.",Sevelamer clorhidrato 800 mg comprimidos.
Desfibrilador externo automático no recargable para uso público.,Desfibrilador externo público automatizado no recargable.
Al examen: fijación visual deficiente.,O/E - mala fijación visual.
Quemadura de otros órganos internos - RETIRADO -.,"Quemadura de otro órgano interno, NEC -RETIRED-."
Neoplasia maligna de nervio periférico del tórax.,Neoplasia maligna del nervio periférico del tórax.
Osteopetrosis severa.,Enfermedad de Albers-Schönberg.
"Idiotez amaurótica, tipo juvenil temprano.","idiotez amaurótica, tipo infantil tardío."
Raspado del útero por aspiración luego del parto.,Curación de la aspiración del útero después del parto.
Melanoma in situ de mejilla.,Melanoma in situ de piel de mejilla.
Duloxetina 40 miligramos cápsula gastrorresistente para administración oral.,Duloxetina (como hidrocloruro de duloxetina) 40 mg cápsula oral gastrorresistente.
Anemia por deficiencia de hierro.,Anemia sideropénica.
Notablemente.,Marcado.
Magenta ácida.,Rubí ácido.
"Seudohermafrodita, mujer con trastorno corticosuprarrenal.","Pseudohermafrodita, hembra con trastorno cortical."
Succinato de solifenacina 10 mg por cada comprimido para administración oral.,Comprimido de 10 mg de solifenacina succinato.
Resección de músculo de la mano para injerto.,Resección del músculo de la mano para injerto.
Protoporfiria eritrohepática.,Deficiencia de haem sintasa.
Dieta con bajo contenido en tiramina.,Baja dieta de tiramina.
Hernia paraesofágica.,Hernia de hiato paraesofágico.
Hernia isquirrectal obstruida.,Hernia isquiorrectal con obstrucción.
U/mmol de creatinina.,U/mmol creatinina.
Delirio.,Pensamientos engañosos.
Al examen: dedos de las manos en palillo de tambor.,O / E - club de dedos.
Caída en pozo séptico.,Caer en un tanque séptico.
Síndrome posvagotomía.,Diarrea postvagotomía.
Intoxicación por penicilinaG.,Envenenamiento por penicilina G.
Producto con ácido mefenámico para administración oral como único ingrediente.,Ácido mefenámico solo producto en forma de dosis oral.
Hallazgo relacionado con la sensibilidad uterina.,Observación de la sensación del útero.
Antígeno linfocitario CD19.,Grupo de antígenos de diferenciación 19.
"Diazepam, 5 mg/ml, gel.",Diazepam 5 mg/ml gel.
Producto con mesterolona.,Producto que contiene mesterolona.
Biopsia de colédoco.,Biopsia del conducto biliar común.
Drepanocitosis.,Rasgo de hemoglobina S.
Articulación de dedo de la mano - tumefacción sinovial.,Articulación de los dedos - hinchazón sinovial.
Monitorización de enfermedad gastrointestinal.,Monitorización de la enfermedad gastrointestinal.
Producto con misoprostol como único ingrediente.,Producto exclusivo del misoprostol.
Transplante singeneico de médula ósea.,Trasplante de médula ósea gemela.
Neoplasia maligna de localizaciones superpuestas de las vías biliares.,Neoplasia maligna de sitios superpuestos del tracto biliar.
Configuración tumoral localizada.,Configuración del tumor localizada.
Methylobacterium.,Especie de metilobacterium.
Producto que contiene solamente trandolapril 4 mg por cada cápsula para administración oral.,Producto que contiene sólo 4 mg/1 de transdolapril por cápsula oral.
Úlcera superficial de la córnea.,Úlcera superficial de córnea.
Ligamento de la articulación radiocubital proximal.,Ligamento entero de articulación radioulnar superior.
Despigmentación del fondo.,Fondo albinótico.
División del chorro de orina.,Corriente urinaria que se divide.
Dispositivo explosivo.,"Material explosivo, NOS."
Moxisilita en forma farmacéutica para administración oral.,Forma oral timoxamina.
Talasemia alpha^+^.,Alfa talasemia2.
Estreptococos beta-hemolíticos del grupo G formadores de pequeñas colonias.,Estreptococos del grupo betahemolítico G con forma de colonias pequeñas.
"Atención de salud mental perinatal - no intensiva, 24 horas.",Atención de salud mental perinatal - 24 horas no intensiva.
Fractura no expuesta de la sexta vértebra cervical.,Fractura cerrada de sexta vértebra cervical.
"Período de gestación, 4 semanas.","Período de gestación, 1 mes."
Trisomía 13 - sin disyunción meiótica.,"Trisomía 13, no disyuntiva meiótica."
Estructura de partes blandas de muslo derecho.,Estructura del tejido blando del muslo derecho.
Reconstrucción de la vagina.,Vaginoplastia.
Sobredosis voluntaria de oximetolona.,Sobredosis intencional de oximetolona.
Reconstrucción con colgajo osteomiocutáneo local de rotación.,Reconstrucción con colgajo de rotación osteomiocutáneo local.
Pierna derecha.,Toda la pierna derecha.
"Artemeter+lumefantrina, 20 mg/120 mg, comprimido.",Artemeter+lumefantrina 20mg/120mg comprimidos.
Reparación primaria de fisura de paladar.,Reparación primaria del paladar hendido.
Producto que contiene metocarbamol como único ingrediente.,Producto que contiene únicamente metocarbamol.
Piel de área dorsal de la muñeca.,Piel entera de la zona dorsal de la región de la muñeca.
Muestra de orina obtenida a través de catetér urinario interno.,Espécimen de orina obtenido a través de catéter urinario residente.
Producto que contiene solamente clorhidrato de ponatinib 15 mg por cada comprimido para administración oral.,Ponatinib 15 mg comprimidos orales.
"Intoxicación por tiabendazol, con intención indeterminada.",Envenenamiento por tiabendazol de intención indeterminada.
Zorzal maculado.,Tordo de madera.
Producto que contiene exactamente metirosina 250 miligramos por cada cápsula para administración oral de liberación convencional.,Metirosina 250 mg cápsula oral.
Designación ISO 17.,Toda la parte superior derecha del segundo diente molar.
Conjuntivitis folicular aguda por adenovirus de ojo izquierdo.,Conjuntivitis folicular adenoviral aguda izquierda.
Anticuerpo inmunoglobulina A anti-virus influenza B.,Anti-Influenza B virus IgA.
Enfermedad de hipopigmentación - inmunodeficiencia.,Síndrome parecido a Chediak-Higashi.
Nevo de tejido conectivo.,"Nevus del tejido conectivo, NOS."
Globulina fijadora de T4.,Tiroxina que une la globulina.
Fenbufén.,Producto que contiene fenbufeno.
"Temblor esencial y otras formas especificadas, SAI.",NOS esencial y otras formas especificadas de temblor.
"Síndrome de encefalopatía progresiva con edema, hipsarritmia y atrofia óptica.","PEHO (encefalopatía progresiva con edema, hipsarritmia y atrofia óptica)."
Contusión duodenal.,Contusión de duodeno.
Desoxipiridinolina + piridinolina.,Deoxipiridinolina + piridinolina.
Enfermedad ósea.,"Osteopatia, NOS."
Mielografía de la fosa posterior.,Mielograma de fosa posterior.
"Salmonella arizonae 58:r:e, n, x, z15.","Salmonella III arizonae 58:r:e,n,x,z15."
Producto con captopril para administración oral.,Producto que contiene captopril en forma de dosis oral.
Hipoplasia congénita del hueso palatino.,Hueso pequeño palatino congénito.
Abrasión de piel de perineo.,Abrasión de la piel del perineo.
Ácido desoxirribonucleico de virus de la inmunodeficiencia humana 1.,Virus de inmunodeficiencia humana 1 ácido desoxirribonucleico.
"Displasia hepática, pancreática y renal.",Síndrome de Ivemark II.
Prednisolona en forma farmacéutica para administración tópica.,Prednisolona tópica.
Síndrome de Goldberg - Maxwell.,Síndrome de Goldberg-Morris.
Toceranib en forma farmacéutica para administración oral.,Toceranib en forma de dosis oral.
Muestra de válvula cardíaca protésica.,Muestra protésica de válvula cardíaca.
Otomicosis en la moniliasis.,Otomía monolial.
Estructura de bifurcación de raíz dental.,Estructura de la bifurcación de la raíz dental.
Al examen: cuadriplejía.,O/E - tetraplejía.
"Pseudomonas, grupo fluorescente.","Pseudomonas, grupo fluorescente."
Laringe extrínseca.,Estructura de laringe extrínseca.
Producto que contiene imipenem y cilastatina.,Cilastatina e imipenem.
Tumor mixto mesenquimatoso.,"Mesenquimoma, NOS."
Riesgo de mortalidad hospitalaria según el SAPS.,Puntuación de Fisiología Aguda Simplificada.
"Prueba de Weber, lateralizado hacia la derecha.","Prueba Weber, lateralizada a la derecha."
Deficiencia de aldehído oxidasa.,Deficiencia de aldehído oxidasa.
Beefmaker - raza de ganado.,Raza de ganado ganadero.
Estructura de seno sagital inferior.,Senos sagitales inferiores.
Limpieza endoscópica de la vía aérea.,Aclaramiento endoscópico de las vías respiratorias.
Angioedema hereditario con actividad normal de inhibidor de esterasa C1.,Edema angioneurótico hereditario con actividad normal del inhibidor de la esterasa C1.
Diabetes insípida craneal.,Diabetes craneal insípida.
Embolectomía.,Embolectomía.
Ependimoma cerebral.,Ependimoma cerebral.
Antígeno leucocitario humano.,Antígeno de leucocitos humanos Aw19.
"Camuflaje cosmético Dermacolor, preparado.",Preparación de camuflaje Dermacolor.
Papiloma del plexo coroides.,El plexo coroides papiloma.
Producto que contiene solamente furosemida 40 mg y triamtereno 50 mg por cada comprimido para administración oral.,Triamtereno 50 mg y furosemida 40 mg comprimidos orales.
Úlcera péptica de estómago.,Úlcera gástrica.
Siderosilicosis.,Neumoconiosis de hematita.
Luz del ciego.,Lúmenes enteros de cecum.
Región del cuerpo definida por la articulación del hombro y las estructuras circundantes.,La parte del cuerpo definida por la articulación del hombro y sus estructuras circundantes.
Nicotina 875 microgramos/hora parche transdérmico de liberación prolongada.,Nicotina 875 microgramos/hora parche transdérmico de liberación prolongada.
Divieso de la piel Y/O del tejido celular subcutáneo.,Furúnculo de la piel Y/O tejido subcutáneo.
"Alotrasplante diferido, donante cadavérico.","Retraso en el trasplante alogénico, donante cadáver."
Parámetro de desarrollo infantil: 12 meses.,Desarrollo infantil: 12 meses.
Fase de trofozoíto de un protozoario.,Trofozoita.
Hallazgo relacionado con la sensación de posición articular.,Observación de la sensación de posición conjunta.
Vacuna con antígeno de virus Vaccinia como único ingrediente.,Producto vacunal que contiene sólo antígeno del virus Vaccinia.
Hallazgo relacionado con olor de las heces.,Hallando olor a heces.
Stent aórtico híbrido/recubierto.,stent aórtico híbrido/revestido.
Salmonella enterica subesp. enterica ser. Madison.,Salmonella Madison.
Centímetro.,Centímetro.
Penicilina G procaína.,Producto de procaína bencilpenicilina.
Rales postusivos.,Rales latentes.
Diente7.,Denominación Haderup 2+.
Antígeno HLA - Bw6.,HLA - Antígeno de leucocitos humanos Bw6.
Cara externa del ovario.,Superficie lateral del ovario.
"Etidronato disódico, comprimidos+carbonato de calcio, comprimido efervescente, 400 mg/1,25 g, envase.","Comprimido de etidronato disódico 400 mg y envase de comprimidos efervescentes de carbonato cálcico de 1,25g."
"Producto que contiene solamente ramipril 2,5 mg por cada comprimido para administración oral.","Producto que contiene únicamente 2,5 mg/1 de ramipril por comprimido oral."
Medición de oxalato de calcio en orina.,Medición de oxalato de calcio en orina.
Convocatoria para detección selectiva - ausente.,Invitación de proyección - no asistió.
La ingesta diaria aproximada de colaciones.,La ingesta aproximada de bocadillos en un día.
Surco hipotalámico.,Sulco hipotalámico del tercer ventrículo.
Duplicación de 22q11.2.,Cromosoma 22q11.2 síndrome de duplicación.
Reparación de una fístula intestinal.,"Reparación de fístula intestinal, NOS."
U/g de hemoglobina.,hemoglobina por unidad/gramo.
Muestra de líquido sinusal.,Espécimen líquido sinusal.
Fibrosigmoidoscopia con fibroendoscopio flexible.,Sigmoidoscopia fibroscópica.
Interrupción parcial de la espermatogenia.,Un paro espermatogénico incompleto.
Leucosticte arctoa.,De color rosado asiático.
Enfermedad ósea por aluminio.,Osteopatía relacionada con el aluminio.
Deficiencia congénita de otros factores de la coagulación.,Deficiencia congénita de otros factores de coagulación.
Bilirrubina monoglucurónido.,Monoglucurónido de bilirrubina.
Producto que contiene exactamente aprepitant 80 miligramos por cada cápsula para administración oral de liberación convencional.,Producto que contiene exactamente aprepitant 80 miligramos/1 cada cápsula oral de liberación convencional.
Agenesia de tracto alimentario.,"Ausencia congénita del tracto alimentario, NOS."
Medición de carnitina libre y total en muestra de orina.,Medición de carnitina libre y total en la muestra de orina.
Centro independiente de maternidad.,Centro de maternidad independiente.
Producto medicinal que contiene glucopéptido y actúa como agente antibacteriano.,Medicamento que contiene glucopéptido y actúa como agente antibacteriano.
Producto que contiene dextromoramida 5 mg por cada comprimido para administración oral.,Producto que contiene solamente dextromoramida 5 mg/1 por comprimido oral.
Operaciones transluminales de la anomalía combinada de los grandes vasos.,Operaciones transluminales sobre la anormalidad de un gran vaso.
Suicidio asistido.,Suicidio asistido.
Afección materna Y/O fetal que afecta el trabajo de parto Y/O el parto.,Afección materna y/o fetal que afecta al parto y/o al parto.
Aborto incompleto inevitable.,Inevitable aborto incompleto.
Salmonella chester.,"Salmonella 1,4,[5],12;e,h;e,n,x."
Alta otorgada por terapeuta ocupacional del departamento de servicio social.,Descarga por el departamento de servicios sociales terapeuta ocupacional.
