reference,candidate
"El paciente presentó evidencia de insuficiencia cardíaca leve, con disnea, derrame pleural y valor alto de prohormona N-terminal del péptido natriurético cerebral (4473 pg/mL), controlada con dosis bajas de diuréticos durante 4 días.","El paciente presentó evidencia leve de insuficiencia cardiaca, incluyendo disnea, derrame pleural y un NT-proBNP elevado (péptido natriurético pro-B de tipo N-terminal; 4473 pg/ml), controlado con dosis bajas de diuréticos durante 4 días."
desgarro cutáneo,lágrima cutánea
"Se inició tratamiento con hidroxicloroquina 200 mg dos veces al día y acetaminofeno 500 mg cada 6 horas. Después de dos días, el paciente presentó un exantema maculopapuloso eritematoso prurítico y lesiones en escarapela atípicas que se inició en el extremo distal de las extremidades superiores y afectó rápidamente a todo el cuerpo, así como ampollas desgarradas que solo se apreciaban como úlceras en la zona orolabial.","Se inició HCQ 200 mg dos veces al día y 500 mg de acetaminofén cada 6 h. Después de dos días, el paciente presentó una erupción maculopapular eritematosa prurítica y dianas atípicas planas que comenzaron desde la distal de las extremidades superiores, involucraron rápidamente a todo el cuerpo y ampollas desgarradas que sólo se vieron como úlceras en el área orolabial."
emocionalidad,Emocionalidad
Las pruebas consecutivas de diagnóstico por la imagen que se muestran en la figura ilustran la mejora del paciente tras la terapia.,Los estudios de imágenes seriales en la Figura ilustran la mejoría del paciente después de la terapia.
ceguera permanente,ceguera permanente
TENS convencional,decenas convencionales
emisiones otoacústicas,Emisiones otoacústicas
forma prematura,forma prematura
fusión de elementos,fusión de elementos
Psicosis tóxica,psicosis tóxica
síntomas psiquiátricos,síntomas psiquiátricos
eritema,eritema
Acudió a urgencias con malestar general y disnea.,Se presentó en la sala de emergencias con malestar general y falta de aliento.
Las pruebas de LCR dieron cifras normales de células (5 x 106/L; intervalo normal: 0-8 × 106/L) y valores altos de proteínas (124 mg/dL; intervalo normal: 8-43 mg/dL).,"Las pruebas de LCR (día 4) mostraron recuentos celulares normales (5 106/L, normal: 0-8 106/L) y aumento del nivel de proteínas (124 mg/dL, normal: 8-43 mg/dL)."
psoriasis cutánea,psoriasis cutánea
tomivosertib,Tomivosertib
quistes porencefálicos,quistes porencefálicos
acontecimientos accidentales,acontecimientos accidentales
"Además, se enviaron muestras de frotis orofaríngeos y nasofaríngeos a un laboratorio privado externo para una prueba de reacción en cadena de la polimerasa (RT-PCR) en tiempo real.","Además, se enviaron muestras de hisopos nasofaríngeos y orofaríngeos a un laboratorio privado externo para el ensayo de reacción en cadena de la polimerasa (PCR) de la transcriptasa inversa SRAS-CoV-2 en tiempo real."
"El recién nacido pesaba 1390 g (Apgar a 1 minuto y 5 minutos de 7 y 9, respectivamente) y fue trasladado a la UCI neonatal; un frotis nasofaríngeo fue negativo para SARS-CoV-2 en los días 1, 7 y 14.","El niño de 1390 g (1 min y 5 min Apgar 7 y 9, respectivamente) fue transferido a la UCIN; el hisopo nasofaríngeo fue negativo para el SARS-CoV-2 en los días 1, 7 y 14."
comportamientos en el mundo real,comportamientos del mundo real
bencilpenicilina,bencilpenicilina
fisiología de las plantas,fisiología de las plantas
masa en las vías digestivas y respiratorias altas,masa de cabeza y cuello
tumores hipofisarios,tumores pituitarios
mecanismo celular,mecanismo celular
presencia de marcadores,presencia de marcadores
drenaje purulento,drenaje purulento
litotripsia extracorpórea del riñón,colmillo de riñón
macrófago,macrófago
esclerosis nodular,Esclerosis nodular
Tenía antecedentes de diabetes mellitus e hipertensión arterial.,Tenía antecedentes de diabetes mellitus e hipertensión arterial.
artropatía hombro izquierdo,artropatía dejar el hombro
salud oftalmológica,salud ocular
carcinoma microcítico,carcinoma de células de avena
móvil,Móvil
discapacidades sensoriales,discapacidades sensoriales
alergia incremento,aumento de la alergia
"Los anticuerpos antineuronales contra antígenos neuronales intracelulares (inmunotransferencia PNS9DIV-24; Ravo, Freiburg, Alemania) y superficiales (ensayo celular: NMDAR, AMPAR, GABAbR, AMPA1/2, Caspr2, Lgi1, DPPX, FA 112d-1003-6; EuroImmun) fueron negativos en suero y LCR.","Autoanticuerpos antineuronales contra intracelulares (inmunodot PNS9DIV-24; Ravo, Friburgo, Alemania) y de superficie (ensayos basados en células: NMDAR, AMPAR, GABAbR, AMPA1/2, Caspr2, Lgi1, DPPX, FA 112d-1003-6; EuroImmun) los antígenos neuronales fueron negativos en suero y LCR."
"Los valores Ct de las muestras de frotis nasofaríngeos, sangre y heces del niño, obtenidas el 9 de abril, fueron 32,71, 33,10 y 32,84, respectivamente.","Los valores de Ct del NPS del niño, sangre y muestras de heces tomadas el 9 de abril fueron detectados como 32.71, 33.10, 32.84, respectivamente."
vegetación escasa,escasa vegetación
enuresis diurna,Enuresis diurna
oxidativo,Oxidante
dolor de gargante frecuente,dolor de garganta frecuente
ecografía de las nalgas,glúteos de ultrasonido
pólipos,pólipos
análisis completo,Analis completa
territorio inferior,territorio inferior
paciente crítico,paciente crítico
neoplasia maligna piel brazo,neomalig. brazo de piel
capacidad cognitiva,capacidad cognitiva
trastornos del lenguaje,Trastornos del lenguaje
vítreo,vítreos
espermatogénico,espermatogénicos
estado de ánimo disfórico,estado de ánimo disfórico
formación de vasos sanguíneos,formación de vasos sanguíneos
William Hunter,cazador de William
trombosis,trombosis
enfermedad de Parkinson,enfermedad de parkinson
desmielinización viral,desmielinización viral
realización de ejercicio,realización del ejercicio
Ingresó en nuestro hospital un hombre de 23 años cuyos síntomas principales eran fiebre y tos con una evolución de 9 días.,Un hombre de 23 años con quejas principales de fiebre y tos durante 9 días fue ingresado en nuestro hospital.
formación de cicatriz,formación de cicatrices
infarto agudo de miocardio apical,infarto agudo de miocardio apical
capaz de usar el humor,humor capaz de usar
Coronavirus murciélago HKU3-4,Murciélago SARS coronavirus HKU3-4
absceso viento,Absceso de viento
"A la exploración física no se percibieron estertores secos ni húmedos en ambos pulmones y se registró una temperatura de 37,3 °C, pulso de 92 l.p.m., frecuencia respiratoria de 18 r.p.m. y presión arterial de 113/79 mmHg.","El examen físico no reveló rales secos y húmedos en ambos pulmones con una temperatura de 37,3 C, frecuencia cardíaca de 92 latidos/min, frecuencia respiratoria de 18 veces/min y presión arterial de 113/79 mmHg."
hesperidina,hesperidina
abdomen dolor a la palpación,dolor abdominal palpación
comienzo tardío,inicio tardío
El siguiente día dio positivo en una prueba para COVID-19 mediante RT-PCR.,"Al día siguiente, dio positivo para COVID-19 a través de RT-PCR."
penetrancia incompleta,Penetrancia incompleta
desarrollo del tracto digestivo,desarrollo del tracto digestivo
cansancio o fatiga,cansancio o fatiga
palidez temporal,Pallor temporal
arteriopatía periférica,enfermedad arterial periférica
trastorno grave,alteraciones graves
síndrome tipo shock tóxico,síndrome de shock tóxico
inflamación aguda,inflamación aguda
materia orgánica,materia orgánica
La exploración respiratoria fue normal.,El examen respiratorio fue normal.
sarcoidosis pulmonar,sarcoidosis pulmonar
infección bacteriana secundaria,infección bacteriana secundaria
leucemia linfoblástica de precursores B,Leucemia b-linfoblástica precursora
nariz recta,Nariz recta
hiperqueratosis plantar,hiperqueratosis plantar
órgano compuesto cavitado,órgano compuesto cavitado
rasgos de tipo psicopático,rasgos psicopáticos
actividad del receptor viral,actividad del receptor del virus
preiser,preiser
debilidad de las extremidades,debilidad de las extremidades
tendencia a la hemorragia,tendencia al sangrado
ritmo,ritmo
parálisis cerebral espástica,Parálisis cerebral espástica
veces al día,veces al día
células especializadas,células especializadas
"Se hallaba hipoxémico, con una saturación de oxígeno de 90% en aire ambiental y febril con 38,5 °C.","Estaba hipoxémico con una saturación de oxígeno del 90% en el aire de la habitación y febril a 101,3 °F en la presentación."
estabilidad afectiva,estado de ánimo de estabilidad
infecciones graves,infecciones graves
trofismo,trofismo
edema estromal,estroma edema
neuronas retinianas,neuronas retinianas
dihidroartemisina,dihidroartemisina
golpes repetitivos en la cabeza (síntoma),golpes repetitivos en la cabeza (síntoma)
"La exploraciónreumatológica reveló valores muy bajos de factores de complementoC3 y C4 (26 y < 1,68 mg/dL, respectivamente), así como anticuerpos antinucleares negativos.","La investigación reumatológica reveló niveles muy bajos de factores de complementoC3 y C4 (26 y <1,68 mg/dL, respectivamente) y anticuerpos antinucleares negativos."
deformidad uña (del pie),deformidad de las uñas de los pies
edad del cónyuge (historia),edad del cónyuge (historia)
célula clave de la vaginosis,célula de pista
desorientación empeora gradualmente,Desorientación que empeora constantemente
carencia de st,deficiencia de ed
completar 1er grado,1er grado completo
pirfenidona,pirfenidona
estado embarazada,estado de embarazo
numerosas anomalías,numerosas anomalías
"El paciente se trató con colchicina, 1 mg al día.",El paciente fue tratado con 1 mg de colchicina al día.
apéndice auricular acts,Actos de apéndice atrial
sepsis bacteriana,sepsis bacteriana
lesiones cutáneas de muchos tamaños,tamaño de las lesiones cutáneas múltiples
oreja pu,pu oido
tumores óseos,tumores óseos
defecar,doe defecate
selección de embriones,selección de embriones
"Fue dada de alta el día 30, con fuerza muscular normal y recuperación de los reflejos en ambos brazos y piernas.","Al alta el día 30, tenía fuerza muscular normal en ambos brazos y piernas y retorno de reflejos de tendón en ambas piernas y pies."
pérdida de piezas dentarias,pérdida de dientes
"Al ingreso, el líquido cefalorraquídeo (LCR) reveló una leve pleocitosis (9 células/μl), valor normal de proteínas y PCR negativa para SARS-CoV-2.","El líquido cefalorraquídeo (LCR) al ingreso reveló pleocitosis leve (9 células/μl), contenido normal de proteínas y pruebas PCR negativas para SARS-CoV-2."
"Los problemas respiratorios mejoraron y fue extubado el 6 de abril y se le retiró la oxigenoterapia, aunque aún necesitaba soporte renal intermitentemente.","Desde una perspectiva respiratoria, mejoró y fue extubado el 6 de abril, y destetado de oxígeno suplementario, aunque todavía necesitaba apoyo renal intermitentemente."
bloqueo de la transmisión,bloqueo de la transmisión
"El paciente fue tratado con oxigenoterapia mediante cánula nasal, hemodiálisis regular, antihipertensivos, moxifloxacina (400 mg al día) y terapia antivírica con lopinavir/ritonavir (2 comprimidos dos veces al día).","El paciente fue tratado con soporte de oxígeno mediante cánula nasal, hemodiálisis regular, medicamentos antihipertensivos, moxifloxacino (400 mg diarios) y lopinavir/ritonavir (2 comprimidos dos veces al día) tratamiento antiviral."
coronavirus SARS GDH-BJH01,SRAS coronavirus GDH-BJH01
"El análisis de sangre reveló un aumento de la proteína C-reactiva (125 mg/L), hiperleucocitosis (12.600/mm3) y linfocitopenia.",Los análisis de sangre revelaron un aumento de proteína C reactiva (125mg/L) y una hiperleucocitosis (12 600/mm3) con linfopenia.
forma indirecta,vía indirecta
posoperatorio defecto interventricular,postoperatorio vs.
tiroidectomía total,tiroidectomía total
terapia dirigida,terapia dirigida
convulsiones tónico-clónicas,convulsiones convulsivas tónico-clónicas
Una TAC mostró leves opacidades de vidrio esmerilado en los lóbulos pulmonares inferiores.,La tomografía computarizada (TC) revela una ligera opacidad de vidrio molido en los lóbulos inferiores del pulmón.
dehiscencia de suturas,alteración de la herida
hendidura nasal,fisura de la nariz
pigmento cutáneo,pigmento de la piel
jornada laboral,día laborable
metabolismo del nucleósido monofosfato,Proceso metabólico del monofosfato de nucleósido
sobrenutrición del lactante,Sobrenutrición infantil
subdivisión del tubo,subdivisión del tubo
personas normales,personas normales
rutina repetitiva,rutina repetitiva
lesión primaria,Lesión primaria
músculo tibial,tibialis
enfermedades importantes,enfermedades graves
síntoma neurológico y fisiológico,síntomas neurológicos y fisiológicos
estructura derivada del ectodermo,estructura derivada del ectodermo
mucosa esofágica,mucosa esofágica
enfermedades priónicas,enfermedades priónicas
doe iron,Doe Iron
Aumento de la lipoproteína,aumento de lipoproteínas
"La TAC torácica mostró opacidades de vidrio esmerilado bilaterales, básicamente periféricas, con múltiples áreas de consolidación parenquimatosa que afectaba aproximadamente el 25% de cada pulmón.","La tomografía computarizada torácica mostró opacidades de vidrio molido bilaterales, en su mayoría periféricas, con múltiples áreas de consolidación parénquimales que involucraban aproximadamente el 25% de cada pulmón."
drenaje torácico,drenaje torácico
átomos de carbono,átomos de carbono
nicotinamida,nicotinamida
tigeciclina,tigeciclina
alimentación forzada,alimentación por fuerza
osteomuscular,Musculoesquelético
Creencia irracional,creencias irracionales
linfoma linfoblástico de precursores T,Linfoma t-linfoblástico precursor
dolor durante la relación sexual,dolor durante las relaciones sexuales
conductas de vómito,Comportamientos de vómitos
sigmoidectomía,sigmoidectomía
calidad pública,condición pública
presencia de enfermedad,presencia de patología
"Los hemocultivos y los panelesvíricos respiratorios fueron negativos en esputo y sangre, con un frotisnasofaríngeo positivo para SARS-CoV-2 y confirmación serológicade infección previa por SARS-CoV-2, con IgG e IgA positivas(probadas en suero obtenido antes del tratamiento con IG i.v.).",Los cultivos sanguíneos y los paneles respiratorios virales fueron negativos en esputo y sangre con un hisopo nasofaríngeo SARSCoV-2 positivo y la confirmación serológica asociada de la anterior infección por SARS-CoV-2 con IgG eIgA positivos (ensayados en suero muestreado antes del tratamiento con IVIG).
"Un hombre de 18 años con antecedentes de trastorno bipolar, trastorno del espectro autista, trastorno por déficit de atención con hiperactividad, hipotiroidismo y asma leve persistente fue llevado por su madre al servicio de urgencias a causa de la alteración de la conciencia.","Un hombre de 18 años con antecedentes médicos pasados de trastorno bipolar, trastorno del espectro autista, trastorno por déficit de atención hiperactividad, hipotiroidismo y asma persistente leve fue llevado al departamento de emergencia por su madre debido a la alteración de la conciencia."
alcance,Doe alcance
toxicidad,toxicidad
otalgia,otalgia
rinoscopia,rinoscopía
membrana mitocondrial interna,membrana interna mitocondrial
diabetes de tipo 2,diabetes tipo 2
dolor articulación afectación antebrazo,dolor articular involucra antebrazo
heterodímeros,heterodímeros
"El valor previo del factor antinuclear era desconocido, y hasta la fecha no se ha investigado si la COVID-19 puede inducir este tipo de anticuerpos.",Se desconoce el título de ANA anterior y hasta ahora no se ha investigado si COVID-19 puede inducir estos anticuerpos.
incidencia de problemas,incidencia de problemas
La paciente fue tratada con ventilación no invasiva y una combinación de lopinavir/ritonavir e hidroxicloroquina.,El paciente fue tratado con ventilación no invasiva y una combinación de lopinavir/ritonavir y hidroxicloroquina.
alteraciones de la coagulación,alteraciones de la coagulación
valvular,valvular
"El día 29, se detectó Candida, α-herpesvirus humano y β-herpesvirus en el lavado broncoalveolar; los hemocultivos fueron positivos para Bacteroides ovalus, lo que indicaba un agravamiento de la sobreinfección.","Cándida, α-herpesvirus humano y β-herpesvirus fueron detectados en BALF el día 29, y el cultivo de sangre fue positivo para Bactéroides ovalus, lo que indica el empeoramiento de la infección secundaria."
fractura craneal,fractura de cráneo
"Como no se apreció mejora, se inició ventilación no invasiva.","No hubo mejoría, por lo que se inició la ventilación no invasiva (VNI)."
amplia variedad de trastornos,amplia gama de trastornos
antro,Antrum
opacidad cristalina,opacidad cristalina
sangrado crónico GI inferior,hemorragia lur gi crónica
hermano entumecido,hermano entumecido
alteraciones musculares,alteraciones musculares
ocular,ocular
cambiar ekg,cambiar ekg
Su estado clínico empeoró y se trasladó a la UCI pediátrica.,"Su condición clínica se deterioró, fue trasladado a la UCIP."
estrabismo,entrecerrar
"El día 10, la cefalea había desaparecido, no había nuevas manifestaciones neurológicas y la cifra de trombocitos había aumentado a 10.000 por mm cúbico.","El día 10, el dolor de cabeza se había resuelto, no había nuevos hallazgos neurológicos, y el recuento de plaquetas había aumentado a 10.000 por milímetro cúbico."
mantenimiento de ubicación,mantenimiento de la ubicación
disfunción valvular,disfunción valvular
colon irritable,colon irritable
El líquido pleural era un exudado con 28 g/L de proteína y 376 UI/L de LDH.,El líquido pleural fue un exudado con 28 g/L de proteína y 376 UI/L de LDH.
traumatismo pulmonar por onda expansiva,lesión por blástica pulmonar
oso gales,Bayas de oso
diferencia temporal,diferencia temporal
otras neoplasias,otros crecimientos
labio grueso,labio más grueso
problemas ajenos,problemas extranjeros
filtración renal,filtración renal
Una TAC torácica reveló múltiples opacidades de vidrio esmerilado bilaterales.,La tomografía computarizada del tórax mostró múltiples opacidades bilaterales de vidrio molido.
insuficiencia sexual,insuficiencias sexuales
síndrome plurimetabólico,síndrome plurimetabólico
"No consumía suplementos, era abstemio y nunca había fumado.","No consumía suplementos, era absoluto y nunca fumaba."
virus de la enfermedad de Newcastle,virus de la enfermedad de Newcastle
subtipos clínicos,subtipos clínicos
Shigella dysenteriae,shigella disenteriae
prurito ambas manos,prurito en ambas manos
septicémico,séptico
aceros inoxidables,aceros inoxidables
trastorno hematológico y de los tejidos hematopoyéticos ,Anormalidad de la sangre y de los tejidos que forman la sangre
inflamación de la glándula,inflamación de la glándula
"La VSG era de 55,6 mm/h.","El ESR fue de 55,6 mm/h."
osteopenia y osteoporosis,osteopenia y osteoporosis
"Se le administró 500 mg de levofloxacina durante 14 días así como corticoesteroides sistémicos (1 mg/kg) a causa del esputo parduzco y de los antecedentes de bronquiectasia (según los protocolos del hospital, no se inició ninguna pauta con lopinavir/ritonavir e hidroxicloroquina, pues, en ese momento, la paciente no presentaba hipoxemia).","Se administraron 500 mg de levofloxacina durante 14 días y corticosteroides sistémicos (1mg/kg) debido a la expectoración pardusca y a la historia de bronquiectasia (no se iniciaron lopinovir/ritonavir e hidroxicloroquina de acuerdo con el protocolo del hospital, en ese momento, ya que el paciente no tenía hipoxemia)."
osteopetrosis,osteopetrosas
cardiopulmonar,Cardiopulmonar
ácidos grasos de cadena corta,ácidos grasos de cadena corta
"A causa de la presencia concomitante de un extenso hematoma en el tronco, se realizó un análisis de TTPa, que reveló un tiempo prolongado (cociente 2,87).","Debido a la presencia concomitante de un hematoma extenso en el tronco, se realizó un aPTT, resultando prolongado (ratio 2.87)."
regulación negativa del ciclo celular mitótico,regulación negativa del ciclo celular mitótico
lesiones tisulares,lesiones tisulares
"En los días siguientes, continuó experimentando fiebre, mialgias, diarrea y disnea.","En los días siguientes, continuó teniendo fiebres, mialgias de nuevo comienzo, diarrea y disnea."
distensión reducida,reducción de la cepa
"La muestra dio positivo para SARS-CoV-2 el día +3, con ciclo liminar (Ct) de 36.",Esta muestra dio positivo para SARS-CoV-2 en el día +3 con un valor de ciclo umbral (Ct) de 36.
sensitivo-motor,motor sensible
Las opacidades de vidrio esmerilado de la primera TAC y las opacidades de vidrio esmerilado y consolidaciones de la segunda TAC en el segmento apicoposterior del lóbulo superior izquierdo se habían absorbido claramente.,El GGO inicial en la primera tomografía computarizada y el GGO inicial y la consolidación en la segunda tomografía computarizada en el segmento apicoposterior del lóbulo superior izquierdo fueron obviamente absorbidos.
Aumento de la ecogenicidad,Mayor ecogenicidad
quiste en el glúteo,quiste glúteo
El paciente mostró un grave síndrome de mutismo acinético; no se mostró colaborador y era incapaz de llevar a cabo órdenes simples si no se le estimulaba.,El paciente mostró un síndrome acinético grave asociado al mutismo; no cooperaba y no podía cumplir órdenes simples si no se le estimulaba.
vasculopatía,enfermedad vascular
sonidos intensos,sonidos intensos
La exploración neurológica inicial fue normal.,El resultado del examen neurológico fue normal.
Trabajaba como repartidor y estaba activo en situación normal.,Trabajó como distribuidor de paquetes y estuvo activo en su línea de base.
"Se observó un infiltrado linfohistiocítico moderado en la dermis superficial, asociado a un edema papilar dérmico.",Un infiltrado linfoistiocítico moderado estuvo presente en la dermis superficial y se asoció con edema dérmico papilar.
reducción de la tensión arterial,reducción de las presiones sanguíneas
"El día 2, el paciente se recuperó completamente excepto por amnesia de los 2 días previos.","El día 2, se recuperó completamente excepto por amnesia de los 2 días anteriores."
poliartritis,poliartritis
lesiones aneurismáticas,lesiones aneurismáticas
"El paciente dio negativo en dos pruebas consecutivas de ácido nucleico de 2019-nCoV (de frotis faríngeos), los días 25 y 27 de febrero y su pulsioximetría sin oxigenación era del 99%.","El paciente dio negativo en dos pruebas de ácido nucleico consecutivas 2019-nCoV (sobaco de garganta) los días 25 y 27 de febrero, y la oximetría de su pulso dedo sin oxigenación fue del 99%."
Un electromioneurograma fue normal.,Una electromioneurografía era normal.
puntiforme,punctata
autohipnosis,autohipnosis
hiperfenilalaninemia benigna,hiperfenilalanina benigna
"Además, las muestras de sangre mostraron un aumento de la alanina-aminotransferasa (97 U/L) y de la creatinina (157 μmol/L), junto con hematuria, lo que indicaba una alteración de la capacidad hepática y renal.","Además, las muestras de sangre mostraron un aumento de alanina aminotransferasa (ALT) (97 U/L) y creatinina (157 μmol/L) en combinación con hematuria, lo que indica una función hepática y renal desquiciada."
movimiento de los dedos,movimiento de los dedos
oxigenación a través de cánulas nasales de bajo flujo,oxigenación nasal de la cánula de bajo flujo
rendimiento laboral,Desempeño en el empleo
visión borrosa izquierda,visión borrosa dejar
polineuropatía que provoca,polineuropatías líderes
antecedentes familiares de dependencia y abuso de alcohol,antecedentes familiares dependencia del abuso del alcohol
higiene bucal deficiente,higiene bucal deficiente
"Profesionales sanitarios, con estrictas medidas de precaución (manos, higiene, mascarilla, etc.)","La leche materna fresca (sin pasteurización ni congelación) fue administrada al bebé por profesionales de la salud bajo estrictas precauciones (higiene de las manos, máscara facial, etc.)"
coronavirus murciélago del SARS,SRAS coronavirus de murciélago
crisis vasomotora de la arteria pulmonar,rubor de la arteria pulmonar
riesgo disminuido,disminución del riesgo
tipos de espermatozoides,tipos de espermatozoides
crecimiento acelerado,acelerar el crecimiento
leucemia de células T,Leucemia de células t
soplo cardiaco anómalo,sonidos cardíacos anormales soplos
parénquima hemorragia cerebral,hemorragia parénquima cerebral
pigmentos oculares,pigmentos oculares
hernia de Richter,Hernia de Richter
frecuencia de las convulsiones,frecuencia de las convulsiones
Se le diagnosticó una infección vírica.,Le diagnosticaron una infección viral.
escisión viral del ARNm del huésped,escote por virus del ARNm del huésped
terapia de retroalimentación psicofisiológica individual,terapia psicofisiológica individual biorretroalimentación
atrofia ovárica,atrofia ovárica
medio interno,medio interno
obsesión-compulsión,obsesivo-compulsivo
síntoma del sistema sanguíneo,Síntomas del sistema hemico
periodo gestacional,periodo gestacional
"Mujer de 83 años con antecedentes de infecciones urinarias frecuentes, hipertensión, hiperlipidemia, diabetes mellitus de tipo 2 y neuropatía acudió al servicio de urgencias con fiebre, parálisis facial, balbuceo y reducción de la ingesta oral.","Mujer de 83 años con antecedentes médicos de infecciones frecuentes del tracto urinario, hipertensión, hiperlipidemia, diabetes mellitus tipo 2 y neuropatía presentada al DE con fiebre, caída facial, habla sorda y reducción de la ingesta oral."
