reference,actual
Anomalía del desarrollo del segmento anterior sin manifestaciones extraoculares,Anomalía del desarrollo del segmento anterior sin manifestaciones extraoculares
Síndrome del cromosoma 18 en anillo,Síndrome del anillo del cromosoma 18
Síndrome de microdeleción 8q24.3,Síndrome de microdeleción 8q24.3
Síndrome compartimental neonatal,Síndrome del compartimiento neonatal
Hipospadias posteriores,Hipospadias posteriores no sindrómicas
Síndrome disgenésico del tronco encefálico de Athabaskan,Síndrome de disgénesis del tronco encefálico de Athabaskan
Síndrome progeroide,Síndrome de Progeroide
Tirosinemia tipo 3,Tirosinemia tipo 3
Tetraplejía espástica congénita hereditaria,Tetraplejía espástica congénita hereditaria
Deficiencia de acil-CoA deshidrogenasa de cadena media,Deficiencia de acil-CoA deshidrogenasa de cadena media
Sindrome coxo-podo-patelar,Síndrome de Coxopodopatellar
Enfermedad de la ferroportina,Enfermedad de Ferroportin
Discapacidad visual cerebral,Deficiencia visual cerebral
Enfermedad de Pelizaeus-Merzbacher,Enfermedad de Pelizaeus-Merzbacher
Neuropatía sensitiva autonómica de inicio facial,Neuropatía sensorial y motora de inicio facial
Craneosinostosis unicoronal y sagital no sindrómica,Craniosinostosis unicoronal y sagital no sindrómica
"Síndrome de depleción del ADN mitocondrial, forma hepato-cerebro-renal","Síndrome de agotamiento del ADN mitocondrial, forma hepatocerebrorenal"
Síndrome de displasia frontonasal-microftalmia grave-fisura facial grave,Displasia frontonasal-microftalmia severa-síndrome de cleft facial severo
Síndrome GMS,Síndrome de GMS
Paraparesia espástica hereditaria autosómica recesiva pura,Paraplejia espástica pura autosómica recesiva
Catarata sutural de inicio precoz,Catarata suturada de aparición temprana
Síndrome de Axenfeld-Rieger,Síndrome de Axenfeld-Rieger
Síndrome de epilepsia de inicio en la adolescencia,Síndrome de epilepsia de inicio adolescente
Tratamiento de la incontinencia fecal ligada a una anastomosis íleo-anal con bolsa,Incontinencia fecal relacionada con la anastomosis anal de la bolsa ileal
Hemoglobinuria paroxística nocturna,Hemoglobinuria nocturna paroxística
Policitemia secundaria adquirida,Policitemia secundaria adquirida
Cistinuria tipo B,Cistinuria tipo B
Síndrome de discapacidad intelectual grave-lenguaje pobre-estrabismo-cara con muecas-dedos largos,"Síndrome de discapacidad intelectual grave, lenguaje deficiente, estrabismo, muecas faciales y dedos largos"
OBSOLETO: Trastorno de la succión/deglución sindrómico sin síndrome identificado,OBSOLETO: Trastorno sindrómico de succión/deglución con síndrome no identificado
Síndrome de hipopigmentación-queratodermia palmoplantar punctata,Síndrome de queratodermia palmoplantar con hipopigmentación punteada
Síndrome orofaciodigital tipo 12,Síndrome orofaciodigital tipo 12
Anomalía del filum fibrolipomatoso,Anomalía del filo fibrolipomatoso
Discapacidad intelectual ligada al cromosoma X tipo Seemanova,"Discapacidad intelectual ligada al cromosoma X, tipo Seemanova"
Síndrome de miopía alta-sordera neurosensorial,Síndrome de sordera neurosensorial de alta miopía
Ataxia espinocerebelosa tipo 1,Ataxia espinocerebelosa tipo 1
Discapacidad intelectual sindrómica ligada al cromosoma X tipo 7,Discapacidad intelectual sindrómica ligada al cromosoma X 7
Síndrome de microcefalia-retraso del crecimiento-prognatismo-critorquidia ligado al cromosoma X,Síndrome de microcefalia-retardo de crecimiento-prognatismo-criptorquidia ligado al cromosoma X
Síndrome del cromosoma 11 en anillo,Síndrome del anillo del cromosoma 11
Bronquio puente no sindrómico,Bronquio puente no sindrómico
Distrofia muscular congénita,Distrofia muscular congénita
Síndrome de Von Willebrand adquirido,Síndrome de von Willebrand adquirido
Miastenia grave juvenil,Miastenia gravis juvenil
Síndrome hereditario de neuropatía sensitiva-sordera-demencia,Síndrome hereditario de neuropatía sensorial-sordera-demencia
Migraña hemipléjica familiar o esporádica,Migraña hemipléjica familiar o esporádica
Poiquilodermia acroqueratósica hereditaria,Poikiloderma acroqueratótico hereditario
Deficiencia congénita del factor XI,Deficiencia congénita de factor XI
Ptosis congénita,La ptosis congénita
Acidosis tubular renal distal autosómica recesiva sin sordera,Acidosis tubular renal distal autosómica recesiva sin sordera
Atrofia progresiva bifocal de la coroides y la retina,Atrofia corioretiniana bifocal progresiva
Síndrome epiléptico infantil de los Amish,Síndrome de epilepsia infantil amish
Síndrome de Barth,Síndrome de Barth
Exencefalia aislada,Exencefalia aislada
Síndrome de Bernard-Soulier,Síndrome de Bernard-Soulier
"Síndrome con anomalía del desarrollo sexual 46,XY","Síndrome con diferencia de desarrollo sexual 46,XY"
Síndrome de ataxia espástica-epilepsia mioclónica-neuropatía de inicio precoz,Síndrome de ataxia espástica de aparición temprana-epilepsia mioclónica-neuropatía
Defecto en el complejo oligomérico conservado de Golgi,Defecto en el complejo de Golgi oligomérico conservado
Síndrome de Feingold tipo 2,Síndrome de Feingold tipo 2
Deficiencia congénita del factor X,Deficiencia congénita del factor X
Ataxia con demencia de inicio tardío,Ataxia de aparición tardía con demencia
Deficiencia de sulfito oxidasa por deficiencia del cofactor molibdeno tipo B,Deficiencia de sulfito oxidasa debido a deficiencia de cofactor de molibdeno tipo B
Síndrome de enfermedad inflamatoria intestinal-infecciones sinopulmonares recurrentes,Enfermedad inflamatoria intestinal-síndrome de infecciones sinopulmonares recurrentes
Síndrome de la piel apergaminada,Síndrome de piel rígida
Linfoma extranodal nasal de células NK/T,Linfoma nasal extranodal de células NK/T
Leucoencefalitis esclerosante subaguda,Leucoencefalitis esclerosante subaguda
Defectos cualitativos o cuantitativos del colágeno 6,Defectos cualitativos o cuantitativos del colágeno 6
Enfermedad del desembarco,Dolor de aterrizaje
OBSOLETO: Dolor crónico que requiere de analgesia intraespinal,OBSOLETO: Dolor crónico que requiere analgesia intraespinal
OBSOLETO: Simbraquidactilia unilateral de manos y pies,"OBSOLETO: Symbrachydactyly de la mano y del pie, unilateral"
Carcinoma sólido pseudopapilar de páncreas,Carcinoma pseudopapilar sólido del páncreas
Retorno venoso pulmonar anómalo congénito,Anomalía congénita de retorno venoso pulmonar
Paraparesia espástica hereditaria autosómica dominante pura,Paraplejía espástica pura autosómica dominante
Síndrome de Klippel-Feil aislado,Síndrome de Klippel-Feil aislado
Síndrome de Pierre Robin-discapacidad intelectual-braquidactilia,Discapacidad intelectual-braquidactilia-síndrome de Pierre Robin
Síndrome PASH,Síndrome de PASH
Síndrome de Camurati-Engelmann,Enfermedad de Camurati-Engelmann
Parálisis congénita del nervio abducens,Parálisis congénita del nervio abducente
Leuconiquia total,Leukonychia totalis
Síndrome femoral-facial,Síndrome femoral-facial
Carcinoma asociado al virus de Epstein-Barr,Carcinoma asociado al virus de Epstein-Barr
OBSOLETO: Ausencia congénita unilateral de la parte superior del brazo y el antebrazo con presencia de la mano,"OBSOLETO: Ausencia congénita de la parte superior del brazo y del antebrazo con la mano presente, unilateral"
Hiperostosis endostal tipo Worth,"Hiperostosis endosteal, tipo Worth"
Histiocitosis de células de Langerhans,Histiocitosis de células de Langerhans
Hemihiperplasia aislada,Hemihiperplasia aislada
Distrofia corneal granular tipo 2,Distrofia corneal granular tipo II
Displasia espondiloepifisaria con acortamiento metatarsiano,Displasia espondiloepifisial con acortamiento metatarsiano
Malformación genética del cerebelo,Malformación cerebelosa genética
"Mucopolisacaridosis tipo 2, forma atenuada","Mucopolisacaridosis tipo 2, forma atenuada"
Trastorno hemorrágico raro por una anomalía plaquetaria constitucional,Trastorno hemorrágico raro debido a una anomalía constitucional de las plaquetas
OBSOLETO: Enfermedad de la membrana basal,OBSOLETO: Enfermedad de la membrana basal
Transposición no corregida congénitamente de las grandes arterias con coartación,Transposición congénita no corregida de las grandes arterias con coartación
Pseudohipoparatiroidismo tipo 1B,Pseudohipoparatiroidismo tipo 1B
Leucemia mieloide aguda y síndromes mielodisplásicos relacionados con la radiación,Leucemia mieloide aguda y síndromes mielodisplásicos relacionados con la radiación
Apnea del lactante,Apnea del sueño
Trombosis primitiva venosa portal,Trombosis primitiva de la vena porta
Enfermedad de Erdheim-Chester,Enfermedad de Erdheim-Chester
Poliendocrinopatía genética,Poliendocrinopatías genéticas
Fiebre amarilla,Fiebre amarilla
Inmunodeficiencia por deficiencia de ficolina3,Inmunodeficiencia por deficiencia de ficolina3
Síndrome de Lennox-Gastaut,Síndrome de Lennox-Gastaut
Uveítis,Uveítis
Síndrome de Fried,Síndrome de Fried
Leucoencefalopatía con calcificaciones y quistes,Leucoencefalopatía con calcificaciones y quistes
Epulis congénito,Epulis congénito
Enfermedad similar a Pelizaeus-Merzbacher por una mutación en el gen HSPD1,Enfermedad similar a Pelizaeus-Merzbacher debido a la mutación HSPD1
Deficiencia de hormona pituitaria por enfermedad de las meninges,Deficiencia de hormona pituitaria de origen meningeal
Síndrome espondilo-ocular,Síndrome espondiloocular
"Anomalías cualitativas o cuantitativas de la proteína O-manosa beta 1,2N-N-acetilglucosamina transferasa","Defectos cualitativos o cuantitativos de la proteína O-manosa beta1,2N-acetilglucosaminiltransferasa"
Hipomagnesemia primaria con hipocalcemia secundaria,Hipomagnesemia primaria con hipocalcemia secundaria
Tumor renal raro,Tumor renal raro
Síndrome de Bainbridge-Ropers,Síndrome de Bainbridge-Ropers
Endocarditis infecciosa,La endocarditis infecciosa
Lisencefalia clásica,Lisencefalia clásica
Tuberculosis del sistema nervioso central,Tuberculosis del sistema nervioso central
Hipertiroidismo familiar gestacional,Hipertiroidismo gestacional familiar
Tumor neuroendocrino de recto,Tumor neuroendocrino del recto
Vasculitis por deficiencia de ADA2,Vasculitis por deficiencia de ADA2
"OBSOLETO: Discapacidad intelectual-anomalías faciales, tipo Davis-Lafer","OBSOLETO: Discapacidad intelectual-facies inusuales, tipo Davis-Lafer"
Síndrome triple A,Síndrome de Triple A
Coloboma-fisura labiopalatina-discapacidad intelectual,Coloboma uveal-labio leporino y paladar hendido-discapacidad intelectual
Ataxia cerebelosa autosómica recesiva de inicio en el adulto,Ataxia cerebelosa autosómica recesiva de inicio en el adulto
OBSOLETO: Sobrecarga de hierro hereditaria con anemia,OBSOLETO: Sobrecarga hereditaria de hierro con anemia
VACTERL con hidrocefalia,VACTERL con hidrocefalia
Asociación esquisis,Asociación Schisis
Estenosis del seno coronario,Estenosis del seno coronario
OBSOLETO: Artritis idiopática juvenil oligoarticular sin anticuerpos antinucleares,OBSOLETO: Artritis idiopática juvenil oligoarticular sin anticuerpos antinucleares
Carcinoma de células escamosas de las glándulas salivares,Carcinoma escamoso de las glándulas salivales
Síndrome de dificultad respiratoria aguda del lactante,Síndrome de dificultad respiratoria aguda infantil
Mielomeningocele verdadero,Mielomeningocele verdadero
Enfermedad reumatológica pediátrica rara,Enfermedad reumatológica pediátrica rara
OBSOLETO: Miopatia congénita con acúmulo de proteina,OBSOLETO: Miopatía congénita con acumulación de proteínas
Enteropatía autoinmune primaria,Enteropatía autoinmune primaria
Mucolipidosis tipo IV,Mucolipidosis tipo IV
Craneosinostosis bilambdoidea y sagital no sindrómica,Craniosinostosis bilambdoide y sagital no sindrómica
Hiperpigmentación genética de la piel,Hiperpigmentación genética de la piel
Elevación aislada asintomática de creatinfosfoquinasa,Elevación asintomática aislada de la creatina fosfoquinasa
Neuropatía sensitivo-motora hereditaria tipo 6,Neuropatía motora y sensorial hereditaria tipo 6
Eritroblastopenia transitoria de la infancia,Eritroblastopenia transitoria de la infancia
Síndrome de hipomielinización-hipogonadismo hipogonadotrópico-hipodoncia,Síndrome de hipomielinización-hipogonadismo hipogonadotrófico-hipodontosis
Anomalía de la arteria pulmonar o de la rama pulmonar,Anomalía de la arteria pulmonar o rama pulmonar
Encefalopatía epiléptica neonatal por deficiencia de glutaminasa,Encefalopatía epiléptica neonatal por deficiencia de glutaminasa
Deficiencia congénita de precalicreína,Deficiencia congénita de precalicreína
Linfoma difuso de células grandes B,Linfoma difuso de células B grandes
Atresia de coanas bilateral,"Atresia coanal, bilateral"
Deleción parcial del brazo largo del cromosoma 15,Deleción parcial del brazo largo del cromosoma 15
Enfermedad de Sandhoff,Enfermedad de Sandhoff
Catarata congénita con microcórnea y opacidad corneal,Catarata congénita microcórnea con opacidad corneal
Síndrome autoinflamatorio-inmunodeficiencia-disfunción neutrofílica asociado al gen CEBPE,Síndrome de autoinflamación-inmunodeficiencia-disfunción neutrófila asociado a CEBPE
Cutis verticis gyrata primaria no esencial,Cutis verticis gyrata primaria no esencial
OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto en el desarrollo o estructural de los testículos,OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto testicular estructural o de desarrollo
Botulismo por inhalación,Botulismo por inhalación
Linfoma mediastínico primario de células B grandes,Linfoma primario mediastínico de células B grandes
Distonía focal autosómica dominante tipo DYT25,"Distonía focal autosómica dominante, tipo DYT25"
NO ES ENFERMEDAD RARA EN EUROPA: Gonorrea,NO RARO EN EUROPA: Gonorrea
Osteogénesis imperfecta tipo 2,Osteogénesis imperfecta tipo 2
Taquicardia ventricular incesante infantil,Taquicardia ventricular infantil incesante
Mielitis transversa aguda idiopática,Mielitis transversa aguda idiopática
Ataxia autosómica recesiva tipo Beauce,"Ataxia autosómica recesiva, tipo Beauce"
Demencia cerebrovascular rara,Demencia cerebrovascular rara
Fiebre por arbovirus,Fiebre por arbovirus
Trisomía 9p,Trisomía 9p
Deficiencia combinada de la fosforilación oxidativa tipo 30,Defecto de fosforilación oxidativa combinada tipo 30
Monosomía autosómica,Monosomía autosómica recesiva
Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,Infecciones recurrentes asociadas con deficiencia de isotipos raros de inmunoglobulina
Síndrome de Leigh con miocardiopatía,Síndrome de Leigh con miocardiopatía
OBSOLETO: Linfedema tardío,OBSOLETO: Linfedema tardío
Meningocele craneal,Meningocele craneal
Síndrome de enfermedad postorgásmica,Síndrome de enfermedad postorgásmica
Infertilidad femenina rara por disgenesia gonadal,Infertilidad femenina rara debido a la disgénesis gonadal
Inmunodeficiencia por anomalía en la cascada del complemento,Inmunodeficiencia debido a una anomalía de la proteína de cascada del complemento
"Anomalía del desarrollo sexual 46,XY de origen endocrino","46,XY diferencia de desarrollo sexual de origen endocrino"
Síndrome de Felty,Síndrome de Felty
Síndrome de Cronkhite-Canada,Síndrome de Cronkhite-Canada
Síndrome de ptosis-parálisis de las cuerdas vocales,Síndrome de parálisis de las cuerdas vocales
Retinopatía externa anular aguda,Retinopatía externa anular aguda
Síndrome acro-cardio-facial,Síndrome acrocardiofacial
Síndrome de insensibilidad a los andrógenos,Síndrome de insensibilidad al andrógeno
Hipertensión arterial pulmonar,Hipertensión arterial pulmonar
Síndrome de megacolon de Goldberg-Shprintzen,Síndrome del megacolon de Goldberg-Shprintzen
Tumor glial,Tumor de glial
Hipoplasia suprarrenal congénita,Hipoplasia suprarrenal congénita
Infertilidad masculina por azoospermia obstructiva,Infertilidad masculina por azoospermia obstructiva
Enfermedad CLN4A,Enfermedad de CLN4A
Encefalopatía hiperamonémica por deficiencia de anhidrasa carbónica VA,Encefalopatía hiperamonémica por deficiencia de VA de anhidrasa carbónica
Síndrome de hidrocefalia-obesidad-hipogonadismo,Síndrome de hidrocefalia-obesidad-hipogonadismo
Blastoma pleuro-pulmonar tipo 2,Blastoma pleuropulmonar tipo 2
Enfermedad de Behçet,La enfermedad de Behçet
Anomalía del desarrollo sexual por anomalías del cromosoma sexual,Diferencia de cromosoma sexual del desarrollo sexual
Aciduria 3-metilglutacónica,Aciduria de 3-metilglutacónico
Pentosuria,Pentosuria
Lipoma espinal dorsal,Lipoma de la médula espinal dorsal
Sordera rara,Sordera rara
Síndrome de ictiosis-anomalías orales y digitales,Ictiosis-síndrome de anomalías orales y digitales
OBSOLETO: Encefalitis límbica con anticuerpos DPP6,OBSOLETO: Encefalitis límbica con anticuerpos DPP6
OBSOLETO: Síndrome de anomalías aurículo-oculares-fisura labial,OBSOLETO: anomalías auriculares-síndrome del labio leporino
Uroporfiria eritropoyética asociada a neoplasias mieloides,Uroporfiria eritropoyetica asociada con malignidad mieloide
Síndrome de malformación de Edinburgh,Síndrome de malformación de Edimburgo
Osteocondrosis de hueso tarsiano,Osteocondrosis del hueso tarso
Síndrome de tricodisplasia-amelogénesis imperfecta,Síndrome de tricodisplasia-amelogénesis imperfecta
Pezones supernumerarios familiares,Pezones supernumerarios familiares
Enfermedad de Charcot-Marie-Tooth tipo 1 asociada al gen PMP2,Enfermedad de Charcot-Marie-Tooth tipo 1 relacionada con PMP2
Amiloidosis ACys,Amiloidosis de ACys
Nevo de Ito,Nevo de Ito
Sarcoma de cuello de útero,Sarcoma del cuello uterino
Carcinoma metaplásico de mama,Carcinoma metaplásico de la mama
Retino hepato endocrinológico síndrome,Síndrome retinohepatoendocrinológico
Ataxia espinocerebelosa tipo 36,Ataxia espinocerebelosa tipo 36
Enfermedad de almacenamiento de glucógeno por deficiencia de glucosa-6-fosfatasa tipo Ib,Enfermedad de almacenamiento de glucógeno por deficiencia de glucosa-6-fosfatasa tipo Ib
Enfermedad de Lhermitte-Duclos,Enfermedad de Lhermitte-Duclos
Duplicación parcial del brazo largo del cromosoma 11,Duplicación parcial del brazo largo del cromosoma 11
Síndrome del cromosoma 21 en anillo,Síndrome del anillo del cromosoma 21
Catarata pulverulenta,Catarata pulverulenta
Deficiencia de 2-metilbutiril-CoA deshidrogenasa,Deficiencia de 2-metilbutiril-CoA deshidrogenasa
Meduloepitelioma intraocular,Meduloepitelioma intraocular
Forma sintomática del síndrome de X frágil en mujeres portadoras,Forma sintomática del síndrome del X frágil en portadoras
Poliposis adenomatosa familiar atenuada asociada al gen MSH3,Poliposis adenomatosa familiar atenuada relacionada con MSH3
Síndrome MASA,Síndrome de MASA
OBSOLETO: Canalopatía por un defecto del canal de potasio dependiente de voltaje,OBSOLETO: Canalopatía debido a un defecto en el canal de potasio regulado por voltaje
Liquen plano penfigoide,Lichen planus pemphigoides
Linfohistiocitosis hemofagocítica familiar,Linfohistiocitosis hemofagocítica familiar
Síndrome de sordera-linfedema-leucemia,Síndrome de sordera-linfedema-leucemia
Atrofia muscular bulboespinal generalizada,Atrofia muscular bulboespinal generalizada
Hipoplasia pontocerebelosa tipo 2,Hipoplasia pontocerebelosa tipo 2
Paladar hendido,Paladar hendido
Síndrome de Kelley-Seegmiller,Deficiencia parcial de hipoxantina guanina fosforibosiltransferasa
Cor triatriatum dexter,Cor triatriatum dexter
Tumor neuroendocrino de intestino delgado,Tumor neuroendocrino del intestino delgado
Hipercolesterolemia por deficiencia de colesterol 7-alfa-hidroxilasa,Hipercolesterolemia debido a deficiencia de colesterol 7alfa-hidroxilasa
Síndrome de Oley,Síndrome de Oley
Lisencefalia tipo 3,Lisencefalia tipo 3
Microftalmia-anoftalmia-coloboma,Microphthalmia-anophthalmia-coloboma
Enfermedad de cadenas pesadas alfa,Enfermedad de cadena pesada alfa
Tumor trofoblástico del sitio placentario,Tumor trofoblático del sitio placentario
Epiteliopatía pigmentaria retiniana arrugada de Martinica,Epiteliopatía del pigmento retiniano arrugado de Martinica
Neuropatía sensitiva autonómica hereditaria autosómica dominante,Neuropatía sensorial y autónoma hereditaria autosómica dominante
Anomalías cualitativas o cuantitativas de plectina,Defectos cualitativos o cuantitativos de la plectina
Displasia renal,La displasia renal
Enfermedad rara con hipogonadismo hipergonadotrópico,Trastorno raro con hipogonadismo hipergonadotrópico
OBSOLETO: Sinostosis lambdoidea familiar,OBSOLETO: Sinostosis lambdoide familiar
Displasia espondilometafisaria regresiva,Displasia espondilometafisial regresiva
Síndrome de miopatía miotubular-anomalías genitales ligado al cromosoma X,Miopatía miotubular ligada al cromosoma X-síndrome de genitales anormales
OBSOLETO: Aplasia/hipoplasia unilateral de la rótula,"OBSOLETO: Aplasia/hipoplasia de rótula, unilateral"
Trombocitopenia con anemia diseritropoyética congénita,Trombocitopenia con anemia diseritropoyetica congénita
Infertilidad masculina con teratozoospermia por una única mutación genética,Infertilidad masculina con teratozoospermia por mutación de un solo gen
Enfermedad de almacenamiento de glucógeno por deficiencia de fosforilasa quinasa hepática,Enfermedad de almacenamiento de glucógeno debido a deficiencia de fosforilasa quinasa hepática
Linfoma de Hodgkin,Linfoma de Hodgkin
Distrofia muscular de cinturas R18 asociada al gen TRAPPC11,Distrofia muscular de la faja de extremidad relacionada con TRAPPC11 R18
Síndrome de discapacidad intelectual ligada al cromosoma X-acromegalia-hiperactividad,Síndrome de discapacidad intelectual-acromegalia-hiperactividad ligado al cromosoma X
Enfermedad renal quística genética,Enfermedad renal quística genética
OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto testicular,OBSOLETO: Infertilidad masculina con virilización normal por defecto testicular
Hemosiderosis pulmonar idiopática,Hemosiderosis pulmonar idiopática
Síndrome de Kagami-Ogata por hipermetilación en 14q32.2 del alelo materno,Síndrome de Kagami-Ogata debido a hipermetilación materna de 14q32.2
Tumor maligno de células germinales de vagina,Tumor maligno de células germinativas de la vagina
Síndrome de malformación de Dandy-Walker-hemangioma facial,Síndrome de malformación-hemangioma facial de Dandy-Walker
OBSOLETO: Conjuntivitis genética rara,OBSOLETO: Conjuntivitis genética rara
"Megauréter congénito primario, forma refluyente y obstructiva","Megaureter primario congénito, reflujo y forma obstruida"
Displasia esquelética asociada al gen CHST3,Displasia esquelética relacionada con CHST3
OBSOLETO: Encefalitis límbica con anticuerpos caspr2,OBSOLETO: Encefalitis límbica con anticuerpos caspr2
OBSOLETO: Anomalía del cromosoma 6,OBSOLETO: Anomalía del cromosoma 6
Hiperactividad leve de la fosforibosilpirofosfato sintetasa,Hiperactividad leve de la fosforibosilpirofosfato sintetasa
Síndrome de Prader-Willi por una mutación de impronta,Síndrome de Prader-Willi debido a la mutación de impresión
Tumor vasoproliferativo de la retina,Tumor vasoproliferativo de la retina
Distrofia corneal estromal,Distrofia corneal estromal
Encefalitis por virus Borna,Encefalitis por virus de Borna
Policitemia secundaria,La policitemia secundaria
Enfermedad de inclusiones intranucleares neuronales,Enfermedad de inclusión intranuclear neuronal
Atrofia espinal-oftalmoplejía-síndrome piramidal,Atrofia espinal-oftalmoplegia-síndrome piramidal
Schwannomatosis en mosaico,Schwanomatosis de mosaico
NO ES ENFERMEDAD RARA EN EUROPA: Síndrome del ovario poliquístico,Síndrome de ovario poliquístico (SOP)
Períodos 'off' en la enfermedad de Parkinson que no responden al tratamiento oral,Períodos interrumpidos en la enfermedad de Parkinson que no responden al tratamiento oral
NO ES ENFERMEDAD RARA EN EUROPA: Discapacidad intelectual inexplicada,NON RARE EN EUROPA: Discapacidad intelectual inexplicable
Hipogonadismo hipogonadotrópico normosómico congénito,Hipogonadismo hipogonadotrópico congénito normósmico
Distonía 28,Distonía 28
Síndrome de agnatia-holoprosencefalia-situs inversus,Síndrome de Agnathia-holoprosencephaly-situs inversus
Síndrome de Imerslund-Gräsbeck,Síndrome de Imerslund-Gräsbeck
