reference,candidate
citrato bismuto de ranitidina,Citrato de bismuto de ranitidina
rendimiento escolar insatisfactorio,escuela de bajo rendimiento
adenoma renal,adenoma del riñón
alteraciones de comportamiento,alteraciones del comportamiento
transmitido por garrapatas,transmitidas por garrapatas
úlcera alrededor de la boca,úlcera alrededor de la boca
modelo de COVID,Modelo de la COVID
cáncer testicular,cáncer de testículo
"La FIO2 inicial era del 60%, mientras que el caudal de aire era de 50 L/min.","El FiO2 inicial era del 60%, mientras que el caudal de gas era de 50 L/min."
"Doce días después de la retirada de la IMEC, el paciente presentó súbitamente una neumonía gramnegativa (Pseudomonas aeruginosa y Klebsiella pneumoniae) y murió de choque séptico en pocas horas, sin ninguna alteración de la actividad del VI.","Doce días después del destete de ECMO, el paciente desarrolló repentinamente neumonía Gram-negativa (Pseudomonas aeruginosa y Klebsiella pneumoniae) y murió de shock séptico en unas pocas horas, sin ningún otro deterioro de la función de LV."
estenosis valvular pulmonar,Estenosis de las válvulas pulmonares
gliomas lobulares,Los gliomas de los lóbulos
"El paciente presentó evidencia de insuficiencia cardíaca leve, con disnea, derrame pleural y valor alto de prohormona N-terminal del péptido natriurético cerebral (4473 pg/mL), controlada con dosis bajas de diuréticos durante 4 días.","El paciente presentó evidencia leve de insuficiencia cardíaca, incluyendo disnea, derrame pleural y un aumento de NT-proBNP (peptídeo natriurético pro-B N-terminal; 4473 pg/ ml), controlado con dosis bajas de diuréticos durante 4 días."
desgarro cutáneo,desgarro de la piel
"Se inició tratamiento con hidroxicloroquina 200 mg dos veces al día y acetaminofeno 500 mg cada 6 horas. Después de dos días, el paciente presentó un exantema maculopapuloso eritematoso prurítico y lesiones en escarapela atípicas que se inició en el extremo distal de las extremidades superiores y afectó rápidamente a todo el cuerpo, así como ampollas desgarradas que solo se apreciaban como úlceras en la zona orolabial.","Se comenzó con HCQ 200 mg dos veces al día y 500 mg de paracetamol cada 6 horas. Después de dos días, el paciente presentó una erupción maculopapular eritematosa pruriginosa y blancos planos atípicos que comenzaron desde el distal de las extremidades superiores, rápidamente involucraron todo el cuerpo y las ampollas rasgadas que solo se vieron como úlceras en el área orolabial."
emocionalidad,La emotividad
Las pruebas consecutivas de diagnóstico por la imagen que se muestran en la figura ilustran la mejora del paciente tras la terapia.,Los estudios de imágenes en serie que se muestran en la figura ilustran la mejoría del paciente tras el tratamiento.
ceguera permanente,ceguera permanente
TENS convencional,decenas convencionales
emisiones otoacústicas,emisiones otoacústicas
forma prematura,forma prematura
fusión de elementos,fusión de elementos
Psicosis tóxica,psicosis tóxica
síntomas psiquiátricos,síntomas psiquiátricos
eritema,Enfermedad de las piernas
Acudió a urgencias con malestar general y disnea.,Se presentó en la sala de emergencias con malestar general y dificultad para respirar.
Las pruebas de LCR dieron cifras normales de células (5 x 106/L; intervalo normal: 0-8 × 106/L) y valores altos de proteínas (124 mg/dL; intervalo normal: 8-43 mg/dL).,"Las pruebas de LCR (día 4) mostraron recuentos celulares normales (5 106/L, normales: 0-8 106/L) y un aumento del nivel de proteínas (124 mg/dL, normales: 8-43 mg/dL)."
psoriasis cutánea,psoriasis de la piel
tomivosertib,Tomivosertib
quistes porencefálicos,quistes porencefálicos
acontecimientos accidentales,hechos accidentales
"Además, se enviaron muestras de frotis orofaríngeos y nasofaríngeos a un laboratorio privado externo para una prueba de reacción en cadena de la polimerasa (RT-PCR) en tiempo real.","Además, se enviaron muestras de hisopos nasofaríngeos y orofaríngeos a un laboratorio privado externo para el análisis de la reacción en cadena de la polimerasa de la transcriptasa inversa (PCR) en tiempo real del SARS-CoV-2."
"El recién nacido pesaba 1390 g (Apgar a 1 minuto y 5 minutos de 7 y 9, respectivamente) y fue trasladado a la UCI neonatal; un frotis nasofaríngeo fue negativo para SARS-CoV-2 en los días 1, 7 y 14.","El niño varón de 1390 g (las puntuaciones de Apgar de 1 minuto y 5 minutos son 7 y 9, respectivamente) fue trasladado a la UCI infantil; el hisopo nasofaríngeo fue negativo para SARS-CoV-2 en los días 1, 7 y 14."
comportamientos en el mundo real,comportamientos del mundo real
bencilpenicilina,Las demás sustancias
fisiología de las plantas,Fisiología de las plantas
masa en las vías digestivas y respiratorias altas,masa de la cabeza y el cuello
tumores hipofisarios,tumores de la hipófisis
mecanismo celular,Mecanismo celular
presencia de marcadores,presencia de marcadores
drenaje purulento,drenaje purulento
litotripsia extracorpórea del riñón,Esclusión de riñón
macrófago,Los macrófagos
esclerosis nodular,esclerosis nodular y otras enfermedades
Tenía antecedentes de diabetes mellitus e hipertensión arterial.,Tenía antecedentes de diabetes mellitus y hipertensión arterial.
artropatía hombro izquierdo,Artropatía del hombro izquierdo
salud oftalmológica,salud ocular
carcinoma microcítico,Carcinoma de células de avena
móvil,El móvil
discapacidades sensoriales,discapacidades sensoriales
alergia incremento,aumento de la alergia
"Los anticuerpos antineuronales contra antígenos neuronales intracelulares (inmunotransferencia PNS9DIV-24; Ravo, Freiburg, Alemania) y superficiales (ensayo celular: NMDAR, AMPAR, GABAbR, AMPA1/2, Caspr2, Lgi1, DPPX, FA 112d-1003-6; EuroImmun) fueron negativos en suero y LCR.","Los autoanticuerpos anti-neuronales contra los antígenos neuronales intracelulares (immunodot PNS9DIV-24; Ravo, Friburgo, Alemania) y de superficie (ensayos basados en células: NMDAR, AMPAR, GABAbR, AMPA1/ 2, Caspr2, Lgi1, DPPX, FA 112d- 1003-6; EuroImmun) fueron negativos en suero y en LCR."
"Los valores Ct de las muestras de frotis nasofaríngeos, sangre y heces del niño, obtenidas el 9 de abril, fueron 32,71, 33,10 y 32,84, respectivamente.","Los valores de CT de las muestras de NPS, sangre y heces del bebé tomadas el 9 de abril fueron de 32,71, 33,10, 32,84, respectivamente."
vegetación escasa,vegetación escasa
enuresis diurna,Enuresis diurna
oxidativo,Oxidación
dolor de gargante frecuente,dolor de garganta frecuente
ecografía de las nalgas,ecografía de las nalgas
pólipos,polipos
análisis completo,Análisis completo
territorio inferior,territorio inferior
paciente crítico,paciente en estado crítico
neoplasia maligna piel brazo,- ¿Qué es eso?
capacidad cognitiva,capacidad cognitiva
trastornos del lenguaje,trastornos del lenguaje
vítreo,de cuerpo vítreo
espermatogénico,Espermatogénico
estado de ánimo disfórico,Disforia del estado de ánimo
formación de vasos sanguíneos,formación de vasos sanguíneos
William Hunter,el hombre de la guerra
trombosis,Trombosis
enfermedad de Parkinson,enfermedad de Parkinson
desmielinización viral,desmielinización viral
realización de ejercicio,rendimiento del ejercicio
Ingresó en nuestro hospital un hombre de 23 años cuyos síntomas principales eran fiebre y tos con una evolución de 9 días.,Un hombre de 23 años con quejas de fiebre y tos durante 9 días fue ingresado en nuestro hospital.
formación de cicatriz,formación de cicatrices
infarto agudo de miocardio apical,Infarto agudo del miocardio apical
capaz de usar el humor,Capaz de usar el humor
Coronavirus murciélago HKU3-4,El coronavirus del SARS de los murciélagos HKU3-4
absceso viento,viento de absceso
"A la exploración física no se percibieron estertores secos ni húmedos en ambos pulmones y se registró una temperatura de 37,3 °C, pulso de 92 l.p.m., frecuencia respiratoria de 18 r.p.m. y presión arterial de 113/79 mmHg.","El examen físico no reveló rales secos y húmedos en ambos pulmones con una temperatura de 37.3 C, una frecuencia cardíaca de 92 latidos/min, una frecuencia respiratoria de 18 veces/min y una presión arterial de 113/79 mmHg."
hesperidina,el ácido
abdomen dolor a la palpación,dolor en el abdomen palpación
comienzo tardío,inicio tardío
El siguiente día dio positivo en una prueba para COVID-19 mediante RT-PCR.,"Al día siguiente, dio positivo por COVID-19 a través de RT-PCR."
penetrancia incompleta,Penetración incompleta
desarrollo del tracto digestivo,desarrollo del tracto digestivo
cansancio o fatiga,cansancio o fatiga
palidez temporal,Pálido temporal
arteriopatía periférica,enfermedad arterial periférica
trastorno grave,trastorno grave
síndrome tipo shock tóxico,síndrome similar al choque tóxico
inflamación aguda,inflamación aguda
materia orgánica,materia orgánica
La exploración respiratoria fue normal.,El examen respiratorio fue normal.
sarcoidosis pulmonar,sarcoidosis pulmonar y sarcoidosis de las vías respiratorias
infección bacteriana secundaria,infección bacteriana secundaria
leucemia linfoblástica de precursores B,Leucemia linfoblástica b precursora
nariz recta,nariz recta
hiperqueratosis plantar,Hiperqueratosis plantar y hiperkeratosis de las piernas
órgano compuesto cavitado,órgano compuesto con cavidad
rasgos de tipo psicopático,rasgos psicopáticos
actividad del receptor viral,actividad del receptor del virus
preiser,precio de venta
debilidad de las extremidades,debilidad de las extremidades
tendencia a la hemorragia,tendencia a la hemorragia
ritmo,ritmo
parálisis cerebral espástica,parálisis cerebral espástica
veces al día,veces al día
células especializadas,células especializadas
"Se hallaba hipoxémico, con una saturación de oxígeno de 90% en aire ambiental y febril con 38,5 °C.","Estaba hipoxémica con una saturación de oxígeno del 90% en el aire de la habitación y febril a 101,3 ° F al presentarse."
estabilidad afectiva,estado de ánimo de estabilidad
infecciones graves,infecciones graves
trofismo,el trofismo
edema estromal,Estróma y edema
neuronas retinianas,neuronas de la retina
dihidroartemisina,dihidroartemisinina y sus derivados
golpes repetitivos en la cabeza (síntoma),Golpe repetitivo de la cabeza (síntoma)
"La exploraciónreumatológica reveló valores muy bajos de factores de complementoC3 y C4 (26 y < 1,68 mg/dL, respectivamente), así como anticuerpos antinucleares negativos.","La investigación reumatológica reveló niveles muy bajos de factores del complemento C3 y C4 (26 y < 1,68 mg/dL, respectivamente) y anticuerpos antinucleares negativos."
deformidad uña (del pie),deformidad de las uñas del pie
edad del cónyuge (historia),edad del cónyuge (historial)
célula clave de la vaginosis,celda de la pista
desorientación empeora gradualmente,Desorientación empeorando constantemente
carencia de st,Deficiencia de
completar 1er grado,1o grado completo
pirfenidona,de la siguiente forma:
estado embarazada,estado de embarazo
numerosas anomalías,numerosas anomalías
"El paciente se trató con colchicina, 1 mg al día.",El paciente fue tratado con colchicina 1 mg al día.
apéndice auricular acts,actos de apéndice auricular
sepsis bacteriana,Sepsis bacteriana
lesiones cutáneas de muchos tamaños,lesiones cutáneas múltiples
oreja pu,Pu oreja
tumores óseos,tumores óseos
defecar,La vaca hace su trabajo
selección de embriones,selección de embriones
"Fue dada de alta el día 30, con fuerza muscular normal y recuperación de los reflejos en ambos brazos y piernas.","Al salir del hospital el día 30, tenía fuerza muscular normal en ambos brazos y piernas y regresó el reflejo tendinoso en ambas piernas y pies."
pérdida de piezas dentarias,pérdida de dientes
"Al ingreso, el líquido cefalorraquídeo (LCR) reveló una leve pleocitosis (9 células/μl), valor normal de proteínas y PCR negativa para SARS-CoV-2.","El líquido cefalorraquídeo (LCR) al ingresar al hospital reveló pleocitosis leve (9 células/μl), contenido de proteína normal y pruebas PCR negativas para SARS-CoV-2."
"Los problemas respiratorios mejoraron y fue extubado el 6 de abril y se le retiró la oxigenoterapia, aunque aún necesitaba soporte renal intermitentemente.","Desde una perspectiva respiratoria, mejoró y fue extubado el 6 de abril, y destetado de oxígeno suplementario aunque todavía necesitaba apoyo renal intermitentemente."
bloqueo de la transmisión,bloqueo de la transmisión
"El paciente fue tratado con oxigenoterapia mediante cánula nasal, hemodiálisis regular, antihipertensivos, moxifloxacina (400 mg al día) y terapia antivírica con lopinavir/ritonavir (2 comprimidos dos veces al día).","El paciente fue tratado con oxígeno de apoyo por cánula nasal, hemodiálisis regular, medicamentos antihipertensivos, moxifloxacina (400 mg diarios) y lopinavir/ ritonavir (2 comprimidos dos veces al día) terapia antiviral."
coronavirus SARS GDH-BJH01,El coronavirus del SARS GDH-BJH01
"El análisis de sangre reveló un aumento de la proteína C-reactiva (125 mg/L), hiperleucocitosis (12.600/mm3) y linfocitopenia.",Los análisis de sangre revelaron un aumento de la proteína C reactiva (125 mg/L) y una hiperleucocitosis (12 600/mm3) con linfopenia.
forma indirecta,vía indirecta
posoperatorio defecto interventricular,enfermedad de la pared superior postoperatoria
tiroidectomía total,tiroidectomía total
terapia dirigida,tratamiento dirigido
convulsiones tónico-clónicas,convulsiones tónico-clónicas
Una TAC mostró leves opacidades de vidrio esmerilado en los lóbulos pulmonares inferiores.,La tomografía computarizada (TC) reveló una ligera opacidad del vidrio molido en los lóbulos pulmonares inferiores.
dehiscencia de suturas,ruptura de la herida
hendidura nasal,la nariz se divide
pigmento cutáneo,Pigmento de la piel
jornada laboral,día de trabajo
metabolismo del nucleósido monofosfato,proceso metabólico del monofosfato nucleósido
sobrenutrición del lactante,Sobrealimentación de los niños
subdivisión del tubo,subdivisión del tubo
personas normales,gente normal
rutina repetitiva,rutina repetitiva
lesión primaria,Lesión primaria
músculo tibial,el tibial
enfermedades importantes,enfermedades graves
síntoma neurológico y fisiológico,síntoma neurológico y fisiológico
estructura derivada del ectodermo,Estructura derivada del ectodermo
mucosa esofágica,Mucosas esofágicas
enfermedades priónicas,Enfermedades de priones
doe iron,hierro de león
Aumento de la lipoproteína,aumento de las lipoproteínas
"La TAC torácica mostró opacidades de vidrio esmerilado bilaterales, básicamente periféricas, con múltiples áreas de consolidación parenquimatosa que afectaba aproximadamente el 25% de cada pulmón.","La tomografía computarizada del tórax mostró opacidades de vidrio molido bilaterales, en su mayoría periféricas, con múltiples áreas de consolidación parenquimal que involucran aproximadamente el 25% de cada pulmón."
drenaje torácico,drenaje torácico
átomos de carbono,átomos de carbono
nicotinamida,de la nicotinamida
tigeciclina,Tigeciclina y sus derivados
alimentación forzada,alimentación por fuerza
osteomuscular,Enfermedades del aparato circulatorio
Creencia irracional,Creencia irracional
linfoma linfoblástico de precursores T,El tratamiento de la enfermedad se debe a la presencia de:
dolor durante la relación sexual,dolor durante las relaciones sexuales
conductas de vómito,comportamientos de vómitos
sigmoidectomía,Sigmoidectomía
calidad pública,estado público
presencia de enfermedad,presencia de patología
"Los hemocultivos y los panelesvíricos respiratorios fueron negativos en esputo y sangre, con un frotisnasofaríngeo positivo para SARS-CoV-2 y confirmación serológicade infección previa por SARS-CoV-2, con IgG e IgA positivas(probadas en suero obtenido antes del tratamiento con IG i.v.).",Los cultivos de sangre y los paneles de virus respiratorios fueron negativos en el esputo y la sangre con un hisopo nasofaríngeo SARSCoV-2 positivo y la confirmación serológica asociada de infección por SARS-CoV-2 en el pasado con IgG e IgA positivos (probado en muestras de suero tomadas antes del tratamiento con IVIG).
"Un hombre de 18 años con antecedentes de trastorno bipolar, trastorno del espectro autista, trastorno por déficit de atención con hiperactividad, hipotiroidismo y asma leve persistente fue llevado por su madre al servicio de urgencias a causa de la alteración de la conciencia.","Un hombre de 18 años con antecedentes médicos de trastorno bipolar, trastorno del espectro autista, trastorno por déficit de atención con hiperactividad, hipotiroidismo y asma persistente leve fue llevado al departamento de emergencias por su madre debido a una alteración de la conciencia."
alcance,No alcancen
toxicidad,toxicidad
otalgia,Otalgia: enfermedad de las orejas
rinoscopia,rhinoscopia
membrana mitocondrial interna,membrana interna de las mitocondrias
diabetes de tipo 2,enfermedad de la diabetes tipo 2
dolor articulación afectación antebrazo,dolor en las articulaciones que involucra el antebrazo
heterodímeros,Los demás
"El valor previo del factor antinuclear era desconocido, y hasta la fecha no se ha investigado si la COVID-19 puede inducir este tipo de anticuerpos.","El anterior título de ANA era desconocido y hasta ahora, no se ha investigado si el COVID-19 puede inducir tales anticuerpos."
incidencia de problemas,incidencia de los problemas
La paciente fue tratada con ventilación no invasiva y una combinación de lopinavir/ritonavir e hidroxicloroquina.,El paciente fue tratado con ventilación no invasiva y una combinación de lopinavir/ritonavir e hidroxicloroquina.
alteraciones de la coagulación,alteraciones de la coagulación
valvular,de las válvulas
"El día 29, se detectó Candida, α-herpesvirus humano y β-herpesvirus en el lavado broncoalveolar; los hemocultivos fueron positivos para Bacteroides ovalus, lo que indicaba un agravamiento de la sobreinfección.","Candida, el virus del herpes humano α y el virus del herpes β se detectaron en BALF el día 29, y el cultivo de sangre fue positivo para Bacteroides ovalus, lo que indica el agravamiento de la infección secundaria."
fractura craneal,fractura de cráneo
"Como no se apreció mejora, se inició ventilación no invasiva.","No hubo mejoría, por lo que se inició la ventilación no invasiva (VNI)."
amplia variedad de trastornos,una amplia gama de trastornos
antro,Antrónimo
opacidad cristalina,opacidad cristalina
sangrado crónico GI inferior,hemorragia crónica de la espalda baja
hermano entumecido,Hermano entumecido
alteraciones musculares,alteraciones musculares
ocular,ocular
cambiar ekg,cambio de ECG
Su estado clínico empeoró y se trasladó a la UCI pediátrica.,"Su condición clínica se deterioró, fue transferido a la UCI."
estrabismo,el ojo
"El día 10, la cefalea había desaparecido, no había nuevas manifestaciones neurológicas y la cifra de trombocitos había aumentado a 10.000 por mm cúbico.","Al día 10, el dolor de cabeza había desaparecido, no había nuevos hallazgos neurológicos, y el recuento de plaquetas había aumentado a 10.000 por milímetro cúbico."
mantenimiento de ubicación,mantenimiento de la ubicación
disfunción valvular,Disfunción de la válvula
colon irritable,colon irritable
El líquido pleural era un exudado con 28 g/L de proteína y 376 UI/L de LDH.,El líquido pleural fue un exudado con 28 g/L de proteína y 376 UI/L de LDH.
traumatismo pulmonar por onda expansiva,lesión pulmonar por explosión
oso gales,el oso galés
diferencia temporal,diferencia temporal
otras neoplasias,otros crecimientos
labio grueso,más grueso labio
problemas ajenos,problemas extranjeros
filtración renal,Filtración renal
Una TAC torácica reveló múltiples opacidades de vidrio esmerilado bilaterales.,La tomografía computarizada del pecho mostró opacidades de vidrio de tierra múltiples bilaterales.
insuficiencia sexual,Inadecuados sexuales
síndrome plurimetabólico,Síndrome plurimetabólico
"No consumía suplementos, era abstemio y nunca había fumado.","No consumía suplementos, era abstemio y nunca había fumado."
virus de la enfermedad de Newcastle,virus de la enfermedad de Newcastle
subtipos clínicos,subtipos clínicos
Shigella dysenteriae,Las demás especies de las especies de la subfamilia de las moscas
prurito ambas manos,prurito en ambas manos
septicémico,septic
aceros inoxidables,Aceros inoxidables
trastorno hematológico y de los tejidos hematopoyéticos ,Anormalidad de la sangre y de los tejidos hemoderivados
inflamación de la glándula,hinchazón de las glándulas
"La VSG era de 55,6 mm/h.","La RSE fue de 55,6 mm/h."
osteopenia y osteoporosis,osteopenia y osteoporosis
"Se le administró 500 mg de levofloxacina durante 14 días así como corticoesteroides sistémicos (1 mg/kg) a causa del esputo parduzco y de los antecedentes de bronquiectasia (según los protocolos del hospital, no se inició ninguna pauta con lopinavir/ritonavir e hidroxicloroquina, pues, en ese momento, la paciente no presentaba hipoxemia).","Se administraron levofloxacina 500 mg durante 14 días y corticosteroides sistémicos (1 mg/ kg) debido a una expectoración marrón y antecedentes de bronquiectasia (lopinovir/ ritonavir e hidroxicloroquina no se iniciaron de acuerdo con el protocolo del hospital, en ese momento, ya que el paciente no tenía hipoxemia)."
osteopetrosis,Osteopetrosis y otras enfermedades
cardiopulmonar,Enfermedades cardiopulmonares y otras enfermedades
ácidos grasos de cadena corta,ácidos grasos de cadena corta
"A causa de la presencia concomitante de un extenso hematoma en el tronco, se realizó un análisis de TTPa, que reveló un tiempo prolongado (cociente 2,87).","Debido a la presencia concomitante de un hematoma extenso en el tronco, se realizó una aPTT, que resultó prolongada (proporción 2,87)."
regulación negativa del ciclo celular mitótico,regulación negativa del ciclo celular mitótico
lesiones tisulares,lesiones en los tejidos
"En los días siguientes, continuó experimentando fiebre, mialgias, diarrea y disnea.","En los días siguientes, continuó teniendo fiebres, mialgias, diarrea y disnea."
distensión reducida,reducción de la tensión
"La muestra dio positivo para SARS-CoV-2 el día +3, con ciclo liminar (Ct) de 36.",Esta muestra dio positivo para SARS-CoV-2 en el día +3 con un valor de ciclo umbral (Ct) de 36.
sensitivo-motor,motor sensible
Las opacidades de vidrio esmerilado de la primera TAC y las opacidades de vidrio esmerilado y consolidaciones de la segunda TAC en el segmento apicoposterior del lóbulo superior izquierdo se habían absorbido claramente.,La GGO inicial en la primera tomografía computarizada y la GGO inicial y la consolidación en la segunda tomografía computarizada en el segmento apicoposterior del lóbulo superior izquierdo fueron obviamente absorbidas.
Aumento de la ecogenicidad,Aumento de la eco-genicidad
quiste en el glúteo,quiste de las nalgas
El paciente mostró un grave síndrome de mutismo acinético; no se mostró colaborador y era incapaz de llevar a cabo órdenes simples si no se le estimulaba.,El paciente mostró un síndrome akinético grave asociado al mutismo; no era cooperativo e incapaz de llevar a cabo incluso órdenes simples si no era estimulado.
vasculopatía,enfermedad vascular
sonidos intensos,sonidos intensos
La exploración neurológica inicial fue normal.,El resultado del examen neurológico fue normal.
Trabajaba como repartidor y estaba activo en situación normal.,Trabajaba como distribuidor de paquetes y era activo en su línea base.
"Se observó un infiltrado linfohistiocítico moderado en la dermis superficial, asociado a un edema papilar dérmico.",En la dermis superficial se encontró un infiltrado linfohistiocítico moderado asociado con edema cutáneo papilar.
reducción de la tensión arterial,disminución de la presión arterial
"El día 2, el paciente se recuperó completamente excepto por amnesia de los 2 días previos.","El día 2, se recuperó por completo excepto por la amnesia de los 2 días anteriores."
poliartritis,poliartritis
lesiones aneurismáticas,lesiones aneurysmales
"El paciente dio negativo en dos pruebas consecutivas de ácido nucleico de 2019-nCoV (de frotis faríngeos), los días 25 y 27 de febrero y su pulsioximetría sin oxigenación era del 99%.","El paciente dio negativo en dos pruebas consecutivas de ácido nucleico 2019-nCoV (muesca de garganta) el 25 y el 27 de febrero, y la oximetría de pulso de su dedo sin oxigenación fue del 99%."
Un electromioneurograma fue normal.,La electromioneurografía fue normal.
puntiforme,las puntas
autohipnosis,autohipnosis
hiperfenilalaninemia benigna,hiperfenilalaninemia benigna
"Además, las muestras de sangre mostraron un aumento de la alanina-aminotransferasa (97 U/L) y de la creatinina (157 μmol/L), junto con hematuria, lo que indicaba una alteración de la capacidad hepática y renal.","Además, las muestras de sangre mostraron un aumento de alanina aminotransferasa (ALT) (97 U/ L) y creatinina (157 μmol/ L) combinado con hematuria, lo que indica alteración de la función hepática y renal."
movimiento de los dedos,movimiento de los dedos
oxigenación a través de cánulas nasales de bajo flujo,oxigenación de la cánula nasal de bajo flujo
rendimiento laboral,Desempeño en el trabajo
visión borrosa izquierda,visión borrosa
polineuropatía que provoca,polineuropatía que conduce a
antecedentes familiares de dependencia y abuso de alcohol,antecedentes familiares de abuso de alcohol y dependencia
higiene bucal deficiente,higiene bucal deficiente
"Profesionales sanitarios, con estrictas medidas de precaución (manos, higiene, mascarilla, etc.)","Los profesionales de la salud administraron al bebé leche materna fresca extraída (sin pasteurizar ni congelar) bajo estrictas precauciones (higiene de las manos, máscara facial, etc.)."
coronavirus murciélago del SARS,El coronavirus del murciélago SARS
crisis vasomotora de la arteria pulmonar,enrojecimiento de la arteria pulmonar
riesgo disminuido,disminución del riesgo
tipos de espermatozoides,tipos de esperma
crecimiento acelerado,acelerar el crecimiento
leucemia de células T,Leucemia por células T
soplo cardiaco anómalo,Sonidos anormales del corazón murmullos
parénquima hemorragia cerebral,hemorragia parenquimal cerebral
pigmentos oculares,Pigmentos para los ojos
hernia de Richter,La hernia de Richter
frecuencia de las convulsiones,convulsiones de frecuencia
Se le diagnosticó una infección vírica.,Le diagnosticaron una infección viral.
escisión viral del ARNm del huésped,escisión por el virus del ARNm huésped
terapia de retroalimentación psicofisiológica individual,Terapia psicofisiológica individual y biorretroalimentación
atrofia ovárica,atrofia de los ovarios
medio interno,medio interno
