reference,candidate
"Golpe por barco o parte de él después de caída o salto desde barco averiado, ocupante de pequeña embarcación sin motor lesionado.","Golpeado por una embarcación o parte de ella después de caer o saltar de una embarcación dañada, ocupante de una embarcación pequeña sin motor herido."
Prueba de estabilidad de la burbuja en líquido amniótico.,Prueba de estabilidad de burbujas en líquido amniótico.
Resección transuretral del cuello vesical.,DES - División del esfínter externo.
"Clorhidrato de doxepina, 150 mg, cápsula.",Producto que contiene solo clorhidrato de doxepina 150 mg/1 cada cápsula oral.
Neoplasia metastásica maligna de los ganglios linfáticos de la cara.,Cáncer metastásico a los ganglios linfáticos de la cara.
Anastomosis cavopulmonares superiores bidireccionales bilaterales.,Anastomosis cavopulmonares superiores bidireccionales bilaterales.
Clásico.,Clásico.
Comunicación oroantral.,OAF - Fístula oroantral.
Insulina lispro.,Insulina lispro (análogo recombinante de la insulina humana) 100units/ml inyección 3ml cartucho.
"Triamtereno+furosemida, 50 mg/40 mg, comprimido.",Producto que contiene triamtereno 50 mg y furosemida 40 mg/1 cada comprimido oral.
Vena safena mayor.,Gran estructura de vena safena.
Bacilos grampositivos en cadenas.,Bacilo grampositivo en cadenas.
Producto con benzocaína y salicilamida como únicos ingredientes.,Producto que contiene solo benzocaína y salicilamida.
Ingesta de ácido eicosapentaenoico.,Ingesta de EPA (ácido eicosapentaenoico).
Factor liberador de gonadotrofinas.,¿Qué es la hormona luteinizante?
Arteria cubital colateral superior.,Arteria ulnar colateral superior.
Monoacetilmorfina.,6-acetilmorfina.
Acción preventiva.,Preventivo.
Otras micosis superficiales especificadas.,Otras micosis superficiales especificadas.
Proceso transverso de la séptima vértebra torácica.,Proceso transverso de la séptima vértebra torácica.
Plaga gastroentérica.,Peste gastroenteral.
Vacunación con vacuna combinada contra Haemophilus influenzae tipo B y Neisseria meningitidis serotipo C.,Vacuna contra el Haemophilus influenzae tipo B y la meningitis C.
Unidad arbitraria de isotipo IgA para antígeno fosfolipídico por mililitro.,Unidad arbitraria de isotipo de inmunoglobulina A para antígeno fosfolípido por mililitro.
Hb G - Singapur.,Hb G-chino.
Enfermedad de Graves debida a bocio tóxico difuso.,Bocio exoftálmico.
Unidad de cuidados intensivos cardiológicos.,ITU cardíaco.
Género Hypoderma.,Especies de Hypoderma.
"Ascorbato de sodio, 1 g/ml, solución inyectable, ampolla de 1 ml.",Ascorbato de sodio 1g/1mL inyección.
Mesioincisal.,Superficies de dientes incisivos mesial completo.
Producto que contiene darunavir en forma farmacéutica para administración oral.,Producto que contiene darunavir en forma de dosificación oral.
Metionina 250 mg por cada comprimido para administración oral.,Producto que contiene precisamente metionina 250 miligramos/1 cada comprimido oral de liberación convencional.
Epitróclea.,Cóndilo medial del húmero.
Sangrado uterino anormal debido a pólipo endometrial.,Pólipo endometrial con sangrado uterino anormal.
Salmonella aarhus.,"Salmonella 18:z4,z23:z64."
Condrodistrofia de Kniest.,Displasia del cartílago del queso suizo.
Páncreas pequeño congénito.,Hipoplasia congénita del páncreas.
Producto que contiene estradiol y noretisterona en forma farmacéutica para administración oral como únicos ingredientes.,Estradiol y noretisterona solo producto en forma de dosis oral.
Hemorragia prenatal accidental.,Separación prematura de la placenta.
"Rofecoxib, 25 mg/5 ml, suspensión oral.",Rofecoxib 25mg/5mL suspensión oral.
GDPhexosa pirofosforilasa.,GDPhexosa pirofosforilasa.
"Cefotetán disódico, 10 g, solución inyectable, vial.",Cefotetan disodium 10g polvo para solución inyectable vial.
"Neoplasia de peritoneo o retroperitoneo de comportamiento incierto, SAI.",Neoplasia de comportamiento incierto del retroperitoneo o NOS peritoneal.
Galleta dulce simple.,Solo pan rallado.
Secreción placentaria de gonadotrofina coriónica.,"Secreción placentaria de gonadotropina coriónica, función."
Neoplasia maligna del maxilar inferior.,Neoplasia maligna primaria de la mandíbula.
Dieta restringida en carbohidratos.,Dieta restringida en carbohidratos.
Venografía de pelvis con guía fluoroscópica.,Venograma pélvico.
Lacticaseibacillus casei.,Lactobacillus casei subsp. casei.
Abrasión y/o quemadura por fricción de mano sin infección.,Quemadura por abrasión Y/O fricción de la mano sin infección.
"Miconazol, vaselina blanca y óxido de cinc.",Producto de miconazol y vaselina blanca y óxido de zinc.
"Envenenamiento accidental por, y exposición a analgésicos no opiáceos, en granja.","Envenenamiento accidental y exposición a analgésicos no opioides, ocurrencia en la granja."
Drenaje del oído medio por miringotomía.,Timpanotomía con intubación.
Clorhidrato de lidocaína 10 mg/ml de solución inyectable.,Producto que contiene precisamente la solución convencional del lanzamiento del clorhidrato de la lidocaína 10 miligramos/1 mililitro para la inyección.
Neumonitis por toxoplasmosis adquirida.,Neumonía con toxoplasmosis.
Orificio cardíaco del estómago.,La estructura del ostium cardíaco del estómago.
Lepra resistente a la dapsona.,Lepra resistente a diaminodifenilsulfonas.
Arteriografía fluoroscópica de arteria poplítea con inserción de stent.,Angiografía fluoroscópica de la arteria poplítea con inserción de stent.
M) epitelioma intraepidérmico de Jadassohn.,Epitelioma intraepidérmico de Jadassohn.
Media elástica tubular quirúrgica acanalada de algodón y viscosa BP.,Medias tubulares quirúrgicas acanaladas de algodón y viscosa BP 1988 tipo B peso pesado 10cm.
Linfático cervical.,Los linfáticos cervicales.
División del cartílago de la columna vertebral.,La división del cartílago de la columna vertebral.
Producto que contiene sustancia con mecanismo de acción de inhibidor de 3-hidroxi-3-metilglutaril coenzima A reductasa.,Producto que contiene inhibidor de la reductasa HMG-CoA.
Audiometría de respuesta evocada.,Audiometría de respuesta evocada.
Cáncer de lengua.,Tumor maligno de la lengua.
Queraunofobia.,Miedo a los rayos.
Reemplazo de un stent colocado en las vías biliares.,Cambio de catéter de drenaje biliar percutánea.
Disminución de los niveles de lipoproteínas.,Disminución de la lipoproteína.
Producto con fósforo-32 como único ingrediente.,Sólo producto de fósforo-32.
"Producto que contiene aceite de trementina, alcanfor y jabón metálico alcalino.",Alcanfor + jabón suave + aceite de trementina.
Trametes cubensis.,Lenzites cubamyces.
Reducción de una luxación coxofemoral traumática no expuesta con anestesia.,Reducción de la luxación traumática cerrada de cadera con anestesia.
Vasculopatía.,"Enfermedad vascular, NOS."
Quiste folicular de la mandíbula.,Quiste folicular de la mandíbula.
Deficiencia de inhibidor de alfa - 1 - proteinasa.,Deficiencia del inhibidor de la alfa-1-proteínasa.
"Clotrimazol, forma farmacéutica de uso oftálmico.",Clotrimazol en forma de dosificación oftálmica.
Cineplastia o prótesis cineplástica de la pierna.,Cineplastía o prótesis cineplástica de extremidad inferior.
Provisión de atención respetando el valor y la dignidad del paciente.,Proporcionar atención respetando el valor y la dignidad del paciente.
Hallazgo relacionado con la disposición del labio.,La observación de la disposición del labio.
Antígeno de glicoproteína E de superficie recombinante de alfa-herpesvirus humano3.,Antígeno de la glicoproteínaE de superficie recombinante del alfaherpesvirus 3 humano.
"Diclorhidrato de pramipexol, 0,25 mg, comprimido.",Pramipexole dihydrochloride 0.25mg tablet.
Recomendación al cuidador con respecto a la dieta del niño.,Recomendación al cuidador respecto a la dieta del niño.
Región supramaleolar de la tibia.,Estructura de la región supramalleolar de la tibia.
Cefalexina 250 mg por cada comprimido para administración oral.,Cefalexina monohidrato 250 mg comprimido oral.
Hidradenocarcinoma.,Porocarcinoma ecrino de la piel.
Cloruro de sodio + hetastarch.,Cloruro de sodio + hetastarch.
Dificultad para tragar.,No puede bajar la comida.
Anemia hemolítica no esferocítica hereditaria por deficiencia de hexoquinasa.,Anemia hemolítica hereditaria no esferocítica (HNSHA) por deficiencia de hexoquinasa.
Necesidad estimada de vitamina K en 24 horas.,Cantidad requerida estimada de vitamina K y/o derivado de vitamina K en 24 horas.
Arteriografía femoral con guía fluoroscópica con contraste.,Angiografía femoral con contraste.
Examen fecal.,Examen de las heces.
Producto que contiene carbinoxamina en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene únicamente carbinoxamina en forma de dosis oral.
Codo izquierdo rígido.,Rigidez de la articulación del codo izquierdo.
Inflamación intestinal fibrinosa.,Inflamación fibrinosa del intestino.
ARN del virus Norwalk.,Ácido ribonucleico del virus de Norwalk.
"Urea (13C), 75 mg, polvo para solución oral+kit.",Urea[13C] 75mg polvo para solución oral + kit.
Producto con esmectita dioctaédrica.,Producto que contiene esmectita dioctaédrica.
Fractura de fémur subtrocantérica tipo III según la clasificación de Seinsheimer.,Fractura de fémur subtrocánter de Seinsheimer tipo III.
"Linfoma maligno, no hodgkiniano.",Linfoma de células B.
Alta otorgada por especialista en cuidados intensivos pediátricos.,Alta por especialista en UTI pediátrica.
Operaciones de columna cervical y dorsal.,Operaciones de columna cervical y torácica.
Anomalía cardiovascular debida a conducto arterioso bilateral.,Anormalidad cardiovascular por conducto arterioso bilateral.
Clasificación de tumores de la Organización Mundial de la Salud.,Clasificación tumoral de la Organización Mundial de la Salud (OMS).
Determinación de nivel sérico de zinc.,Medición de zinc sérico.
Producto con mepiramina.,Producto de pirilamina.
Depresiones transversales de uña secundarias a enfermedad sistémica.,Líneas de Beau secundarias a enfermedad sistémica.
Género Ralstonia.,Género Ralstonia.
Recuerdos delirantes.,Delirios retrospectivos.
Salmonella wien.,Salmonella enterica subsp. enterica ser.
Intento de aborto fracasado por embolismo de jabón.,Intento de aborto fallido con embolia de jabón.
Operación en el bazo.,"Operación en el bazo, NOS."
Dispositivo de oído - hallazgo.,La observación del aparato del oído.
ADN proviral de VIH tipo2.,Ácido desoxirribonucleico proviral del virus de la inmunodeficiencia humana 2.
Butobarbital en forma farmacéutica para administración oral.,Butobarbital en forma de dosificación oral.
Operación de una lesión de los huesos carpianos y metacarpianos.,"Operación sobre lesión ósea de carpos y metacarpos, NOS."
Isquemia de retina debida a diabetes mellitus tipo2.,Isquemia retiniana con diabetes mellitus tipo 2.
Estructura del tendón del dedo anular.,Estructura del tendón del dedo anular.
Anticuerpo IgG anti-Haemophilus influenzaeB.,Anticuerpo de inmunoglobulina G contra Haemophilus influenzae tipo b.
Producto con mebhidrolina.,Producto que contiene mebhidrolina.
Intoxicación por especie de Triglochin.,Envenenamiento por Arrowgrass.
Flujo de líquido cefalorraquídeo.,Flujo de líquido cefalorraquídeo (LCR) ausente.
Producto con cloruro de metiltioninio.,Producto que contiene cloruro de metiltionio.
"Autointoxicación intencional por antiepilépticos y exposición a ellos, en la calle y la autopista.","Autointoxicación intencional y exposición a antiepilépticos, ocurrencia en calle y carretera."
Comportamiento sexualmente agresivo.,Comportamiento sexualmente abusivo.
Patrón cubierto del eccema vesicular de la mano.,Patrón de delantal de eccema vesicular de las manos.
Diacilglicerol lipasa.,Factor de aclaramiento lipasa.
PT4b: tumor de cualquier tamaño con edema (incluida piel de naranja) o ulceración de la piel mamaria o ganglios cutáneos centinelas en la misma mama.,PT4b: Tumor de cualquier tamaño con edema.
Conejillo de Indias de pelo corto.,Conejillo de Indias de pelo corto.
Incorporarse - ejercicio.,Haz ejercicio sentado.
Manta birostris.,Manta del Atlántico.
Deficiencia de carnitina acetil transferasa.,Deficiencia de carnitina acetiltransferasa.
Meninges de la médula espinal sacra.,Meninges de todo el cordón sacro.
Anabautista.,"Anabaptista, seguidor de la religión."
Vía rectal.,Rectalmente.
Retención de productos de la concepción.,Productos retenidos de la concepción.
Remoción de un estimulador electrónico del cerebro con reemplazo sincrónico.,Extracción del estimoreceptor con sustitución síncrona.
Vía ventrículo cerebral.,Vía intraventricular.
Síndrome de Bangstad.,"Enanismo de cabeza de pájaro con ataxia progresiva, diabetes resistente a la insulina, bocio e insuficiencia gonadal primaria."
Raza bovina Galloway.,Vaca de Galloway.
Trastorno psicótico causado por fármaco.,Trastorno psicótico causado por drogas.
Derivado xantínico metilado.,Metilxantinas.
Hipofosfatemia hereditaria.,El raquitismo hipofosfatemico.
Macrostomía bilateral.,Macrostomia congénita bilateral.
Cisteína - sulfinato descarboxilasa.,Sulfinoalanina descarboxilasa.
Hidroterapia - técnica de equilibrio metacéntrico.,Hidroterapia - técnica de equilibrio metacentro.
"Prueba para determinación de FSH en orina, en muestra de 24 horas.",Ensayo de 24 horas de FSH en orina.
Estructura de vena subcutánea abdominopélvica.,Las venas subcutáneas del abdomen.
Angiografía de arteria mesentérica con guía fluoroscópica.,Angiografía del mesenterio.
Dificultad para manejarse en escalones.,Dificultad para manejar los pasos.
Infección por Metorchis.,Infección causada por Metorchis.
Luxación de los huesecillos del oído.,Desarticulación de la cadena ossicular.
Producto que contiene aspirina amortiguada.,Producto de aspirina tamponado.
"Producto que contiene diacrilato de uretano, aromático.","Producto que contiene diacrilato de uretano, aromático."
Factor de riesgo.,Factor de riesgo.
Rana de San Antonio.,Treefrog.
Plasmocitoma cutáneo primario.,Plasmacitoma cutáneo primario.
Acetil coenzima A alfa-glucosaminida N-acetiltransferasa.,Acetil-CoA alfa-glucosaminida N-acetiltransferasa.
Género Lyngbya.,Lyngby.
"Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y resección de apófisis odontoides.","Artrodesis por técnica extraoral anterior, clivus-C1-C2, con injerto óseo y escisión del proceso odontoideo."
Reducción y reconstrucción de cráneo craneomegálico.,Reducción y reconstrucción de cráneo craniomegalico.
"Clorhidrato de sevelámero, 800 mg, comprimido.",Sevelamer hydrochloride 800mg comprimido.
Desfibrilador externo automático no recargable para uso público.,Desfibrilador externo público automatizado no recargable.
Al examen: fijación visual deficiente.,O/E - mala fijación visual.
Quemadura de otros órganos internos - RETIRADO -.,"Quemadura de otro órgano interno, NEC -RETIRADO-."
Neoplasia maligna de nervio periférico del tórax.,Neoplasia maligna del nervio periférico del tórax.
Osteopetrosis severa.,Enfermedad de Albers-Schönberg
"Idiotez amaurótica, tipo juvenil temprano.","Idiosis amaurótica, tipo infantil tardío."
Raspado del útero por aspiración luego del parto.,Curetaje de aspiración del útero después del parto.
Melanoma in situ de mejilla.,Melanoma in situ de piel de mejilla.
Duloxetina 40 miligramos cápsula gastrorresistente para administración oral.,Duloxetina (como clorhidrato de duloxetina) 40 mg cápsula oral gastro-resistente.
Anemia por deficiencia de hierro.,Anemia sideropénica.
Notablemente.,Marcado.
Magenta ácida.,El rubí ácido.
"Seudohermafrodita, mujer con trastorno corticosuprarrenal.","Pseudohermafrodita, mujer con trastorno adrenocortical."
Succinato de solifenacina 10 mg por cada comprimido para administración oral.,Solifenacin succinate 10mg tablet.
Resección de músculo de la mano para injerto.,Resección del músculo de la mano para injerto.
Protoporfiria eritrohepática.,Deficiencia de Haem sintasa.
Dieta con bajo contenido en tiramina.,Dieta baja en tiramina.
Hernia paraesofágica.,Hernia de hiato paraesofágico.
Hernia isquirrectal obstruida.,Hernia isquiorectal con obstrucción.
U/mmol de creatinina.,U/mmol de creatinina.
Delirio.,Los pensamientos delirantes.
Al examen: dedos de las manos en palillo de tambor.,O/E - golpear con los dedos.
Caída en pozo séptico.,Caer en la fosa séptica.
Síndrome posvagotomía.,Diarrea postvagotomía.
Intoxicación por penicilinaG.,Envenenamiento por penicilina G.
Producto con ácido mefenámico para administración oral como único ingrediente.,Ácido mefenámico solo producto en forma de dosis oral.
Hallazgo relacionado con la sensibilidad uterina.,Observación de la sensación del útero.
Antígeno linfocitario CD19.,El grupo del antígeno de la diferenciación 19.
"Diazepam, 5 mg/ml, gel.",Diazepam 5mg/ml gel.
Producto con mesterolona.,Producto que contiene Mesterolone.
Biopsia de colédoco.,Biopsia del conducto biliar común.
Drepanocitosis.,Rasgo de hemoglobina S.
Articulación de dedo de la mano - tumefacción sinovial.,Articulación del dedo - hinchazón sinovial.
Monitorización de enfermedad gastrointestinal.,Monitoreo de enfermedades gastrointestinales.
Producto con misoprostol como único ingrediente.,Solo producto de misoprostol.
Transplante singeneico de médula ósea.,Trasplante de médula ósea gemela.
Neoplasia maligna de localizaciones superpuestas de las vías biliares.,Neoplasia maligna de sitios superpuestos de las vías biliares.
Configuración tumoral localizada.,Configuración tumoral localizada.
Methylobacterium.,Especies de Methylobacterium.
Producto que contiene solamente trandolapril 4 mg por cada cápsula para administración oral.,Producto que contiene solo trandolapril 4 mg/1 cada cápsula oral.
Úlcera superficial de la córnea.,Úlcera superficial de la córnea.
Ligamento de la articulación radiocubital proximal.,Ligamento entero de la articulación radioulnar superior.
Despigmentación del fondo.,Fondo albino.
División del chorro de orina.,División del flujo urinario.
Dispositivo explosivo.,"Material explosivo, NOS."
Moxisilita en forma farmacéutica para administración oral.,Forma oral thymoxamine.
Talasemia alpha^+^.,La talasemia alfa2.
Estreptococos beta-hemolíticos del grupo G formadores de pequeñas colonias.,Estreptococos beta-hemolíticos del grupo G que forman pequeñas colonias.
"Atención de salud mental perinatal - no intensiva, 24 horas.",Atención de salud mental perinatal - 24 horas no intensiva.
Fractura no expuesta de la sexta vértebra cervical.,Fractura cerrada de la sexta vértebra cervical.
"Período de gestación, 4 semanas.","Período de gestación, 1 mes."
Trisomía 13 - sin disyunción meiótica.,"Trisomía 13, no unión meiótica."
Estructura de partes blandas de muslo derecho.,Estructura del tejido blando del muslo derecho.
Reconstrucción de la vagina.,La vaginoplastia.
Sobredosis voluntaria de oximetolona.,Sobredosis intencional de oximetolona.
Reconstrucción con colgajo osteomiocutáneo local de rotación.,Reconstrucción con colgajo de rotación osteomiocutánea local.
Pierna derecha.,Toda la pierna derecha.
"Artemeter+lumefantrina, 20 mg/120 mg, comprimido.",Artemether+lumefantrine 20mg/120mg comprimido.
Reparación primaria de fisura de paladar.,Reparación primaria del paladar hendido.
Producto que contiene metocarbamol como único ingrediente.,Producto que contiene solo methocarbamol.
Piel de área dorsal de la muñeca.,Toda la piel del área dorsal de la región de la muñeca.
Muestra de orina obtenida a través de catetér urinario interno.,Muestra de orina obtenida a través de un catéter urinario permanente.
Producto que contiene solamente clorhidrato de ponatinib 15 mg por cada comprimido para administración oral.,Ponatinib 15 mg comprimido oral.
"Intoxicación por tiabendazol, con intención indeterminada.",Envenenamiento por tiabendazol de intención indeterminada.
Zorzal maculado.,Tordo de madera.
Producto que contiene exactamente metirosina 250 miligramos por cada cápsula para administración oral de liberación convencional.,Metirosina 250 mg cápsula oral.
Designación ISO 17.,Segundo molar superior derecho permanente entero.
Conjuntivitis folicular aguda por adenovirus de ojo izquierdo.,Conjuntivitis folicular aguda adenoviral izquierda.
Anticuerpo inmunoglobulina A anti-virus influenza B.,Anti-Influenza B virus IgA.
Enfermedad de hipopigmentación - inmunodeficiencia.,Síndrome similar a Chediak-Higashi.
Nevo de tejido conectivo.,"Nevo del tejido conectivo, NOS."
Globulina fijadora de T4.,Globulina de unión a tiroxina.
Fenbufén.,Producto que contiene fenbufeno.
"Temblor esencial y otras formas especificadas, SAI.",Esencial y otras formas especificadas de temblor NOS.
"Síndrome de encefalopatía progresiva con edema, hipsarritmia y atrofia óptica.","Síndrome de PEHO (encefalopatía progresiva con edema, hipsarritmia y atrofia óptica)."
Contusión duodenal.,Contusión del duodeno.
Desoxipiridinolina + piridinolina.,Desoxipiridínico + piridínico.
Enfermedad ósea.,"Osteopatía, NOS."
Mielografía de la fosa posterior.,Mielograma de fosa posterior.
"Salmonella arizonae 58:r:e, n, x, z15.","Salmonella III arizonae 58:r:e,n,x,z15."
Producto con captopril para administración oral.,Producto que contiene captopril en forma de dosificación oral.
Hipoplasia congénita del hueso palatino.,Hueso palatino pequeño congénito.
Abrasión de piel de perineo.,Abrasión de la piel del perineo.
Ácido desoxirribonucleico de virus de la inmunodeficiencia humana 1.,Virus de inmunodeficiencia humana 1 ácido desoxirribonucleico.
"Displasia hepática, pancreática y renal.",Síndrome de Ivemark II.
Prednisolona en forma farmacéutica para administración tópica.,La prednisolona tópica.
Síndrome de Goldberg - Maxwell.,Síndrome de Goldberg-Morris.
Toceranib en forma farmacéutica para administración oral.,Toceranib en forma de dosificación oral.
Muestra de válvula cardíaca protésica.,Muestra de válvula cardíaca protésica.
Otomicosis en la moniliasis.,Otomicosis monilial.
Estructura de bifurcación de raíz dental.,Estructura de la bifurcación de la raíz dental.
Al examen: cuadriplejía.,O/E - tetraplejía.
"Pseudomonas, grupo fluorescente.","Pseudomonas, grupo fluorescente."
Laringe extrínseca.,Estructura de la laringe extrínseca.
Producto que contiene imipenem y cilastatina.,Cilastatina e imipenem.
Tumor mixto mesenquimatoso.,"Mesenquima, NOS."
Riesgo de mortalidad hospitalaria según el SAPS.,Puntuación de fisiología aguda simplificada.
"Prueba de Weber, lateralizado hacia la derecha.","Prueba de Weber, lateralizada derecha."
Deficiencia de aldehído oxidasa.,Deficiencia de aldehído oxidasa.
Beefmaker - raza de ganado.,Raza de ganado vacuno.
Estructura de seno sagital inferior.,El seno sagital inferior.
Limpieza endoscópica de la vía aérea.,Depuración endoscópica de las vías respiratorias.
Angioedema hereditario con actividad normal de inhibidor de esterasa C1.,Edema angioneurótico hereditario con actividad normal del inhibidor de la esterasa C1.
Diabetes insípida craneal.,Diabetes insípida craneal.
Embolectomía.,Embolectomía.
Ependimoma cerebral.,Ependimoma del cerebro.
Antígeno leucocitario humano.,Antígeno de leucocitos humanos Aw19.
"Camuflaje cosmético Dermacolor, preparado.",Preparación de camuflaje Dermacolor.
Papiloma del plexo coroides.,Papiloma del plexo coroideo.
Producto que contiene solamente furosemida 40 mg y triamtereno 50 mg por cada comprimido para administración oral.,Triamtereno 50 mg y furosemida 40 mg comprimido oral.
Úlcera péptica de estómago.,La ulceración gástrica.
Siderosilicosis.,Neumoconiosis de hematita.
Luz del ciego.,Lumen completo del ciego.
Región del cuerpo definida por la articulación del hombro y las estructuras circundantes.,Parte del cuerpo definida por la articulación del hombro y sus estructuras circundantes.
Nicotina 875 microgramos/hora parche transdérmico de liberación prolongada.,Nicotina 875 microgramos/hora parche transdérmico de liberación prolongada.
Divieso de la piel Y/O del tejido celular subcutáneo.,Forúnculo de piel Y/O tejido subcutáneo.
"Alotrasplante diferido, donante cadavérico.","Trasplante alogénico retrasado, donante de cadáver."
Parámetro de desarrollo infantil: 12 meses.,Desarrollo infantil: 12 meses.
Fase de trofozoíto de un protozoario.,Trofozoíto.
Hallazgo relacionado con la sensación de posición articular.,Observación de la sensación de posición articular.
Vacuna con antígeno de virus Vaccinia como único ingrediente.,Producto vacunal que contiene únicamente el antígeno del virus Vaccinia.
Hallazgo relacionado con olor de las heces.,Encontrar el olor de las heces.
Stent aórtico híbrido/recubierto.,Stent aórtico híbrido/revestido.
Salmonella enterica subesp. enterica ser. Madison.,Salmonella madison.
Centímetro.,Centímetros.
Penicilina G procaína.,Producto de la benzilpenicilina de la procaína.
Rales postusivos.,Rales latentes.
Diente7.,Designación Haderup 2+.
Antígeno HLA - Bw6.,HLA - Antígeno leucocitario humano Bw6.
Cara externa del ovario.,Superficie lateral del ovario.
"Etidronato disódico, comprimidos+carbonato de calcio, comprimido efervescente, 400 mg/1,25 g, envase.",Etidronato disodico 400mg comprimido y carbonato de calcio 1.25g paquete de comprimidos efervescentes.
"Producto que contiene solamente ramipril 2,5 mg por cada comprimido para administración oral.","Producto que contiene solo ramipril 2,5 mg/1 cada comprimido oral."
Medición de oxalato de calcio en orina.,Medición de oxalato de calcio en orina.
Convocatoria para detección selectiva - ausente.,Invitación de proyección -no asistió.
La ingesta diaria aproximada de colaciones.,La ingesta aproximada de bocadillos en un día.
Surco hipotalámico.,Sulco hipotalámico del tercer ventrículo.
Duplicación de 22q11.2.,Síndrome de duplicación del cromosoma 22q11.2.
Reparación de una fístula intestinal.,"Reparación de fístula intestinal, NOS."
U/g de hemoglobina.,Unidad/gramo de hemoglobina.
Muestra de líquido sinusal.,Espécimen de líquido sinusal.
Fibrosigmoidoscopia con fibroendoscopio flexible.,Sigmoidoscopia de fibra óptica.
Interrupción parcial de la espermatogenia.,Paro espermatogénico incompleto.
Leucosticte arctoa.,Pinzón rosado asiático.
Enfermedad ósea por aluminio.,Osteopatía relacionada con el aluminio.
Deficiencia congénita de otros factores de la coagulación.,Deficiencia congénita de otros factores de coagulación.
Bilirrubina monoglucurónido.,Bilirubin monoglucuronide.
Producto que contiene exactamente aprepitant 80 miligramos por cada cápsula para administración oral de liberación convencional.,Producto que contiene precisamente aprepitant 80 miligramos/1 cada cápsula oral de liberación convencional.
Agenesia de tracto alimentario.,"Ausencia congénita del tracto digestivo, NOS."
Medición de carnitina libre y total en muestra de orina.,Medición de carnitina libre y total en muestra de orina.
Centro independiente de maternidad.,Centro de parto independiente.
Producto medicinal que contiene glucopéptido y actúa como agente antibacteriano.,Medicamento que contiene glicopéptido y actúa como agente antibacteriano.
Producto que contiene dextromoramida 5 mg por cada comprimido para administración oral.,Producto que contiene solo dextromoramida 5 mg/1 cada comprimido oral.
Operaciones transluminales de la anomalía combinada de los grandes vasos.,Las operaciones transluminales sobre la anormalidad del gran vaso.
Suicidio asistido.,El suicidio asistido.
Afección materna Y/O fetal que afecta el trabajo de parto Y/O el parto.,Condición materna Y/O fetal que afecta el trabajo de parto Y/O el parto.
Aborto incompleto inevitable.,Aborto inevitable incompleto.
Salmonella chester.,"Salmonella 1,4,[5],12;e,h;e,n,x."
Alta otorgada por terapeuta ocupacional del departamento de servicio social.,Alta por terapeuta ocupacional del departamento de servicios sociales.
