reference,candidate
"El paciente presentó evidencia de insuficiencia cardíaca leve, con disnea, derrame pleural y valor alto de prohormona N-terminal del péptido natriurético cerebral (4473 pg/mL), controlada con dosis bajas de diuréticos durante 4 días.","El paciente presentó evidencia leve de insuficiencia cardíaca, incluyendo disnea, derrame pleural y un NT-proBNP elevado (péptido natriurético de tipo pro-B N-terminal; 4473 pg/mL), controlado con dosis bajas de diuréticos durante 4 días."
desgarro cutáneo,Desgarro de piel
"Se inició tratamiento con hidroxicloroquina 200 mg dos veces al día y acetaminofeno 500 mg cada 6 horas. Después de dos días, el paciente presentó un exantema maculopapuloso eritematoso prurítico y lesiones en escarapela atípicas que se inició en el extremo distal de las extremidades superiores y afectó rápidamente a todo el cuerpo, así como ampollas desgarradas que solo se apreciaban como úlceras en la zona orolabial.","Se inició con HCQ 200 mg dos veces al día, y 500 mg de acetaminofén cada 6 h. Después de dos días, el paciente presentó una erupción eritematosa maculopapular pruriginosa y blancos planos atípicos que comenzaron desde el distal de las extremidades superiores, involucraron rápidamente todo el cuerpo y ampollas desgarradas que solo se vieron como úlceras en el área orolabial."
emocionalidad,Emocionalidad
Las pruebas consecutivas de diagnóstico por la imagen que se muestran en la figura ilustran la mejora del paciente tras la terapia.,Los estudios por imágenes en serie en la Figura ilustran la mejoría del paciente después de la terapia.
ceguera permanente,La ceguera permanente
TENS convencional,decenas convencionales
emisiones otoacústicas,Emisiones otoacústicas
forma prematura,Forma prematura
fusión de elementos,Fusión de elementos
Psicosis tóxica,Psicosis tóxica
síntomas psiquiátricos,Síntomas psiquiátricos
eritema,eritema
Acudió a urgencias con malestar general y disnea.,Se presentó en la sala de emergencias con malestar general y falta de aliento.
Las pruebas de LCR dieron cifras normales de células (5 x 106/L; intervalo normal: 0-8 × 106/L) y valores altos de proteínas (124 mg/dL; intervalo normal: 8-43 mg/dL).,"La prueba de LCR (día 4) mostró recuentos celulares normales (5 106/L, normal: 0-8 106/L) y aumento del nivel de proteína (124 mg/dL, normal: 8-43 mg/dL)."
psoriasis cutánea,Psoriasis de la piel
tomivosertib,Tomivosertib
quistes porencefálicos,Quistes porencefálicos
acontecimientos accidentales,Acontecimientos accidentales
"Además, se enviaron muestras de frotis orofaríngeos y nasofaríngeos a un laboratorio privado externo para una prueba de reacción en cadena de la polimerasa (RT-PCR) en tiempo real.","Además, se enviaron muestras de hisopo nasofaríngeo y orofaríngeo a un laboratorio privado externo para el ensayo de reacción en cadena de polimerasa (PCR) de transcriptasa inversa en tiempo real de SARS-CoV-2."
"El recién nacido pesaba 1390 g (Apgar a 1 minuto y 5 minutos de 7 y 9, respectivamente) y fue trasladado a la UCI neonatal; un frotis nasofaríngeo fue negativo para SARS-CoV-2 en los días 1, 7 y 14.","El bebé varón de 1390 g (puntuaciones de Apgar de 1 y 5 minutos 7 y 9, respectivamente) fue transferido a la UCIN; el hisopo nasofaríngeo fue negativo para SARS-CoV-2 en los días 1, 7 y 14."
comportamientos en el mundo real,Comportamientos del mundo real
bencilpenicilina,benzilpenicilina
fisiología de las plantas,Fisiología de las plantas
masa en las vías digestivas y respiratorias altas,Masa de cabeza y cuello
tumores hipofisarios,Los tumores pituitarios
mecanismo celular,El mecanismo celular
presencia de marcadores,Presencia de marcadores
drenaje purulento,Drenaje purulento
litotripsia extracorpórea del riñón,Eswl de riñón
macrófago,macrófago
esclerosis nodular,La esclerosis nodular
Tenía antecedentes de diabetes mellitus e hipertensión arterial.,Tenía antecedentes de diabetes mellitus e hipertensión arterial.
artropatía hombro izquierdo,Artropatia dejar el hombro
salud oftalmológica,La salud ocular
carcinoma microcítico,Carcinoma de células de avena
móvil,Móvil
discapacidades sensoriales,Discapacidades sensoriales
alergia incremento,Aumento de alergia
"Los anticuerpos antineuronales contra antígenos neuronales intracelulares (inmunotransferencia PNS9DIV-24; Ravo, Freiburg, Alemania) y superficiales (ensayo celular: NMDAR, AMPAR, GABAbR, AMPA1/2, Caspr2, Lgi1, DPPX, FA 112d-1003-6; EuroImmun) fueron negativos en suero y LCR.","Los autoanticuerpos antineuronales contra antígenos neuronales intracelulares (inmunodot PNS9DIV-24; Ravo, Freiburg, Alemania) y de superficie (ensayos basados en células: NMDAR, AMPAR, GABAbR, AMPA1/2, Caspr2, Lgi1, DPPX, FA 112d-1003-6; EuroImmun) fueron negativos en suero y LCR."
"Los valores Ct de las muestras de frotis nasofaríngeos, sangre y heces del niño, obtenidas el 9 de abril, fueron 32,71, 33,10 y 32,84, respectivamente.","Los valores de Ct de las muestras de NPS, sangre y heces del bebé tomadas el 9 de abril fueron detectados como 32.71, 33.10, 32.84, respectivamente."
vegetación escasa,escasa vegetación
enuresis diurna,Enuresis diurna
oxidativo,Oxidativo
dolor de gargante frecuente,Dolor de garganta frecuente
ecografía de las nalgas,Ultrasonido de glúteos
pólipos,pólipos
análisis completo,Análisis completo
territorio inferior,Territorio inferior
paciente crítico,El paciente crítico
neoplasia maligna piel brazo,malig neo. brazo de la piel
capacidad cognitiva,La capacidad cognitiva
trastornos del lenguaje,Trastornos del lenguaje
vítreo,vítreo
espermatogénico,espermatogenic
estado de ánimo disfórico,estado de ánimo disfórico
formación de vasos sanguíneos,Formación de vasos sanguíneos
William Hunter,Acerca de William Hunter
trombosis,trombosis
enfermedad de Parkinson,Enfermedad de Parkinson
desmielinización viral,Desmielinización viral
realización de ejercicio,Realización del ejercicio
Ingresó en nuestro hospital un hombre de 23 años cuyos síntomas principales eran fiebre y tos con una evolución de 9 días.,Un hombre de 23 años con quejas principales de fiebre y tos durante 9 días fue admitido en nuestro hospital.
formación de cicatriz,Formación de cicatrices
infarto agudo de miocardio apical,Infarto agudo de miocardio apical
capaz de usar el humor,Puede usar el humor
Coronavirus murciélago HKU3-4,Coronavirus HKU3-4 del SARS del murciélago
absceso viento,absceso del viento
"A la exploración física no se percibieron estertores secos ni húmedos en ambos pulmones y se registró una temperatura de 37,3 °C, pulso de 92 l.p.m., frecuencia respiratoria de 18 r.p.m. y presión arterial de 113/79 mmHg.","El examen físico no reveló rales secos y húmedos en ambos pulmones con una temperatura de 37.3 C, frecuencia cardíaca de 92 latidos/min, frecuencia respiratoria de 18 veces/min y presión arterial de 113/79 mmHg."
hesperidina,hesperidina
abdomen dolor a la palpación,Dolor abdominal palpación
comienzo tardío,Comienzo tardío
El siguiente día dio positivo en una prueba para COVID-19 mediante RT-PCR.,"Al día siguiente, dio positivo para COVID-19 a través de RT-PCR."
penetrancia incompleta,Penetración incompleta
desarrollo del tracto digestivo,Desarrollo del tracto digestivo
cansancio o fatiga,Cansancio o fatiga
palidez temporal,Palidez temporal
arteriopatía periférica,Enfermedad arterial periférica
trastorno grave,Trastorno grave
síndrome tipo shock tóxico,Síndrome de shock tóxico
inflamación aguda,Inflamación aguda
materia orgánica,Materia orgánica
La exploración respiratoria fue normal.,El examen respiratorio fue normal.
sarcoidosis pulmonar,La sarcoidosis pulmonar
infección bacteriana secundaria,Infección bacteriana secundaria
leucemia linfoblástica de precursores B,Leucemia linfoblástica precursora b
nariz recta,La nariz recta
hiperqueratosis plantar,Hiperqueratosis plantar
órgano compuesto cavitado,Órgano compuesto cavitado
rasgos de tipo psicopático,Rasgos similares a los psicopáticos
actividad del receptor viral,Actividad del receptor del virus
preiser,Preiser
debilidad de las extremidades,Debilidad de las extremidades
tendencia a la hemorragia,Tendencia a sangrar
ritmo,ritmo
parálisis cerebral espástica,Parálisis cerebral espástica
veces al día,2 veces al día
células especializadas,células especializadas
"Se hallaba hipoxémico, con una saturación de oxígeno de 90% en aire ambiental y febril con 38,5 °C.",Estaba hipoxémico con una saturación de oxígeno del 90% en el aire ambiente y febril a 101.3°F al presentarse.
estabilidad afectiva,estado de ánimo de estabilidad
infecciones graves,Infecciones graves
trofismo,trophism
edema estromal,Edema del estroma
neuronas retinianas,Neuronas de la retina
dihidroartemisina,dihidroartemisinina
golpes repetitivos en la cabeza (síntoma),Golpes repetitivos en la cabeza (síntoma)
"La exploraciónreumatológica reveló valores muy bajos de factores de complementoC3 y C4 (26 y < 1,68 mg/dL, respectivamente), así como anticuerpos antinucleares negativos.","La investigación reumatológica reveló niveles muy bajos de factores del complemento C3 y C4 (26 y <1.68 mg/dL, respectivamente) y anticuerpos antinucleares negativos."
deformidad uña (del pie),deformidad de uña
edad del cónyuge (historia),Edad del cónyuge (historia)
célula clave de la vaginosis,Célula de pista
desorientación empeora gradualmente,Desorientación que empeora constantemente
carencia de st,deficiencia
completar 1er grado,1º grado completo
pirfenidona,pirfenidona
estado embarazada,estado embarazada
numerosas anomalías,Numerosas anormalidades
"El paciente se trató con colchicina, 1 mg al día.",El paciente fue tratado con colchicina 1 mg al día.
apéndice auricular acts,Actos del apéndice auricular
sepsis bacteriana,Sepsis bacteriana
lesiones cutáneas de muchos tamaños,Tamaño de lesiones cutáneas múltiples
oreja pu,oreja de PU
tumores óseos,Los tumores óseos
defecar,Doe defecate
selección de embriones,Selección de embriones
"Fue dada de alta el día 30, con fuerza muscular normal y recuperación de los reflejos en ambos brazos y piernas.","Al ser dada de alta el día 30, tenía fuerza muscular normal en ambos brazos y piernas y regreso de los reflejos de los tendones en ambas piernas y pies."
pérdida de piezas dentarias,Pérdida de dientes
"Al ingreso, el líquido cefalorraquídeo (LCR) reveló una leve pleocitosis (9 células/μl), valor normal de proteínas y PCR negativa para SARS-CoV-2.","El líquido cefalorraquídeo (LCR) al ingreso reveló pleocitosis leve (9 células/μl), contenido proteico normal y prueba de PCR negativa para SARS-CoV-2."
"Los problemas respiratorios mejoraron y fue extubado el 6 de abril y se le retiró la oxigenoterapia, aunque aún necesitaba soporte renal intermitentemente.","Desde una perspectiva respiratoria, mejoró y fue extubado el 6 de abril, y destetado de oxígeno suplementario aunque todavía necesitaba apoyo renal intermitentemente."
bloqueo de la transmisión,Bloqueo de transmisión
"El paciente fue tratado con oxigenoterapia mediante cánula nasal, hemodiálisis regular, antihipertensivos, moxifloxacina (400 mg al día) y terapia antivírica con lopinavir/ritonavir (2 comprimidos dos veces al día).","El paciente fue tratado con soporte de oxígeno por cánula nasal, hemodiálisis regular, medicamentos antihipertensivos, moxifloxacina (400 mg diarios) y terapia antiviral con lopinavir/ritonavir (2 comprimidos dos veces al día)."
coronavirus SARS GDH-BJH01,SARS coronavirus GDH-BJH01
"El análisis de sangre reveló un aumento de la proteína C-reactiva (125 mg/L), hiperleucocitosis (12.600/mm3) y linfocitopenia.",Los análisis de sangre revelaron un aumento de la proteína C reactiva (125mg/L) y una hiperleucocitosis (12 600/mm3) con linfopenia.
forma indirecta,De manera indirecta
posoperatorio defecto interventricular,VSD postoperatorio
tiroidectomía total,Tiroidectomía total
terapia dirigida,Terapia dirigida
convulsiones tónico-clónicas,Convulsiones tónico-clónicas
Una TAC mostró leves opacidades de vidrio esmerilado en los lóbulos pulmonares inferiores.,La tomografía computarizada (TC) reveló una ligera opacidad de vidrio molido en los lóbulos pulmonares inferiores.
dehiscencia de suturas,Interrupción de la herida
hendidura nasal,hendidura de la nariz
pigmento cutáneo,Pigmento de la piel
jornada laboral,Día de trabajo
metabolismo del nucleósido monofosfato,Proceso metabólico del nucleósido monofosfato
sobrenutrición del lactante,Sobrenutrición infantil
subdivisión del tubo,Subdivisión del tubo
personas normales,Las personas normales
rutina repetitiva,Una rutina repetitiva
lesión primaria,Lesión primaria
músculo tibial,tibial
enfermedades importantes,Las principales enfermedades
síntoma neurológico y fisiológico,Síntoma neurológico y fisiológico
estructura derivada del ectodermo,Estructura derivada del ectodermo
mucosa esofágica,Mucosa esofágica
enfermedades priónicas,Enfermedades por priones
doe iron,Cierva de hierro
Aumento de la lipoproteína,Aumento de lipoproteínas
"La TAC torácica mostró opacidades de vidrio esmerilado bilaterales, básicamente periféricas, con múltiples áreas de consolidación parenquimatosa que afectaba aproximadamente el 25% de cada pulmón.","La tomografía computarizada de tórax mostró opacidades de vidrio esmerilado bilaterales, en su mayoría periféricas, con múltiples áreas de consolidación parenquimatosa que involucran aproximadamente el 25% de cada pulmón."
drenaje torácico,El drenaje torácico
átomos de carbono,Átomos de carbono
nicotinamida,nicotinamida
tigeciclina,tigeciclina
alimentación forzada,Alimentación de fuerza
osteomuscular,Musculoesquelético
Creencia irracional,Creencia irracional
linfoma linfoblástico de precursores T,Precursor del linfoma linfoblástica-t
dolor durante la relación sexual,Dolor durante el coito
conductas de vómito,Comportamientos de vómito
sigmoidectomía,sigmoidectomía
calidad pública,Condición pública
presencia de enfermedad,Presencia de patología
"Los hemocultivos y los panelesvíricos respiratorios fueron negativos en esputo y sangre, con un frotisnasofaríngeo positivo para SARS-CoV-2 y confirmación serológicade infección previa por SARS-CoV-2, con IgG e IgA positivas(probadas en suero obtenido antes del tratamiento con IG i.v.).",Los hemocultivos y los paneles virales respiratorios fueron negativos en esputo y sangre con un hisopo nasofaríngeo SARSCoV-2 positivo y confirmación serológica asociada de infección pasada por SARS-CoV-2 con IgG e IgA positivos (pruebas en suero tomado antes del tratamiento con IVIG).
"Un hombre de 18 años con antecedentes de trastorno bipolar, trastorno del espectro autista, trastorno por déficit de atención con hiperactividad, hipotiroidismo y asma leve persistente fue llevado por su madre al servicio de urgencias a causa de la alteración de la conciencia.","Un hombre de 18 años con antecedentes médicos de trastorno bipolar, trastorno del espectro autista, trastorno por déficit de atención con hiperactividad, hipotiroidismo y asma persistente leve fue llevado al departamento de emergencias por su madre debido a una alteración de la conciencia."
alcance,Doe reach
toxicidad,toxicidad
otalgia,Otalgia
rinoscopia,rinoscopia
membrana mitocondrial interna,Membrana interna mitocondrial
diabetes de tipo 2,La diabetes tipo 2
dolor articulación afectación antebrazo,Dolor en la articulación del antebrazo
heterodímeros,heterodímeros
"El valor previo del factor antinuclear era desconocido, y hasta la fecha no se ha investigado si la COVID-19 puede inducir este tipo de anticuerpos.",El título anterior de ANA era desconocido y hasta ahora no se ha investigado si COVID-19 puede inducir tales anticuerpos.
incidencia de problemas,Incidencia de los problemas
La paciente fue tratada con ventilación no invasiva y una combinación de lopinavir/ritonavir e hidroxicloroquina.,El paciente fue tratado con ventilación no invasiva y una combinación de lopinavir/ritonavir e hidroxicloroquina.
alteraciones de la coagulación,Trastornos de la coagulación
valvular,Válvulas
"El día 29, se detectó Candida, α-herpesvirus humano y β-herpesvirus en el lavado broncoalveolar; los hemocultivos fueron positivos para Bacteroides ovalus, lo que indicaba un agravamiento de la sobreinfección.","Candida, α-herpesvirus humano y β-herpesvirus fueron detectados en BALF en el día 29, y el hemocultivo fue positivo para Bacteroides ovalus, lo que indica el agravamiento de la infección secundaria."
fractura craneal,Fractura de cráneo
"Como no se apreció mejora, se inició ventilación no invasiva.","No hubo mejoría, por lo que se inició la ventilación no invasiva (VNI)."
amplia variedad de trastornos,Amplia gama de trastornos
antro,Antrum
opacidad cristalina,Opacidad cristalina
sangrado crónico GI inferior,¿Qué es el sangrado lour gi?
hermano entumecido,Hermano entumecido
alteraciones musculares,Alteraciones de los músculos
ocular,ocular
cambiar ekg,change ekg
Su estado clínico empeoró y se trasladó a la UCI pediátrica.,"Su estado clínico se deterioró, fue trasladado a la UCI."
estrabismo,squint
"El día 10, la cefalea había desaparecido, no había nuevas manifestaciones neurológicas y la cifra de trombocitos había aumentado a 10.000 por mm cúbico.","Al día 10, el dolor de cabeza se había resuelto, no había nuevos hallazgos neurológicos y el recuento de plaquetas había aumentado a 10.000 por milímetro cúbico."
mantenimiento de ubicación,Mantenimiento de la ubicación
disfunción valvular,Disfunción de la válvula
colon irritable,Síndrome del colon irritable
El líquido pleural era un exudado con 28 g/L de proteína y 376 UI/L de LDH.,El líquido pleural fue un exudado con 28 g/L de proteína y 376 UI/L de LDH.
traumatismo pulmonar por onda expansiva,Lesión por ráfaga pulmonar
oso gales,Oso de Gales
diferencia temporal,Diferencia temporal
otras neoplasias,Otros crecimientos
labio grueso,Labio más grueso
problemas ajenos,Problemas extranjeros
filtración renal,Filtración renal
Una TAC torácica reveló múltiples opacidades de vidrio esmerilado bilaterales.,La tomografía computarizada del tórax mostró múltiples opacidades de vidrio esmerilado bilaterales.
insuficiencia sexual,Sexual inadequacies
síndrome plurimetabólico,Síndrome plurimetabólico
"No consumía suplementos, era abstemio y nunca había fumado.","No consumía suplementos, era teototal y nunca fumó."
virus de la enfermedad de Newcastle,Enfermedad de Newcastle
subtipos clínicos,Subtipos clínicos
Shigella dysenteriae,Shigella dysenteriae
prurito ambas manos,Prurito en ambas manos
septicémico,séptico
aceros inoxidables,Aceros inoxidables
trastorno hematológico y de los tejidos hematopoyéticos ,Anormalidad de la sangre y los tejidos hematopoyéticos
inflamación de la glándula,hinchazón de la glándula
"La VSG era de 55,6 mm/h.","La ESR fue de 55,6 mm/h."
osteopenia y osteoporosis,Osteopenia y osteoporosis
"Se le administró 500 mg de levofloxacina durante 14 días así como corticoesteroides sistémicos (1 mg/kg) a causa del esputo parduzco y de los antecedentes de bronquiectasia (según los protocolos del hospital, no se inició ninguna pauta con lopinavir/ritonavir e hidroxicloroquina, pues, en ese momento, la paciente no presentaba hipoxemia).","Se administró levofloxacina 500 mg durante 14 días y corticosteroides sistémicos (1mg/kg) debido a expectoración marrón y antecedentes de bronquiectasias (lopinovir/ritonavir e hidroxicloroquina no se iniciaron de acuerdo con el protocolo del hospital, en ese momento, ya que el paciente no tenía hipoxemia)."
osteopetrosis,osteopetroses
cardiopulmonar,Cardiopulmonary
ácidos grasos de cadena corta,Ácidos grasos de cadena corta
"A causa de la presencia concomitante de un extenso hematoma en el tronco, se realizó un análisis de TTPa, que reveló un tiempo prolongado (cociente 2,87).","Debido a la presencia concomitante de un hematoma extenso en el tronco, se realizó una TPTa, resultando prolongada (razón 2,87)."
regulación negativa del ciclo celular mitótico,Regulación negativa del ciclo celular mitótico
lesiones tisulares,Lesiones de tejido
"En los días siguientes, continuó experimentando fiebre, mialgias, diarrea y disnea.","En los días siguientes, continuó teniendo fiebre, mialgias de nueva aparición, diarrea y disnea."
distensión reducida,Reducción de tensión
"La muestra dio positivo para SARS-CoV-2 el día +3, con ciclo liminar (Ct) de 36.",Esta muestra dio positivo para SARS-CoV-2 en el día +3 con un valor de ciclo umbral (Ct) de 36.
sensitivo-motor,sensitive-motor
Las opacidades de vidrio esmerilado de la primera TAC y las opacidades de vidrio esmerilado y consolidaciones de la segunda TAC en el segmento apicoposterior del lóbulo superior izquierdo se habían absorbido claramente.,El GGO inicial en la primera tomografía computarizada y el GGO inicial y la consolidación en la segunda tomografía computarizada en el segmento apicoposterior del lóbulo superior izquierdo se absorbieron obviamente.
Aumento de la ecogenicidad,Aumento de la ecogenicidad
quiste en el glúteo,Quiste de glúteo
El paciente mostró un grave síndrome de mutismo acinético; no se mostró colaborador y era incapaz de llevar a cabo órdenes simples si no se le estimulaba.,"El paciente presentaba un síndrome acinético severo asociado a mutismo, no era cooperativo e incapaz de llevar a cabo incluso órdenes simples si no era estimulado."
vasculopatía,Enfermedad vascular crónica
sonidos intensos,Sonidos muy intensos
La exploración neurológica inicial fue normal.,El resultado del examen neurológico fue normal.
Trabajaba como repartidor y estaba activo en situación normal.,Trabajó como distribuidor de paquetes y fue activo en su línea de base.
"Se observó un infiltrado linfohistiocítico moderado en la dermis superficial, asociado a un edema papilar dérmico.",Un infiltrado linfohistiocítico moderado estuvo presente en la dermis superficial y se asoció con edema dérmico papilar.
reducción de la tensión arterial,Reducción de la presión arterial
"El día 2, el paciente se recuperó completamente excepto por amnesia de los 2 días previos.","El día 2, se recuperó completamente excepto por la amnesia de los 2 días anteriores."
poliartritis,poliartritis
lesiones aneurismáticas,Lesiones de aneurisma
"El paciente dio negativo en dos pruebas consecutivas de ácido nucleico de 2019-nCoV (de frotis faríngeos), los días 25 y 27 de febrero y su pulsioximetría sin oxigenación era del 99%.","El paciente dio negativo en dos pruebas consecutivas de ácido nucleico 2019-nCoV (hisopo de garganta) el 25 y 27 de febrero, y su oximetría de pulso de dedo sin oxigenación fue del 99%."
Un electromioneurograma fue normal.,Una electromioneurografía fue normal.
puntiforme,Puntuada
autohipnosis,Autohipnosis
hiperfenilalaninemia benigna,Hiperfenilalaninemia benigna
"Además, las muestras de sangre mostraron un aumento de la alanina-aminotransferasa (97 U/L) y de la creatinina (157 μmol/L), junto con hematuria, lo que indicaba una alteración de la capacidad hepática y renal.","Además, las muestras de sangre mostraron un aumento de la alanina aminotransferasa (ALT) (97 U/L) y la creatinina (157 μmol/L) combinada con hematuria, lo que indica una función hepática y renal alterada."
movimiento de los dedos,Movimiento de los dedos
oxigenación a través de cánulas nasales de bajo flujo,Oxigenación con cánula nasal de bajo flujo
rendimiento laboral,Desempeño del trabajo
visión borrosa izquierda,Síntomas de visión borrosa
polineuropatía que provoca,Polyneuropathy leading
antecedentes familiares de dependencia y abuso de alcohol,Antecedentes familiares de abuso de alcohol
higiene bucal deficiente,Higiene oral deficiente
"Profesionales sanitarios, con estrictas medidas de precaución (manos, higiene, mascarilla, etc.)","La leche materna extraída fresca (sin pasteurización ni congelación) fue administrada al bebé por profesionales de la salud bajo estrictas precauciones (higiene de manos, mascarilla facial, etc.)"
coronavirus murciélago del SARS,SARS un coronavirus
crisis vasomotora de la arteria pulmonar,Enjuague de la arteria pulmonar
riesgo disminuido,Riesgo disminuido
tipos de espermatozoides,Tipos de esperma
crecimiento acelerado,Acelerar el crecimiento
leucemia de células T,Leucemia de células t
soplo cardiaco anómalo,Sonidos anormales en el corazón
parénquima hemorragia cerebral,Hemorragia cerebral parenquimatosa
pigmentos oculares,Los pigmentos oculares
hernia de Richter,Hernia de Richter
frecuencia de las convulsiones,Convulsión de frecuencia
Se le diagnosticó una infección vírica.,Le diagnosticaron una infección viral.
escisión viral del ARNm del huésped,Clivaje por el virus del ARNm del huésped
terapia de retroalimentación psicofisiológica individual,Terapia psicofisiológica individual Biofeedback
atrofia ovárica,Atrofia ovárica crónica
medio interno,Medio interno
obsesión-compulsión,obsesivo-compulsivo
síntoma del sistema sanguíneo,Síntoma del sistema hemico
periodo gestacional,Período gestacional
