reference,candidate
"En el análisis multivariante, el tratamiento en las unidades básicas de gestión descentralizadas se asoció de manera significativa con menos desenlaces desfavorables (OR 0,55; IC95% 0,42-0,74), pero no se observó ninguna diferencia entre los períodos de intervención.","En el análisis multivariado, el tratamiento en una Unidad de Manejo Básico descentralizada (aOR 0,55, IC 95% 0,42-0,74) se asoció significativamente con menos resultados desfavorables, pero los resultados del tratamiento entre el grupo pre-TACO y el grupo TACO no fueron significativamente diferentes."
"Este plan se trabaja fundamentalmente en los primeros años pero continúa a lo largo de las ciencias médicas y culmina, ya al final, en los cursos de clínicas.","Este plan se trabaja principalmente en los primeros años de formación pero continúa durante todo el estudio de las ciencias médicas y se completa, al final, con los cursos clínicos."
La prevalencia de sitios periodontales activos fue baja (1%).,"Estudios microbiológicos: Los recuentos de bacterias anaeróbicas pigmentadas negras y UFC fusiformes fueron significativamente mayores en muestras de sitios con BOP y PD ≥4 mm (p 0.020 y p 0.005, respectivamente)."
"La historia natural de la enfermedad, clasificada por Eichenholtz y modificada por Simmons, consta de cuatro fases; en cuanto a la localización, Sanders describe cinco áreas afectadas en el pie.",Nuestro objetivo fue evaluar el método específico de tratamiento dependiendo en los diferentes estadios de la deformidad de acuerdo a la revisión de la literatura y a nuestro algoritmo propuesto.
"El presente estudio pone de manifiesto que, aunque el personal hospitalario tenga la experiencia sobre el manejo de pacientes pediátricos y su entorno familiar y, a pesar incluso, de poder tener hijos propios a su cargo, parece que la habituación a dicho ambiente hospitalario puede generar pequeñas distorsiones en cuanto a los niveles reales y a las agrupaciones de las distintas preocupaciones presentes ante la cirugía de un hijo.","El presente estudio muestra que, aunque el personal hospitalario tiene experiencia en el manejo de pacientes pediátricos y su entorno familiar, la habituación al entorno hospitalario puede generar pequeñas distorsiones en cuanto a los niveles y agrupaciones de las diferentes inquietudes presentes ante la cirugía hospitalaria de un niño, teniendo que tenerlo en cuenta para ofrecer el mejor trabajo asistencial."
Tambien se registraron los efectos adversos durante el seguimiento.,También se registraron eventos adversos durante el período de seguimiento.
"Por subescalas de la MAS-A, sólo hubo diferencias estadísticamente significativas entre las puntuaciones de Dominio del grupo con ansiedad y TCS, obteniendo el grupo con TCS puntuaciones estadísticamente equivalentes a las del grupo con trastornos del espectro esquizofrénico.","Con respecto a las puntuaciones de la subescala MAS-A, el grupo de TUS mostró puntuaciones significativamente más bajas solo en la subescala de Maestría en comparación con el grupo de trastornos de ansiedad, con los grupos de TUS y SSD obteniendo puntuaciones de Maestría equivalentes."
"Un total de 316 integrantes LGBTT, en su mayoría gays, solteros, pardos y con edad promedio de 24,3 años, participaron del estudio.","Participaron en el estudio 316 miembros de la comunidad LGBTT, en su mayoría homosexuales, solteros, mestizos y con una edad media de 24,3 años."
"El quiste hidatídico, causado por Echinococcus granulosus, se observa mayormente en el hígado y los pulmones, aunque raramente también puede localizarse en cualquier órgano o tejido blando.","El quiste hidatídeo, que es causado por Echinococcus granulosus, se observa principalmente en el hígado y los pulmones, aunque también se puede encontrar raramente en cualquier órgano o tejido blando."
"Es sabido que el dormir bien es esencial para la auto-regulación y, aun así, el nivel al que el sueño del niño altera los procesos interactivos entre progenitor y niño permanece poco estudiado.","Se sabe que el sueño saludable es crítico para la autorregulación; sin embargo, el grado en que el sueño del niño altera los procesos interactivos niño-padre sigue siendo poco estudiado."
Emergieron dos categorías: Dificultades encontradas por los enfermeros en el cuidado a la persona con comorbilidad psiquiátrica y Sugerencias de los enfermeros para calificar el cuidado a la persona con comorbilidad psiquiátrica.,La interpretación de los datos condujo a dos categorías: Dificultades de las enfermeras al brindar atención a personas con comorbilidad psiquiátrica y Sugerencias de las enfermeras para mejorar la atención a personas con comorbilidad psiquiátrica.
La eficacia relativa se calculo a partir de una comparacion indirecta formal de los tratamientos segun los datos de los ensayos pivotales de cada ACOD.,La eficacia relativa se calculó a partir de una comparación formal de tratamientos indirectos utilizando datos de los ensayos pivotales de cada DOAC.
"Con 32 registros completos de MAPA, se recategorizaron: normotensos 11, preHTA 7, HTA nocturna 3, HTA enmascarada 4; HTA controlada 3; HTA no controlada 3 y 1 HTA.","Con 32 registros MAP completos, se categorizaron: normotensos 11, preHTA 7, HTA nocturna 3, HTA enmascarada 4; HTA controlada 3; HTA no controlada 3 y 1 HTA."
Disminuyeron los accidentados de tráfico del 44 al 24% y se incrementaron las caídas en ancianos del 9 al 26%.,El porcentaje de lesionados en accidentes de tráfico disminuyó del 44% al 24%; el porcentaje de pacientes ancianos lesionados en caídas aumentó del 9% al 26%.
"Objetivos: investigar la relación independiente de la deficiencia de vitamina D con resistencia a la insulina, el perfil lipídico, el estado inflamatorio, la presión arterial y la función endotelial.","Investigar la relación independiente de la deficiencia de vitamina D con resistencia a la insulina, perfil lipídico, estado inflamatorio, presión arterial y función endotelial."
"El objetivo de este trabajo es identificar las asociaciones entre los factores biológicos, socioeconómicos y sanitarios y el bajo peso en el recién nacido en las islas Canarias.","El objetivo de este estudio es identificar asociaciones entre factores biológicos, socioeconómicos y de salud y el bajo peso al nacer en Canarias."
"Es importante estar en contacto con profesionales de la salud, revisar la medicación y observar los niveles de ansiedad y depresión.","Es relevante estar en contacto con los profesionales de la salud, revisar los medicamentos y observar los niveles de ansiedad y depresión."
Se utilizó análisis de supervivencia de Kaplan Meier y prueba de log rank.,Se realizó análisis de supervivencia de Kaplan Meier y prueba de rango logarítmico.
"estudio descriptivo, con datos recogidos por cuestionario electrónico, sobre el perfil del gestor técnico, estructura de recursos humanos y de informática.","Estudio descriptivo con datos recogidos a través de un cuestionario electrónico, con preguntas sobre el perfil de los directivos técnicos, recursos humanos y estructura informática."
El sistema endocannabinoide (SEC) apareció como un sistema de señalización muy versátil en el sistema nervioso.,El sistema endocannabinoide (SEC) es un sistema de señalización altamente versátil dentro del sistema nervioso.
"Ademas, se puede controlar de forma sistematica la presentacion de dichos estimulos, asi como de distractores u otras variables.","Además, la presentación de estos estímulos, así como los distractores y otras variables, se pueden controlar de manera sistemática."
"Se presenta un nuevo dispositivo para reinfundir el quimo de forma fácil y eficiente, junto con los primeros datos en humanos.","Se presenta un nuevo dispositivo para la reinfusión de quimo de manera fácil y eficiente, con los primeros datos en humanos."
"El 44% de los obesos (n = 1957) tenía registro adecuado y el 32%, resultados de laboratorio, con asociación significativa entre variables.","Entre todos los pacientes obesos (n = 1957), el 44% tenía un registro adecuado de este problema de salud; el 32% tenía resultados de pruebas de laboratorio que mostraban una asociación significativa entre las medidas de resultado."
"La presente investigación muestra claramente beneficios, pero carece de indicios específicos para la terapia familiar y de pareja como medio o profesión dentro de centros integrados de salud mental.","La investigación actual muestra claramente beneficios, pero carece de evidencia específica para la terapia de pareja y familiar (TPF) como medio o profesión dentro de los sitios integrados de salud mental."
Habitualmente no se investiga su causa y se trata como dato aislado.,"Por lo general, no se investiga ninguna causa y se trata como un dato aislado."
"La edad, el riesgo cardiovascular, el estado funcional y el tipo de cirugia han aumentado de manera significativa las complicaciones posquirurgicas.","La edad, el riesgo cardiovascular, el estado funcional y el tipo de procedimiento quirúrgico han aumentado significativamente la aparición de complicaciones postquirúrgicas."
"los saberes de los individuos con complicaciones crónicas por diabetes se componen de elementos resignificados desde la atención biomédica, la medicina tradicional y la autoatención.","El conocimiento de los individuos afectados con complicaciones crónicas de la diabetes se compone de elementos resignificados de la atención biomédica, la medicina tradicional y el autocuidado."
"Métodos: la evaluación de la presencia de riesgo nutricional se realizó en 247 hospitalizados en el hospital general de segundo nivel Instituto de Seguridad y Servicios Sociales para los Trabajadores del Estado (ISSSTE) Zacatecas, Hospital General Nº 26, en México.","Métodos: la evaluación de la presencia de riesgo nutricional se realizó en 247 individuos hospitalizados en la institución de atención de segundo nivel Instituto de Seguridad y Servicios Sociales para los Trabajadores del Estado (ISSSTE) Zacatecas, Hospital General Nº 26, en México."
Distintas intervenciones han sido propuestas para reforzar el uso de la vacuna contra la influenza.,Se han propuesto diferentes intervenciones para reforzar el uso de la vacuna contra la influenza.
"En concreto, pueden garantizar que se adopte una legislación, regulación y supervisión adecuadas, así como realizar un seguimiento de las actividades, las prácticas y los resultados de la donación y el trasplante.","Específicamente, pueden asegurarse de que exista una legislación, regulación y supervisión adecuadas, y supervisar las actividades, las prácticas y los resultados de la donación y el trasplante."
"En general, los medicamentos no estaban al alcance; solo siete farmacias contaban con productos de sustitución de la nicotina (18%) con un costo mensual de US$15,7 y tres farmacias ofrecían bupropión (8%) con un costo de US$17,1 por la dosis mensual.",Los medicamentos no estaban disponibles en gran medida: los productos de reemplazo de nicotina estaban disponibles en solo siete farmacias (18%) y el bupropión en tres (8%); estos cuestan respectivamente US$15.7 y US$17.1 por un suministro de 1 mes.
Las medianas de las estancias preoperatoria y total se redujeron en tres días.,La mediana de la estancia preoperatoria y total disminuyó tres días.
"En cuanto al tipo, se identificaron tres anticuerpos quiméricos, seis humanizados y cinco humanos.","En cuanto al tipo, el estudio identificó tres anticuerpos quimeros, seis humanizados y cinco humanos."
Determinar el grado de mejoria de la cefalea en pacientes migrañosos a los que se les habia implantado una ENV para tratamiento de la epilepsia refractaria y evaluar que variables se asocian a mayor posibilidad de exito con esta medida.,"Determinar el grado de mejoría de los dolores de cabeza en pacientes con migraña después de la colocación de VNS para tratar la epilepsia refractaria, y evaluar qué variables se asocian con una mayor probabilidad de éxito con esta medida."
"El estudio incluyó datos verbales de autopsias de niños que murieron de diarrea entre los años 2000 y 2012 en siete emplazamientos en Bangladesh, Etiopía, Ghana, India, Pakistán, Uganda y la República Unida de Tanzanía, respectivamente.","El estudio incluyó datos de autopsias verbales de niños que murieron de diarrea entre 2000 y 2012 en siete lugares de Bangladesh, Etiopía, Ghana, la India, el Pakistán, Uganda y la República Unida de Tanzanía, respectivamente."
"Resultados: Se notificaron 364 eventos adversos, 66,7% errores de medicación, 2,7% reacciones adversas al medicamento (2 clasificados erróneamente en ambas clases arrojando un porcentaje total>100%) y 31% de otros eventos.","Se reportaron 364 eventos adversos: 66,7% fueron errores de medicación, 2,7% reacciones adversas a la medicación (2 fueron clasificadas erróneamente como ambas, mostrando un porcentaje total >100%) y 31% fueron otros eventos."
"El afecto implícito de los padres, uno de los rasgos distintivos de la crianza de los asiáticoamericanos, fue beneficioso, particularmente para el promedio de calificaciones.","El afecto parental implícito, uno de los rasgos distintivos de la crianza de AA, fue beneficioso, particularmente para GPA."
Los objetivos máximos desde el aspecto motor para cuatro escenarios clásicos en el área cerrada podrían estar determinado por la asociación con la ventilación mecánica.,Las metas terapéuticas motoras más altas para cuatro escenarios clásicos en el área cerrada estaban limitadas por la necesidad de ventilación mecánica.
El consumo de alcohol es uno de los problemas entre los jóvenes.,El consumo de alcohol representa uno de los problemas de salud pública más importantes en los adolescentes.
"Para poner en práctica estas estrategias, hemos aprovechado nuestra asociación de 30 años con las autoridades sanitarias locales de las zonas rurales del oeste de Kenia y nos hemos apoyado en el modelo existente de financiación farmacéutica rotatoria, que atiende a 85 centros de salud periféricos.","Para implementar estas estrategias, aprovechamos nuestra asociación de 30 años con las autoridades sanitarias locales en las zonas rurales del oeste de Kenia y el plan de farmacias de fondos rotatorios existente que presta servicios a 85 centros de salud periféricos."
"A los cinco años, 585 (84.9%) de estos pacientes fueron analizados de nuevo.","A la edad 5.585 (84,9%) de estos pacientes fueron re-analizados."
"Segun los datos obtenidos, las MAP se prepararan de la siguiente forma: 89 seran preparadas desde el SF, 62 en unidad de enfermeria en planta de hospitalizacion pues son medicamentos que requieren administracion inmediata y 58 ya van acondicionados para su administracion por la industria.","De acuerdo con los datos, el MAP se preparará de la siguiente manera: 89 medicamentos se prepararán desde SF, 62 medicamentos en unidades de enfermería debido a su necesidad de administración inmediata y 58 ya están envasados para su administración por la industria."
"CONCLUSIÓN: El riesgo de pérdida del feto tras la amniocentesis y la BVC en gemelos es menor que lo reportado en el pasado y la tasa de pérdida del feto antes de las 24 semanas de gestación, o dentro de las 4 semanas posteriores al procedimiento, no difiere de la del riesgo de contexto en los embarazos de gemelos que no se someten a pruebas prenatales agresivas.","El riesgo de pérdida fetal después de la amniocentesis y el CVS en gemelos es menor que el reportado anteriormente y la tasa de pérdida fetal antes de las 24 semanas de gestación, o dentro de las 4 semanas después del procedimiento, no difirió del riesgo de fondo en el embarazo de gemelos no sometidos a pruebas prenatales invasivas."
"De un total de 1,346,388 días de observación, se registraron 16,913 tratamientos con antibióticos (una incidencia de 4,9 tratamientos por niño al año), siendo el mayor uso en el sur de Asia.","A lo largo de 1.346.388 días totales de observación, se registraron 16.913 ciclos de antibióticos (una incidencia de 4,9 ciclos por niño por año), con el mayor uso en el sur de Asia."
"Conclusión: de acuerdo con nuetros resultados, la población joven española no cumple las recomendaciones actuales tanto por presentar una baja ingesta total de líquidos como por realizar un alto consumo de bebidas azucaradas. Es importante que las intervenciones que intenten mejorar la ingesta de líquidos en los niños y adolescentes basen sus objetivos en alcanzar los valores de referencia de la EFSA con un enfoque especial, según nuestros resultados, consistente en mejorar los comportamientos de ingesta de líquidos en los adolescentes varones.","Conclusión: los hábitos de consumo de las poblaciones jóvenes españolas están muy alejados de las recomendaciones actuales debido a una baja ingesta de líquidos, específicamente agua, y una alta proporción de consumo de SSB en niños y adolescentes.Las intervenciones para asegurar que se cumplan las recomendaciones de EFSA TFI son de especial importancia para los niños y adolescentes, con un enfoque especial en los adolescentes varones, según nuestros resultados."
Las pruebas estadísticas se emplean con la finalidad de establecer la probabilidad de que una conclusión que se obtiene a partir de una muestra sea aplicable a la población de la cual se obtuvo.,Las pruebas estadísticas se utilizan para establecer la probabilidad de que una conclusión obtenida de una muestra sea aplicable a la población de la que se obtuvo.
Inicialmente al tejido adiposo se le consideró el almacén de lípidos y energía del organismo.,"Inicialmente, el tejido adiposo se consideraba el principal almacén de lípidos y energía del organismo."
El síndrome de Goldbloom es una rara entidad clínica de etiología desconocida que ocurre casi exclusivamente en pediatría.,"El síndrome de Goldbloom es una entidad clínica rara, de etiología desconocida que ocurre casi exclusivamente en población pediátrica."
"Los resultados muestran que los adolescentes viven un proceso de exclusión social y desconexión en diversas esferas de la vida y destaca el CAPSad, como un espacio importante en su día a día, aunque limitado en lo que se refiere a las acciones de atención y cuidado a los adolescentes.","Los resultados muestran que los adolescentes experimentan un proceso de exclusión social y desvinculación en diversas esferas de la vida, y destaca el CAPSad como un espacio importante en su día a día, aunque limitado en su atención a estos jóvenes."
"En una proporción importante de los pacientes con depresión, el tratamiento antidepresivo no lleva a una respuesta satisfactoria.",El tratamiento antidepresivo no conduce a una respuesta satisfactoria en una proporción significativa de pacientes con depresión.
Nuestro objetivo es evaluar características radiológicas prequirúrgicas y postquirúrgicas respecto a CR del primer metatarsiano en la cirugía de corrección de HV moderado a severo usando osteotomía de Chevron largo.,El objetivo de este estudio es evaluar las características radiológicas preoperatorias y postoperatorias con respecto a la CR del primer metatarso mediante osteotomía Chevron larga para VH moderada a severa.
"Las manifestaciones más frecuentes previas al ingreso fueron fiebre (74.5%), tos seca (61.2%), malestar general (51.8%) y disnea (51.0%); 19 pacientes (7.4%) ingresaron a la unidad de cuidados intensivos, donde la mortalidad fue de 50%; la mortalidad total fue de 16.9%.","Las manifestaciones más frecuentes antes del ingreso fueron fiebre (74,5%), tos seca (61,2%), malestar general (51,8%) y disnea (51,0%); 19 pacientes (7,4%) ingresaron a la unidad de cuidados intensivos, donde la mortalidad fue del 50%; la mortalidad general fue del 16,9%."
"Todavía hay exposiciones totalmente evitables a los carcinógenos, como está bien documentado en el caso del asbesto en Brasil.","Todavía hay exposiciones totalmente evitables a los carcinógenos, así documentadas en el caso del asbesto en Brasil."
Las respuestas de los niños y madres no mostraron diferencias por género (en el caso de los niños) o región del país.,Las respuestas de los niños y las madres no mostraron diferencias por sexo (en el caso de los niños) o región del país.
Postnatalmente se realizó resección del segmento afecto y ostomía.,"Cuatro pacientes presentaron complicaciones intestinales (1 atresia yejuana, 2 atresias ileales, 1 enterocolitis necrosante perforada), la mitad de ellos con diagnóstico prenatal."
La recuperación de todas las funciones cerebrales afectadas tras un ictus es esencial para la calidad de vida del paciente y la rehabilitación integral resulta clave.,"La recuperación de todas las funciones cerebrales afectadas tras un accidente cerebrovascular es esencial para la calidad de vida del paciente, con una rehabilitación integral clave."
"Diseño analítico longitudinal que incluyó información sobre estudios de mastografía de mujeres según grupo de edad (< 40 e ≥ 40), valoradas en unidades de la Secretaría de Salud, México, durante 2013-2017.","Diseño longitudinal, analítico que incluyó información sobre estudios de mamografía de mujeres según grupo de edad (< 40 y ≥ 40), evaluados en unidades del Ministerio de Salud de México durante 2013-2017."
"Presentaron burnout 14,3% de la muestra.","El agotamiento afectó al 14,3% de la muestra."
El incremento del receptor soluble de insulina en sangre podría ser un dato temprano de síndrome metabólico.,El aumento del receptor de insulina soluble en la sangre podría ser un signo temprano del síndrome metabólico.
"La mortalidad hospitalaria global fue 11,2% y la densidad de incidencia de mortalidad a largo plazo fue de 5,7 por cada 100 pacientes-año.","La mortalidad hospitalaria fue de 11,2% en general; la incidencia de mortalidad a largo plazo fue de 5,7 por 100 pacientes-años."
Esas noticias se divulgaron principalmente por medio de WhatsApp y Facebook.,La mayoría de las noticias falsas se difundieron a través de WhatsApp y Facebook.
"La IgE específica para Dermatophagoides farinae y pteronyssinus estuvo presente en 66.6%, para Blomia tropicalis, Ascaris lumbricoides, gato, plumas de perico, Penicillium notatum en 45.0, 24.7, 17.3, 14.8 y 12.3%, respectivamente.","IgE específica para Dermatophagoides farinae y Pteronyssinus estuvo presente en 66,6% de los pacientes; para Blomia tropicalis en 45,0%, para Ascaris lumbricoides en 24,7%, para gato en 17,3%, para plumas de loro en 14,8% y para Penicillium notatum en 12,3%."
"En Egipto, la tuberculosis es una enfermedad endemica que afecta a personas y animales.",La tuberculosis (TB) es una enfermedad endémica en animales y humanos en Egipto.
"MÉTODOS: De 1629 pacientes admitidos en el Departamento de Urgencias por cólico renal entre enero 2015 y diciembre 2016 estudiados con ecografía renal y TAC con contraste, 31 pacientes presentaron re-TUS categorizada en 3 estadios: a) difusión local, b) líquido libre y c) urinoma.","De los 1629 pacientes ingresados en el Servicio de Urgencias (SU) por cólico renal entre enero de 2015 y diciembre de 2016 y estudiados por US renal y TC con contraste (TCC), 31 pacientes presentaron un s-UUTR categorizado en 3 etapas: a) diseminación local, b) líquido libre, c) urinoma."
"Los pesos de discapacidad asignados en el estudio de 1990 de carga mundial de morbilidad a las secuelas de enfermedades como cataratas, cáncer y lesiones eran sustancialmente diferentes a los asignados en el estudio de 2010.","Los pesos de discapacidad asignados en el estudio GBD 1990 a las secuelas de afecciones como cataratas, cáncer y lesiones fueron sustancialmente diferentes de los asignados en el estudio GBD 2010."
"La presencia del parásito se determinó por microscopia y PCR-kDNA, y se realizó su caracterización mediante marcadores moleculares.","La presencia del parásito se determinó mediante microscopía y PCR-kDNA, y su caracterización se realizó mediante marcadores moleculares."
"La búsqueda, la selección y la presentación de los resultados se realizaron de acuerdo con el sistema Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA).","La búsqueda, selección y presentación de informes se realizaron de acuerdo con la declaración de Ítems de Información Preferidos para Revisiones Sistemáticas y Metaanálisis (PRISMA)."
Primero se discuten los estudios de meta-análisis recientes que dan cuenta de los hallazgos más confiables.,"En primer lugar, se discuten los estudios metaanalíticos recientes que reportan los hallazgos más confiables."
"La sensibilidad y especificidad de la prueba fue de 93.85 y 94.87%, los valores predictivos positivo y negativo de 96.83 y 90.24% y los cocientes de probabilidades positivo y negativo de 18.30 y 0.91.","La sensibilidad y especificidad de la prueba fue de 93,85% y 94,87%; los valores predictivos positivo y negativo fueron de 96,83% y 90,24%, y las relaciones de verosimilitud positiva y negativa fueron de 18,30 y 0,06."
Identificar los factores asociados con la activación del servicio de emergencias médicas (SEM) en pacientes que han padecido un ictus.,Identificar factores asociados a la activación de los servicios médicos de emergencia (SME) en accidente cerebrovascular.
La correcta interpretacion de cada test neurofisiologico disponible y la correlacion de los hallazgos en conjunto permiten comprender la fisiopatologia de la disfuncion anorrectal.,La correcta interpretación de cada una de las pruebas neurofisiológicas disponibles y la correlación de los hallazgos en su conjunto permiten comprender la fisiopatología de la disfunción anorectal.
"Ocho pacientes que fueron sometidos a nefrectomía por otras razones (tumor renal, traumatismo, etc) y tenían una UPU normal se incluyeron en el grupo 2.","Ocho pacientes sometidos a nefrectomía por otros motivos (tumor renal, trauma, etc.) y con PJU normal fueron aceptados como Grupo 2."
RESULTADOS: No se encontraron diferencias en la actividad diaria en ninguna intensidad o eje de movimiento entre los tres grupos.,No se encontraron diferencias en la actividad diaria en ninguna intensidad o eje de movimiento entre los tres grupos.
"Los datos se han presentado segregados por sexo y grupo de edad, así como por región, estado civil, hábito tabáquico, nivel de ingresos y estudios.","Los datos se han presentado estratificados por sexo y grupo de edad, y por región, estado civil, tabaquismo, ingresos y educación."
"Después de la intervención educativa hubo aumento del autocuidado en diabetes relacionado con los aspectos: dieta sana (p=0,027), orientación alimentaria (p=0,013) y examen de los pies (p=0,012).","Hubo un aumento en el autocuidado para la diabetes después de la intervención educativa relacionada con los aspectos: alimentación saludable (p = 0,027), instrucción dietética (p = 0,013) y examen del pie (p = 0,012)."
"Debido a esto último y al impacto de la tuberculosis y la paratuberculosis en la producción animal, en los últimos años se ha producido un avance significativo en los conocimientos de ambos agentes patógenos y de la interacción con sus hospedadores.","En los últimos años, esto y el impacto de la tuberculosis y la paratuberculosis en la producción animal han llevado a avances significativos en el conocimiento de ambos patógenos y sus interacciones con los huéspedes."
"La muestra se distribuyo en cuatro grupos: seleccion chilena, universidades privadas tradicionales, universidades estatales tradicionales y universidades privadas no tradicionales.","La muestra se dividió en 4 grupos; Selección Chilena, Universidades Privadas Tradicionales, Universidades Estatales y Universidades Privadas Tradicionales No Tradicionales."
"Conclusión: Se reconoce al NIAD inferior o superior al recomendado, el bajo nivel de AF, el elevado consumo de carbohidratos, y la edad superior a 29 años como variables relacionados con el SP y la GC elevada.","Se reconoce que un número alto o bajo de ingestas diarias de lo recomendado, un bajo nivel de actividad física, un alto consumo de carbohidratos y tener más de 29 años está relacionado con un alto sobrepeso y grasa corporal."
