reference,candidate
"Ambos de estos genes proveen instrucciones para producir una proteína llamada alfa globina, la cuál es un componente (subunidad) de hemoglobina.","Ambos genes proporcionan instrucciones para hacer una proteína llamada alfa-globina, que es un componente (subunidad) de la hemoglobina."
"La angiografía con fluoresceína y la fotografía del fondo se realizarán al comienzo y en el 1, 3, 6 y 12 mes del seguimiento de las visitas.","Se realizarán angiografías con fluoresceína y fotografías del fondo del riñón al inicio y en las visitas de seguimiento de 1, 3, 6 y 12 meses."
"Aunque no todos estos efectos adversos pueden ocurrir, si ocurren pueden necesitar atención médica.","Aunque no todos estos efectos adversos pueden ocurrir, si ocurren pueden requerir atención médica."
Aquí puedes aprender mucho más sobre los tratamientos del acné sin prescripción médica.,Puedes aprender mucho más sobre el tratamiento del acné que el tratamiento de la cicatriz aquí.
Se aplicará el test de Levene para la igualdad de varianzas para examinar la variabilidad de los movimientos de la epiglotis durante la deglución entre los grupos.,Se aplicará la prueba de Levene para la igualdad de varianzas para examinar la variabilidad de los movimientos de la epiglotis durante la deglución entre los grupos.
Las mujeres con un test de embarazo GCH de orina positiva y mujeres lactantes o mujeres que estén planeando quedarse embarazadas.,Mujeres con un resultado positivo en la prueba de embarazo de beta HCG en orina y mujeres en periodo de lactancia o que estén planeando quedar embarazadas.
"Por lo tanto, es de primordial importancia asegurar la cobertura de tejido del cartílago expuesto durante la reparación de la laceración auricular.","Por lo tanto, es de suma importancia garantizar la cobertura del tejido del cartílago expuesto durante la reparación de la laceración auricular."
"Mientras se prueba que los agentes anti-VEGF son eficaces en el tratamiento de la DMAE exudativa, su objetivo estrecho y su ventana de actividad puede limitar la durabilidad de su acción total.","Aunque los agentes anti-VEGF han demostrado ser muy eficaces en el tratamiento de la DMRA exsudativa, su objetivo estrecho y su ventana de actividad pueden limitar su durabilidad de acción en general."
La isquemia y las especies reactivas de oxígeno juegan un papel significativo en la patogénesis de la sepsis.,La isquemia y las especies reactivas de oxígeno juegan un papel importante en la patogénesis de la sepsis.
La acidosis metabólica es un problema bien reconocido en los pacientes con trasplante renal.,La acidosis metabólica es un problema bien reconocido en pacientes con trasplante renal.
"Por consiguiente, los bloqueos de nervios periarticulares proveen de un método alternativo mejor adaptado al paciente para aliviar el dolor postoperatorio de una RTC cuando lo comparamos con los bloqueos de nervios periféricos.","Por lo tanto, los bloqueos nerviosos periarticulares proporcionan un método alternativo y más amigable para el paciente para aliviar el dolor postoperatorio THR en comparación con los bloqueos nerviosos periféricos."
Esta fase es el periodo entre los episodios cuando los síntomas no están presentes.,Esta fase es el período entre los episodios en el que no hay síntomas.
Los pacientes con una combinación de terapia antiviral no son elegibles debido a las potenciales interacciones farmacocinéticas con everolimus y o lenalidomida.,Los pacientes en tratamiento antiviral combinado no son elegibles debido a la posibilidad de interacciones farmacocinéticas con everolimus y/ o lenalidomida.
Use el broncodilatador de corta acción si hay cualquier problema respiratorio entre las dosis de Serevent Diskus.,Utilice el broncodilatador de acción corta si hay problemas respiratorios entre dosis de Serevent Diskus.
"Por lo tanto, el síndrome de hueso hambriento requiere un decrecimiento abrupto en la liberación de PTH que altera el equilibrio entre el eflujo de calcio desde los huesos y el influjo en el esqueleto durante la remodelación del hueso.","Por lo tanto, el síndrome de hueso hambriento requiere una disminución abrupta en la liberación de PTH que altera el equilibrio entre el flujo de calcio desde el hueso y la afluencia al esqueleto durante la remodelación ósea."
La neovascularización coroidea en la enfermedad de Best se caracteriza la mayoría de las veces por una hemorragia subretinal y puede resultar como consecuencia de una herida ocular incidental.,"La neovascularización coroidal en la enfermedad de Best se caracteriza con mayor frecuencia por hemorragia subretinal, y puede ser el resultado de una lesión ocular incidental."
"Las complicaciones fueron más frecuentes inmediatamente después de la administración de los agentes quimioterapéuticos, con una declinación gradual sobre las siguientes tres semanas.","Las complicaciones fueron más frecuentes inmediatamente después de la administración de los agentes quimioterapéuticos, con una disminución gradual durante las 3 semanas siguientes."
Preliminarmente determinar los efectos de este medicamento sobre la inversión de la metilación del gen promotor del tumor en estos pacientes.,"Determinar, preliminarmente, los efectos de este fármaco en la reversión de la metilación del gen promotor del tumor en estos pacientes."
Intentamos recoger información de todos lo pacientes incluidos con o desarrollando DAP/SDRA con el objetivo de entender la epidemiología y la historia natural del daño pulmonar agudo.,Tenemos la intención de recopilar datos de todos los pacientes ingresados con o desarrollando ALI/ARDS con el objetivo de comprender la epidemiología y la historia natural de la lesión pulmonar aguda.
"Para aquellos que sufren fibrilación ventricular/ taquicardia ventricular, estudios previos revelaron que la resucitación cardiopulmonar pre-shock tiene el potencial de mejorar el resultado.","En el caso de las personas que sufren de fibrilación ventricular/ taquicardia ventricular, estudios previos revelaron que la reanimación cardiopulmonar previa al choque puede tener el potencial de mejorar el resultado."
"Las infecciones en estos sitios son algunas veces derivadas como carbuncos renales (o riñón) y abscesos perianales, respectivamente.","Las infecciones en estos sitios a veces se denominan carbúnculos renales (o renales) y abscesos perirenales, respectivamente."
"El tamaño de la herida, citoquinas pro-inflamatorias, citologías y foto se realizan cada 14 días en el hospital.","El tamaño de la herida, las citoquinas proinflamatorias, las frotis y las fotos se hacen cada 14 días en el hospital."
"El cultivo de medio sólido, el cual se realiza en algunos laboratorios bien equipados, es más sensible que la microscopía pero la consecución de resultados lleva hasta 8 semanas.","El cultivo en un medio sólido, que se realiza en algunos laboratorios bien equipados, es más sensible que la microscopía, pero se tarda hasta 8 semanas en obtener el resultado."
Varios estudios han demostrado que una dosis oral alta de PPI es igualmente efectiva que la ruta intravenosa para incrementar el pH intragástrico más de 6 y reducir el sangrado recurrente.,Varios estudios han demostrado que la administración oral de altas dosis de IPP es igualmente eficaz para elevar el pH intragástrico a más de 6 y reducir el sangrado recurrente como la vía intravenosa.
Los pacientes en fase 2 no deben ser candidatos para la cirugía electiva de reemplazo de válvula aórtica.,Los pacientes en fase 2 no deben ser candidatos adecuados para el reemplazo quirúrgico de la válvula aórtica.
"Aunque es poco común en niños, es importante identificar y tratar IE debido a su significativa morbilidad y mortalidad.","Aunque poco frecuente en niños, es importante identificar y tratar la IE debido a su significativa morbilidad y mortalidad."
Antes de la quimioterapia y la radioterapia dentro de las 4 semanas anteriores a la entrada del estudio (6 semanas para nitrosoureas y mitomicina C).,Quimioterapia o radioterapia previa en las 4 semanas anteriores al inicio del estudio (6 semanas para nitrosoureas y mitomicina C).
También tienen un papel definido para facilitar la extubación en los infantes prematuros con muy bajo peso.,También tienen un papel definido en facilitar la extubación en los bebés prematuros de muy bajo peso al nacer.
Sólo recientemente se ha probado que la enfermedad de la válvula aórtica calcificante pertenece a la familia de la aterosclerosis.,"Sólo recientemente, la enfermedad de la válvula aórtica calcificada, fue probada como perteneciente a la familia de la aterosclerosis."
Esto puede representar un proceso diferente que la clásica neovascularización coroidea que se observa en otras enfermedades maculares.,Esto puede representar un proceso diferente al de la neovascularización coroidal clásica que se observa en otras enfermedades maculares.
"Una exposición prolongada a un ruido excesivamente alto (ej. Procedente de motosierras, pistola o incluso de música fuerte) puede conducir a una hipoacusia temporal o permanente o tinnitus.","La exposición prolongada a ruidos excesivamente fuertes (por ejemplo, de motosierras, disparos o incluso música fuerte) puede provocar pérdida auditiva temporal o permanente y tinnitus."
Existe una a pérdida de una mutación de globina alfa en los portadores ocultos de alfa talasemia.,Se encuentra una pérdida de un alelo de alfa-globina en los portadores silenciosos de alfa talasemia.
La abstinencia del alcohol permanente y de por vida es el mejor tratamiento para aquellos que han realizado una abstinencia.,La abstinencia permanente y de por vida del alcohol es el mejor tratamiento para los que han pasado por la abstinencia.
Los participantes al comienzo responderán las preguntas del cuestionario relacionadas con su motivación y planes (o ausencia de ellos) para dejar de fumar.,Los participantes en el punto de partida responderán a una serie de preguntas sobre su motivación y planes (o falta de ellos) para dejar de fumar.
Diseñado por médicos para médicos para aumentar la calidad del cuidado y prevenir los errores diagnósticos.,Diseñado para médicos por médicos para mejorar la calidad de la atención y prevenir errores de diagnóstico.
"Para este fin, técnicas endoscópicas para la extracción de la vena safena han demostrado que reducen la morbilidad post-operativa.","Para este fin, se ha demostrado que las técnicas de extracción endoscópica de venas safenoides reducen la morbilidad postoperatoria."
El médico del estudio dará Cipro XR a algunas personas para ver si es seguro y funciona para tratar infecciones complicadas del tracto urinario causadas por Pseudomonas aeruginosa.,El médico del estudio administrará Cipro XR a algunas personas para comprobar si es seguro y eficaz para tratar infecciones urinarias complicadas causadas por Pseudomonas aeruginosa.
"Los tejidos del cuerpo (grasa, músculo, fluido e incluso aire) aparecerán como sombras de gris.","Los tejidos corporales (grasa, músculos, líquidos e incluso aire) aparecerán como tonos de gris."
El segundo objetivo fue comparar la protección renal a largo plazo entre benazepril y losartan en condiciones clínicas similares.,El segundo objetivo fue comparar la protección renal a largo plazo entre benazepril y losartan en un entorno clínico similar.
"Te preguntas si los esteroides pueden tener algún beneficio, pero tu médico pregunta si existe alguna evidencia.","Usted se pregunta si los esteroides pueden ser de algún beneficio, pero su consultor se pregunta si hay alguna evidencia."
La obstrucción del conducto biliar es un bloqueo en los tubos que transportan la bilis desde el hígado a la vesícula biliar y al intestino delgado.,La obstrucción del conducto biliar es una obstrucción en los tubos que transportan la bilis desde el hígado a la vesícula biliar y el intestino delgado.
"El coágulo fue lavado (centro), para revelar una base de úlcera eritematosa con un vaso sanguíneo visible.","El coágulo fue lavado (centro), para revelar una base de úlcera eritematosa con un vaso visible."
La incidencia de EPOC es sobre 2-3 por 100 y la prevalencia de 12-19 por 1000 pacientes en la Atención Primaria holandesa.,La incidencia de la EPOC es de aproximadamente 2-3 por 1000 y la prevalencia de 12-19 por 1000 pacientes en la atención primaria de salud holandesa.
"Se usan un número de diferentes combinaciones de medicamentos, comúnmente un curso de 2 antibióticos y un medicamento para la curación de úlceras.","Se utilizan varias combinaciones de medicamentos diferentes, más comúnmente un ciclo de 2 antibióticos y un medicamento para curar úlceras."
"Visita tratamiento de acné en adultos para obtener más información, consejos prácticos y revisiones sobre las cicatrices del acné y el mejor tratamiento disponible para las cicatrices del acné.","Para obtener más información, consejos y reseñas sobre las cicatrices del acné y el mejor tratamiento de cicatrices del acné disponible, visite tratamiento del acné en adultos."
El día del reclutamiento se define como el día 0 del estudio.,El día de inscripción se define como el día de estudio 0.
"Además, el trasplante de hepatocitos no interferiría con el trasplante de hígado subsecuente, si llega a ser necesario.","Además, el trasplante de hepatocitos no interferiría con el trasplante de hígado posterior, en caso de que sea necesario."
Había vasos del ángulo derecho y telangiectasias en la mácula central.,Había vasos rectángulos y telangiectasias en la mácula central.
El ensayo se para si no se ven más de 2 respuestas entre los primeros 20 pacientes.,El ensayo se detiene si no se observan más de 2 respuestas entre los primeros 20 de estos pacientes.
"Este artículo discute las causas, síntomas y el tratamiento de la colitis ulcerosa.","Este artículo analiza las causas, los síntomas y el tratamiento de la colitis ulcerosa."
"Los sujetos con una sensibilidad conocida de una reacción adversa previa a la gabapentina, lorazepam u otras benzodiazepinas.","Sujetos con sensibilidad conocida de reacción adversa previa a gabapentina, lorazepam u otras benzodiazepinas."
"Se usó US para detectar AAA, trombosis venosa profunda proximal (TVP), y embarazo ectópico con una alta sensibilidad y especificidad.","US también se utilizó para detectar AAA, trombosis venosa profunda proximal (TVP) y embarazo ectópico con alta sensibilidad y especificidad."
Se tratará a los infantes con disfagia/aspiración crónica como los médicos de Atención Primaria determinaron.,El tratamiento de la disfagia/aspiración crónica de los lactantes se realizará según lo determinado por el médico de atención primaria.
"Si te interesa mantener un enfoque totalmente natural para limpiar tu piel, cámbiate al aceite del árbol del té para el tratamiento del acné.","Si usted está interesado en mantener un enfoque totalmente natural para limpiar su piel, recurrir a aceite de árbol de té para el tratamiento del acné."
La asociación entre los niveles basales Dímero-D y la muerte debido a enfermedad cardiovascular fue menos significativa de forma notable.,"En particular, la asociación entre los niveles basales de D-dimero y la muerte por enfermedad cardiovascular fue menos significativa."
"Sin embargo, desde el diagnóstico del IM silencioso se basa en la aparición incidental de ondas Q en la electrocardiografía de 12 derivaciones, no se ha descrito el síndrome de IM silencioso sin ondas Q.","Sin embargo, dado que el diagnóstico de infarto de miocardio no reconocido se basa en la aparición de ondas Q incidentales en la electrocardiografía de 12 derivaciones, no se ha descrito el síndrome de infarto de miocardio no reconocido sin ondas Q."
"Si te preocupa la forma en que aparece una cicatriz, varios tratamientos pueden minimizarla.","Si la apariencia de una cicatriz le molesta, varios tratamientos podrían minimizarla."
Se tratarán aquí estas complicaciones de pancreatitis crónica y su manejo.,Estas complicaciones de la pancreatitis crónica y su tratamiento serán revisados aquí.
Un hematoma subdural crónico es una acumulación de sangre en el espacio intracraneal entre la membrana cerebral (duramadre) y el cerebro.,Un hematoma subdural crónico es una acumulación de sangre en el espacio intracraneal entre la membrana cerebral (dura mater) y el cerebro.
Compararemos diferentes formas de emparejar los cuadernillos con los fumadores que varían en su motivación para dejar de fumar.,Compararemos diferentes maneras de hacer coincidir los folletos con los fumadores que tienen diferentes motivaciones para dejar de fumar.
Los participantes tomando aspirina y otros AINEs en el momento de las visitas del estudio.,Los participantes que tomaban aspirina y/ u otros AINE en el momento de las visitas al estudio.
El reemplazo de rodilla total es una operación con mucho éxito y la demanda de este procedimiento es importante y mucho mayor que la de cirugía de cadera.,"El reemplazo total de rodilla es una operación muy exitosa, y la demanda mundial de este procedimiento es significativa, y mucho mayor que la de la cirugía de cadera."
Understanding NetWellness suministra la información de salud de mayor calidad y servicios educativos creados y evaluados por la facultad o universidades asociadas.,Comprender NetWellness proporciona la información de salud de más alta calidad y servicios de educación creados y evaluados por profesores de nuestras universidades asociadas.
Los rellenadores se pueden usar para otros procedimientos de rejuvenecimiento tales como el estiramiento facial y la blefaroplastia.,Los rellenos pueden usarse además de otros procedimientos de rejuvenecimiento facial como un estiramiento facial y cirugía de párpados.
"Otros quieren un realzamiento del pecho, donde los pechos son operados, se retira el tejido y los músculos son ""estirados"", así que el pecho tiene una apariencia más joven y llena de vitalidad.","Otras desean un levantamiento de senos, en el que se les opera, se extrae el tejido y se ""levantan"" los músculos, de modo que el seno tenga un aspecto más joven y vigoroso."
"Los investigadores no usaron ciertos criterios de los protocolos originales, los cuáles no estaban disponibles en el entorno prehospitalario (ej. Radiografía de pecho).","Los investigadores no utilizaron ciertos criterios de los protocolos originales, que no estaban disponibles en el entorno prehospitalario (por ejemplo, radiografía de tórax)."
El material no tiene la intención de reemplazar el cuidado médico profesional por un especialista cualificado y no debería usarse como base de un diagnóstico o tratamiento.,El material no pretende sustituir en modo alguno la atención médica profesional de un especialista cualificado y no debe utilizarse como base para el diagnóstico o el tratamiento.
Fuente: NCI. Los rayos x del pecho muestran estructuras anatómicas dentro del pecho.,Las radiografías de tórax muestran estructuras anatómicas dentro del tórax.
"Durante la interacción con pacientes y sus familiares, el profesional sanitario comunica efectivamente y demuestra comportamientos de comprensión y respeto.","Al interactuar con los pacientes y sus familias, el profesional de la salud se comunica de manera efectiva y demuestra comportamientos de cuidado y respeto."
Puedes encontrar útiles los siguientes recursos sobre Agammaglobulinemia ligada al cromosoma X.,Puede que le resulten útiles los siguientes recursos sobre la agammaglobulinemia ligada al X.
"Específicamente para la cirugía de cáncer de pecho, la evidencia sugiere que el uso de bloqueos paravertebrales provee a los pacientes de una recuperación de mayor calidad tras la operación.","Específicamente para la cirugía de cáncer de mama, la evidencia ha sugerido que el uso de bloqueos paravertebrales proporciona a los pacientes una mejor calidad de recuperación después de la cirugía."
Antihistamínicos y otros medicamentos para las náuseas son tratamientos seguros y efectivos para la náusea y el vómito en embarazadas.,Los antihistamínicos y otros medicamentos anti-náuseas son tratamientos seguros y efectivos para las náuseas y vómitos relacionados con el embarazo.
"En China, más de 390000 pacientes nuevos se diagnostican con cáncer gástrico y más de 300000 pacientes mueren debido a esta terrible enfermedad.","En China, más de 390.000 pacientes nuevos son diagnosticados con cáncer gástrico y más de 300.000 pacientes mueren por la terrible enfermedad cada año."
Los núcleos son uniformes en tamaño y forma y muestran polaridad normal con sus ejes perpendiculares a la membrana base.,Los núcleos son uniformes en tamaño y forma y muestran polaridad normal con sus ejes perpendiculares a la membrana del sótano.
El acné es unos de las condiciones más comunes y molestas para los adolescentes.,El acné es una de las enfermedades de la piel más comunes y molestas para la adolescencia.
Un ensayo clínico comparando angioplastia coronaria primaria con activador titular de plasminógeno para el infarto miocardíaco agudo.,Un ensayo clínico que compara la angioplastia coronaria primaria con el activador de plasminógeno tisular para el infarto agudo de miocardio.
