reference,candidate
Síndrome de oftalmoplejía-discapacidad intelectual-lengua escrotal,Síndrome de la fatiga oftalmoplegia- discapacidad intelectual- lengua escrotalis
Anomalía del desarrollo del segmento anterior sin manifestaciones extraoculares,Anomalia del desarrollo del segmento anterior sin manifestaciones extraoculares
Síndrome del cromosoma 18 en anillo,Síndrome del cromosoma anillo 18
Síndrome de microdeleción 8q24.3,Síndrome de microdelección
Síndrome compartimental neonatal,Síndrome del compartimento neonatal
Hipospadias posteriores,Hipospadias posteriores no síndrómicas
Síndrome disgenésico del tronco encefálico de Athabaskan,Síndrome de disgenesis del tronco cerebral atabasco
Síndrome progeroide,Síndrome de progeroides
Tirosinemia tipo 3,Tirosinemia tipo 3
Tetraplejía espástica congénita hereditaria,Tetraplegia espástica congénita heredada
Deficiencia de acil-CoA deshidrogenasa de cadena media,Deficiencia de la deshidrogenasa acil-CoA de cadena media
Sindrome coxo-podo-patelar,Síndrome de Coxopodopatellar
Enfermedad de la ferroportina,Enfermedad por ferroportina
Discapacidad visual cerebral,Inhabilidad visual cerebral
Enfermedad de Pelizaeus-Merzbacher,Enfermedad de Pelizaeus-Merzbacher
Neuropatía sensitiva autonómica de inicio facial,La aparición sensorial y neuronopatía motora facial
Craneosinostosis unicoronal y sagital no sindrómica,Crániosinosistosis unicoronal y sagital no síndrómica
"Síndrome de depleción del ADN mitocondrial, forma hepato-cerebro-renal","Síndrome de agotamiento del ADN mitocondrial, forma hepatocerebrorenal"
Síndrome de displasia frontonasal-microftalmia grave-fisura facial grave,Displasia frontonal- microftalmia grave- síndrome de fisura facial grave
Síndrome GMS,Síndrome del SGC
Paraparesia espástica hereditaria autosómica recesiva pura,Paraplégia espástica pura recesivista autosómica
Catarata sutural de inicio precoz,Catarata sutural de inicio temprano
Síndrome de Axenfeld-Rieger,Síndrome de Axenfeld-Rieger
Síndrome de epilepsia de inicio en la adolescencia,Síndrome de epilepsia en la adolescencia
Tratamiento de la incontinencia fecal ligada a una anastomosis íleo-anal con bolsa,Incontinencia fecal relacionada con la anastomosis anal de bolsa ileal
Hemoglobinuria paroxística nocturna,Hemoglobinuria nocturna paroxismal
Policitemia secundaria adquirida,Policitemia secundaria adquirida
Cistinuria tipo B,Cistinuria tipo B
Síndrome de discapacidad intelectual grave-lenguaje pobre-estrabismo-cara con muecas-dedos largos,"Discapacidad intelectual grave, lenguaje pobre, estrabismo, maquillaje, síndrome de los dedos largos de la cara"
OBSOLETO: Trastorno de la succión/deglución sindrómico sin síndrome identificado,OBSOLETE: Trastorno de succión/ingestión síndrómico con síndrome no identificado
Síndrome de hipopigmentación-queratodermia palmoplantar punctata,Síndrome de queratodermia palmoplantar hipopigmentada-punctada
Síndrome orofaciodigital tipo 12,Síndrome orofaciodigital tipo 12
Anomalía del filum fibrolipomatoso,Anomalia del filum fibrolipomato
Discapacidad intelectual ligada al cromosoma X tipo Seemanova,"Discapacidad intelectual relacionada con X, tipo Seemanova"
Síndrome de miopía alta-sordera neurosensorial,Síndrome de sordera neurosensorial de miopía alta
Ataxia espinocerebelosa tipo 1,Ataxia espinocerebellar tipo 1
Discapacidad intelectual sindrómica ligada al cromosoma X tipo 7,Síndrome de discapacidad intelectual relacionada con X 7
Síndrome de microcefalia-retraso del crecimiento-prognatismo-critorquidia ligado al cromosoma X,"Síndrome de microcefalia ligada a X, retraso del crecimiento, progránatismo y criptorquismo"
Síndrome del cromosoma 11 en anillo,Síndrome del cromosoma anillo 11
Bronquio puente no sindrómico,Bronchos que no son síndromicos
Distrofia muscular congénita,Distrofia muscular congénita
Síndrome de Von Willebrand adquirido,Síndrome de von Willebrand adquirido
Miastenia grave juvenil,Miastenia gravis juvenil
Síndrome hereditario de neuropatía sensitiva-sordera-demencia,Síndrome de neuropatía sensorial hereditaria- sordera- demencia
Migraña hemipléjica familiar o esporádica,Enfermedad hemiplégica familiar o esporádica
Poiquilodermia acroqueratósica hereditaria,Poikiloderma acrokeratótica hereditaria
Deficiencia congénita del factor XI,Deficiencia congénita del factor XI
Ptosis congénita,Ptosis congénita
Acidosis tubular renal distal autosómica recesiva sin sordera,Acidosis renal tubular distal autosómica recesiva sin sordera
Atrofia progresiva bifocal de la coroides y la retina,Atrofia progresiva de la coreoretiña bifocal
Síndrome epiléptico infantil de los Amish,Síndrome de epilepsia infantil Amish
Síndrome de Barth,Síndrome de Barth
Exencefalia aislada,Exencefalia aislada
Síndrome de Bernard-Soulier,Síndrome de Bernard-Soulier
"Síndrome con anomalía del desarrollo sexual 46,XY","Síndrome con 46,XY diferencia de desarrollo sexual"
Síndrome de ataxia espástica-epilepsia mioclónica-neuropatía de inicio precoz,Síndrome de ataxia espástica-myoclónica de inicio temprano- epilepsia-neuropatía
Defecto en el complejo oligomérico conservado de Golgi,Defecto en el complejo oligomérico Golgi conservado
Síndrome de Feingold tipo 2,Síndrome de Feingold tipo 2
Deficiencia congénita del factor X,Deficiencia congénita del factor X
Ataxia con demencia de inicio tardío,Ataxia de inicio tardío con demencia
Deficiencia de sulfito oxidasa por deficiencia del cofactor molibdeno tipo B,Deficiencia de sulfite oxidasa debido a la deficiencia de cofactores de molibdeno tipo B
Síndrome de enfermedad inflamatoria intestinal-infecciones sinopulmonares recurrentes,Síndrome de infecciones sinopulmonares inflamatorias recurrentes a la enfermedad intestinal
Síndrome de la piel apergaminada,Síndrome de piel rígida
Linfoma extranodal nasal de células NK/T,Linfoma de células NK/T nasales extranodal
Leucoencefalitis esclerosante subaguda,Leucencefalitis esclerosis subaguda
Defectos cualitativos o cuantitativos del colágeno 6,Defectos cualitativos o cuantitativos del colágeno 6
Enfermedad del desembarco,El desembarco
OBSOLETO: Dolor crónico que requiere de analgesia intraespinal,OBSOLETE: Dolor crónico que requiere analgesia intraspinal
OBSOLETO: Simbraquidactilia unilateral de manos y pies,"OBSOLETE: Simbraquidactilia de la mano y del pie, unilateral"
Carcinoma sólido pseudopapilar de páncreas,Carcinoma pseudopapillar sólido del páncreas
Retorno venoso pulmonar anómalo congénito,Anomalia congénita de retorno venoso pulmonar
Paraparesia espástica hereditaria autosómica dominante pura,Paraplégia espástica pura dominante autosómica
Síndrome de Klippel-Feil aislado,Síndrome aislado de Klippel-Feil
Síndrome de Pierre Robin-discapacidad intelectual-braquidactilia,Discapacidad intelectual-braquidactilia-síndrome de Pierre Robin
Síndrome PASH,Síndrome de PASH
Síndrome de Camurati-Engelmann,Enfermedad de Camurati-Engelmann
Parálisis congénita del nervio abducens,Abducción congénita parálisis nerviosa
Leuconiquia total,Leuconychia totalis
Síndrome femoral-facial,Síndrome fémoral-facial
Carcinoma asociado al virus de Epstein-Barr,Carcinoma asociado con el virus Epstein-Barr
OBSOLETO: Ausencia congénita unilateral de la parte superior del brazo y el antebrazo con presencia de la mano,"OBSOLETE: ausencia congénita de la parte superior del brazo y del antebrazo con presencia de la mano, unilateral"
Hiperostosis endostal tipo Worth,"Hiperostosis endosteal, tipo Worth"
Histiocitosis de células de Langerhans,Histiocitosis celular de Langerhans
Hemihiperplasia aislada,Hemihiperplasia aislada
Distrofia corneal granular tipo 2,Distrofia granular de la córnea tipo II
Displasia espondiloepifisaria con acortamiento metatarsiano,Displasia espondilopepifisa con acortamiento metatarcial
Malformación genética del cerebelo,Malformación genética del cerebelo
"Mucopolisacaridosis tipo 2, forma atenuada","Mucopolisasacaridosis tipo 2, forma atenuada"
Trastorno hemorrágico raro por una anomalía plaquetaria constitucional,Trastorno hemorrágico raro debido a una anomalía plaquetaria constitucional
OBSOLETO: Enfermedad de la membrana basal,OBSOLETE: enfermedad de la membrana del sótano
Transposición no corregida congénitamente de las grandes arterias con coartación,Trasposición congénita no corregida de las grandes arterias con coarctación
Pseudohipoparatiroidismo tipo 1B,Pseudohipoparathyroidism tipo 1B
Leucemia mieloide aguda y síndromes mielodisplásicos relacionados con la radiación,Leucemia mieloide aguda y síndromes mielodisplásicos relacionados con la radiación
Apnea del lactante,Apnea infantil
Trombosis primitiva venosa portal,Trombosis venosa de portales primitiva
Enfermedad de Erdheim-Chester,Enfermedad de Erdheim-Chester
Poliendocrinopatía genética,Polyendocrinopatía genética
Fiebre amarilla,Fiebre amarilla
Inmunodeficiencia por deficiencia de ficolina3,Inmunodeficiencia debido a la deficiencia de ficolina3
Síndrome de Lennox-Gastaut,Síndrome de Lennox-Gastaut
Uveítis,Uveitis
Síndrome de Fried,Síndrome de Fried
Leucoencefalopatía con calcificaciones y quistes,Leucencefalopatía con calcificaciones y quistes
Epulis congénito,Epulitis congénita
Enfermedad similar a Pelizaeus-Merzbacher por una mutación en el gen HSPD1,Enfermedad similar a la de Pelizaeus-Merzbacher debido a la mutación HSPD1
Deficiencia de hormona pituitaria por enfermedad de las meninges,Deficiencia hormonal pituitaria de origen meningeal
Síndrome espondilo-ocular,Síndrome espondilo-ocular
"Anomalías cualitativas o cuantitativas de la proteína O-manosa beta 1,2N-N-acetilglucosamina transferasa","Defectos cualitativos o cuantitativos de la proteína O-mannosa beta1,2N-acetilglucosaminiltransferasa"
Hipomagnesemia primaria con hipocalcemia secundaria,Hipomagnesemia primaria con hipocalcemia secundaria
Tumor renal raro,Tumor renal raro
Síndrome de Bainbridge-Ropers,Síndrome de Bainbridge-Ropers
Endocarditis infecciosa,Endocarditis infecciosa
Lisencefalia clásica,Lisensefalia clásica
Tuberculosis del sistema nervioso central,Tuberculosis del sistema nervioso central
Hipertiroidismo familiar gestacional,Hipertiroidismo gestacional familiar
Tumor neuroendocrino de recto,Tumor neuroendocrino del recto
Vasculitis por deficiencia de ADA2,Vasculitis debido a la deficiencia de ADA2
"OBSOLETO: Discapacidad intelectual-anomalías faciales, tipo Davis-Lafer","OBSOLETE: Discapacidad intelectual - caras inusuales, tipo Davis-Lafer"
Síndrome triple A,Síndrome de la triple A
Coloboma-fisura labiopalatina-discapacidad intelectual,Coloboma uveal-labio y discapacidad intelectual del paladar
Ataxia cerebelosa autosómica recesiva de inicio en el adulto,Ataxia cerebelosa autosómica recesiva en adultos
OBSOLETO: Sobrecarga de hierro hereditaria con anemia,OBSOLETE: sobrecarga hereditaria de hierro con anemia
VACTERL con hidrocefalia,VACTERL con hidrocefalia
Asociación esquisis,Asociación de personas con discapacidad
Estenosis del seno coronario,Estenosis de los senos coronarios
OBSOLETO: Artritis idiopática juvenil oligoarticular sin anticuerpos antinucleares,OBSOLETE: Artritis idiopática juvenil oligoarticular sin anticuerpos nucleares
Carcinoma de células escamosas de las glándulas salivares,Carcinoma de células escamosas de las glándulas salivales
Síndrome de dificultad respiratoria aguda del lactante,Síndrome de angustia respiratoria aguda infantil
Mielomeningocele verdadero,Mielomeningocele verdadero
Enfermedad reumatológica pediátrica rara,Enfermedad reumatológica pediátrica rara
OBSOLETO: Miopatia congénita con acúmulo de proteina,OBSOLETE: Miopatía congénita con acumulación de proteínas
Enteropatía autoinmune primaria,Enteropatía autoinmune primaria
Mucolipidosis tipo IV,Mucolipidosis tipo IV
Craneosinostosis bilambdoidea y sagital no sindrómica,Bilambdoides no síndrómicos y craniosinostois sagital
Hiperpigmentación genética de la piel,Hiperpigmentación genética de la piel
Elevación aislada asintomática de creatinfosfoquinasa,Elevación aislada asintomática de la creatina fosfokinasa
Neuropatía sensitivo-motora hereditaria tipo 6,Neuropatía motor y sensorial hereditaria tipo 6
Eritroblastopenia transitoria de la infancia,Eritroblastopenia transitoria de la infancia
Síndrome de hipomielinización-hipogonadismo hipogonadotrópico-hipodoncia,Síndrome de hipogonadismo-hipodoncia hipogomyelinado-hipogonadotropico
Anomalía de la arteria pulmonar o de la rama pulmonar,Anomalías de la arteria pulmonar o de las ramas pulmonares
Encefalopatía epiléptica neonatal por deficiencia de glutaminasa,Encefalopatía neonatal epiléptica debido a la deficiencia de glutaminasa
Deficiencia congénita de precalicreína,Deficiencia congénita de precállicrein
Linfoma difuso de células grandes B,Linfoma de células B grandes difusos
Atresia de coanas bilateral,"Atresia choanal, bilateral"
Deleción parcial del brazo largo del cromosoma 15,Eliminación parcial del brazo largo del cromosoma 15
Enfermedad de Sandhoff,Enfermedad de Sandhoff
Catarata congénita con microcórnea y opacidad corneal,Microcornea de cataratas congénitas con opacidad corneal
Síndrome autoinflamatorio-inmunodeficiencia-disfunción neutrofílica asociado al gen CEBPE,Síndrome de disfunción autoinflamatoria-inmunodeficiencia-neutrófil asociado con CEBPE
Cutis verticis gyrata primaria no esencial,Cutas verticas giratas primarias no esenciales
OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto en el desarrollo o estructural de los testículos,OBSOLETE: Infertilidad masculina con virilización normal debido a un defecto testicular de desarrollo o estructural
Botulismo por inhalación,Botulismo por inhalación
Linfoma mediastínico primario de células B grandes,Linfoma de células B grandes mediastinales primarias
Distonía focal autosómica dominante tipo DYT25,"Distonia focal dominante autosómica, tipo DYT25"
NO ES ENFERMEDAD RARA EN EUROPA: Gonorrea,NO RARAS EN EUROPE: Gonorrea
Osteogénesis imperfecta tipo 2,Osteogénesis imperfecta tipo 2
Taquicardia ventricular incesante infantil,Taquicardia ventricular infantil incesante
Mielitis transversa aguda idiopática,Militis transversal aguda idiopática
Ataxia autosómica recesiva tipo Beauce,"Ataxia recesivista autosómica, tipo Beauce"
Demencia cerebrovascular rara,Demencia cerebrovascular rara
Fiebre por arbovirus,Fiebre por arbovirus
Trisomía 9p,Trisomía 9p
Deficiencia combinada de la fosforilación oxidativa tipo 30,Defecto de fosforilación oxidativa combinada tipo 30
Monosomía autosómica,Monosomía autosómica
Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,Infecciones recurrentes asociadas con deficiencia de isotipos raros de inmunoglobulina
Síndrome de Leigh con miocardiopatía,Síndrome de Leigh con cardiomiopatía
OBSOLETO: Linfedema tardío,OBSOLETE: linfedema tardía
Meningocele craneal,Meningocele craneal
Síndrome de enfermedad postorgásmica,Síndrome de enfermedad postorgasmática
Infertilidad femenina rara por disgenesia gonadal,Infertilidad femenina rara debido a la disgenesis gonadal
Inmunodeficiencia por anomalía en la cascada del complemento,Inmunodeficiencia debido a una anomalía de la proteína en cascada de complemento
"Anomalía del desarrollo sexual 46,XY de origen endocrino","46, XY diferencia de desarrollo sexual de origen endocrino"
Síndrome de Felty,Síndrome de Felty
Síndrome de Cronkhite-Canada,Síndrome de Cronkhite-Canada
Síndrome de ptosis-parálisis de las cuerdas vocales,Síndrome de parálisis de cordón vocal-ptosis
Retinopatía externa anular aguda,Retinopatía externa anular aguda
Síndrome acro-cardio-facial,Síndrome acrocardiofacial
Síndrome de insensibilidad a los andrógenos,Síndrome de insensibilidad a los andrógenos
Hipertensión arterial pulmonar,Hipertensión arterial pulmonar
Síndrome de megacolon de Goldberg-Shprintzen,Síndrome del megacolón Goldberg-Shprintzen
Tumor glial,Tumor de la glia
Hipoplasia suprarrenal congénita,Hipoplasia congénita adrenal
Infertilidad masculina por azoospermia obstructiva,Infertilidad masculina debido a azoospermia obstructiva
Enfermedad CLN4A,Enfermedad CLN4A
Encefalopatía hiperamonémica por deficiencia de anhidrasa carbónica VA,Encefalopatía hiperamónémica debido a la deficiencia de anidrasa carbónica en VA
Síndrome de hidrocefalia-obesidad-hipogonadismo,Síndrome de hidrocefalia-obesidad-hipogonadismo
Blastoma pleuro-pulmonar tipo 2,Blastoma pleuropulmonar tipo 2
Enfermedad de Behçet,Enfermedad de Behçet
Anomalía del desarrollo sexual por anomalías del cromosoma sexual,Diferencia de cromosoma sexual del desarrollo sexual
Aciduria 3-metilglutacónica,Aciduria 3-metilglutacónica
Pentosuria,Pentosuria
Lipoma espinal dorsal,Lipoma de la médula espinal dorsale
Sordera rara,Sordera rara
Síndrome de ictiosis-anomalías orales y digitales,Síndrome de anomalías orales y digitales de ictiosis
OBSOLETO: Encefalitis límbica con anticuerpos DPP6,OBSOLETE: Encefalitis límbica con anticuerpos DPP6
OBSOLETO: Síndrome de anomalías aurículo-oculares-fisura labial,OBSOLETE: Anomalias auriculooculares- síndrome de labio hendido
Uroporfiria eritropoyética asociada a neoplasias mieloides,Uroporfiria eritropoiética asociada con la malignidad mielóide
Síndrome de malformación de Edinburgh,Síndrome de malformación de Edimburgo
Osteocondrosis de hueso tarsiano,Osteocondrosis del hueso del tarso
Síndrome de tricodisplasia-amelogénesis imperfecta,Síndrome de tricodisplasia-amelogénesis imperfecta
Pezones supernumerarios familiares,Los pezones supernumerarios familiares
Enfermedad de Charcot-Marie-Tooth tipo 1 asociada al gen PMP2,Enfermedad de Charcot-Marie-Tooth tipo 1 relacionada con PMP2
Amiloidosis ACys,Amiloidosis de ACys
Nevo de Ito,Nevus de Ito
Sarcoma de cuello de útero,Sarcoma del cuello uterino
Carcinoma metaplásico de mama,Carcinoma metaplástico de la mama
Retino hepato endocrinológico síndrome,Síndrome retinohepatoendocrinológico
Ataxia espinocerebelosa tipo 36,Ataxia espinocerebellar tipo 36
Enfermedad de almacenamiento de glucógeno por deficiencia de glucosa-6-fosfatasa tipo Ib,Enfermedad de almacenamiento de glucógeno debido a deficiencia de glucosa-6-fosfatasa tipo Ib
Enfermedad de Lhermitte-Duclos,Enfermedad de Lhermitte-Duclos
Duplicación parcial del brazo largo del cromosoma 11,Duplicación parcial del brazo largo del cromosoma 11
Síndrome del cromosoma 21 en anillo,Síndrome del cromosoma anillo 21
Catarata pulverulenta,Catarata pulverulenta
Deficiencia de 2-metilbutiril-CoA deshidrogenasa,Deficiencia de la deshidrogenasa 2-metilbutirilo-CoA
Meduloepitelioma intraocular,Meduloepitelioma intraocular
Forma sintomática del síndrome de X frágil en mujeres portadoras,Forma sintomática del síndrome de X frágil en mujeres portadoras
Poliposis adenomatosa familiar atenuada asociada al gen MSH3,Poliposis adenomática familiar atenuada relacionada con la MSH3
Síndrome MASA,Síndrome de MASA
OBSOLETO: Canalopatía por un defecto del canal de potasio dependiente de voltaje,OBSOLETE: Channelopatía debido a un defecto del canal de potasio por voltaje
Liquen plano penfigoide,Lichen planus pemphigoides
Linfohistiocitosis hemofagocítica familiar,Límfohistiocitosis hemofagócica familiar
Síndrome de sordera-linfedema-leucemia,Síndrome de sordera-linfedema-leucemia
Atrofia muscular bulboespinal generalizada,Atrofia muscular bulbospinal generalizada
Hipoplasia pontocerebelosa tipo 2,Hipoplasia pontocerebellar tipo 2
Paladar hendido,Palado hendido
Síndrome de Kelley-Seegmiller,Deficiencia parcial de la fosforibosiltransferasa de la guanina de hipoxantina
Cor triatriatum dexter,Cor triatriatum dexter
Tumor neuroendocrino de intestino delgado,Tumor neuroendocrino del intestino delgado
Hipercolesterolemia por deficiencia de colesterol 7-alfa-hidroxilasa,Hipercolesterolemia debido a la deficiencia de colesterol 7alfa-hidroxilasa
Síndrome de Oley,Síndrome de Oley
Lisencefalia tipo 3,Lisensefalia tipo 3
Microftalmia-anoftalmia-coloboma,Microftalmia-anoftalmia-coloboma
Enfermedad de cadenas pesadas alfa,Enfermedad de cadena alfa pesada
Tumor trofoblástico del sitio placentario,Tumor trophoblástico del sitio placentario
Epiteliopatía pigmentaria retiniana arrugada de Martinica,Epileopatía del pigmento retinal arrugado de Martinica
Neuropatía sensitiva autonómica hereditaria autosómica dominante,Neuropatía sensorial y autónoma hereditaria dominante autosómica
Anomalías cualitativas o cuantitativas de plectina,Defectos cualitativos o cuantitativos de la plectina
Displasia renal,Displasia renal
Enfermedad rara con hipogonadismo hipergonadotrópico,Trastorno raro con hipogonadismo hipergonadotrópico
OBSOLETO: Sinostosis lambdoidea familiar,OBSOLETE: Sinostosis familiar de cordón
Displasia espondilometafisaria regresiva,Displasia espondilometáficial regresiva
Síndrome de miopatía miotubular-anomalías genitales ligado al cromosoma X,Síndrome de miopatía miotubular-genital anormal ligado a X
OBSOLETO: Aplasia/hipoplasia unilateral de la rótula,"OBSOLETE: Aplasia de la pata/hipoplasia, unilateral"
Trombocitopenia con anemia diseritropoyética congénita,Trombocitopenia con anemia diseritropoética congénita
Infertilidad masculina con teratozoospermia por una única mutación genética,Infertilidad masculina con teratozoospermia debido a una mutación genética única
Enfermedad de almacenamiento de glucógeno por deficiencia de fosforilasa quinasa hepática,Enfermedad de almacenamiento de glucógeno debido a deficiencia de la quinases de fosforilasa hepática
Linfoma de Hodgkin,Linfoma de Hodgkin
Distrofia muscular de cinturas R18 asociada al gen TRAPPC11,Distrofia muscular de cinturón de extremidades R18 relacionada con TRAPPC11
Síndrome de discapacidad intelectual ligada al cromosoma X-acromegalia-hiperactividad,Síndrome de discapacidad intelectual-acromegalia-hiperactividad ligado a X
Enfermedad renal quística genética,Enfermedad renal quística genética
OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto testicular,OBSOLETE: Infertilidad masculina con virilización normal debido a un defecto testicular
Hemosiderosis pulmonar idiopática,Hemosiderosis pulmonar idiopática
Síndrome de Kagami-Ogata por hipermetilación en 14q32.2 del alelo materno,Síndrome de Kagami-Ogata debido a la hipermetilación materna de 14q32.2
Tumor maligno de células germinales de vagina,Tumor maligno de células germinales de la vagina
Síndrome de malformación de Dandy-Walker-hemangioma facial,Síndrome de hemangioma facial de malformación de Dandy-Walker
OBSOLETO: Conjuntivitis genética rara,OBSOLETE: Conjuntivitis genética rara
"Megauréter congénito primario, forma refluyente y obstructiva","Megauretra primario congénito, reflujo y forma obstruida"
Displasia esquelética asociada al gen CHST3,Displasia esquelética relacionada con la CHST3
OBSOLETO: Encefalitis límbica con anticuerpos caspr2,OBSOLETE: Encefalitis límbica con anticuerpos caspr2
OBSOLETO: Anomalía del cromosoma 6,OBSOLETE: Anomalia del cromosoma 6
Hiperactividad leve de la fosforibosilpirofosfato sintetasa,Superactividad leve de la sintésa de fosforibosilpirofosfato
Síndrome de Prader-Willi por una mutación de impronta,Síndrome de Prader-Willi debido a la mutación de impresión
Tumor vasoproliferativo de la retina,Tumor vasoproliferativo de la retina
Distrofia corneal estromal,Distrofia de la córnea estromal
Encefalitis por virus Borna,Encefalitis por virus de la sangre
Policitemia secundaria,Policitemia secundaria
Enfermedad de inclusiones intranucleares neuronales,Enfermedad neuronal intranuclear de inclusión
Atrofia espinal-oftalmoplejía-síndrome piramidal,Síndrome de atrofia espinal-oftalmoplegia-piramidal
Schwannomatosis en mosaico,Esquema de las manos
NO ES ENFERMEDAD RARA EN EUROPA: Síndrome del ovario poliquístico,NO RARAS EN EUROPEA: Síndrome de ovario policístico
Períodos 'off' en la enfermedad de Parkinson que no responden al tratamiento oral,No periodos fuera de los tratamientos orales en la enfermedad de Parkinson
NO ES ENFERMEDAD RARA EN EUROPA: Discapacidad intelectual inexplicada,NO RARES EN EUROPE: discapacidad intelectual inexplicable
Hipogonadismo hipogonadotrópico normosómico congénito,Hipogonadismo congénito normal y hipogonadotropico
Distonía 28,Distonia 28
Síndrome de agnatia-holoprosencefalia-situs inversus,Síndrome de agnatia-holoprosencefalia-situs inversus
Síndrome de Imerslund-Gräsbeck,Síndrome de Imerslund-Gräsbeck
