reference,actual
Anomalía del desarrollo del segmento anterior sin manifestaciones extraoculares,Anomalía del desarrollo del segmento anterior sin manifestaciones extraoculares
Síndrome del cromosoma 18 en anillo,Síndrome del cromosoma anillo 18
Síndrome de microdeleción 8q24.3,Síndrome de microdeleción 8q24.3
Síndrome compartimental neonatal,Síndrome del compartimento neonatal
Hipospadias posteriores,Hipopadias posteriores no sindrómicas
Síndrome disgenésico del tronco encefálico de Athabaskan,Síndrome de disgénesis del tronco cerebral de Athabaskan
Síndrome progeroide,Síndrome progeroide
Tirosinemia tipo 3,Tirosinemia tipo 3
Tetraplejía espástica congénita hereditaria,Tetraplejia espástica congénita heredada
Deficiencia de acil-CoA deshidrogenasa de cadena media,Deficiencia de acil-CoA deshidrogenasa de cadena media
Sindrome coxo-podo-patelar,Síndrome de Coxopodopaestelar
Enfermedad de la ferroportina,Enfermedad de Ferroportina
Discapacidad visual cerebral,Insuficiencia visual cerebral
Enfermedad de Pelizaeus-Merzbacher,Enfermedad de Pelizaeus-Merzbacher
Neuropatía sensitiva autonómica de inicio facial,Neuronopatía sensorial y motora de inicio facial
Craneosinostosis unicoronal y sagital no sindrómica,Craneosinostosis unicoronal y sagital no sindrómica
"Síndrome de depleción del ADN mitocondrial, forma hepato-cerebro-renal","Síndrome de depleción del ADN mitocondrial, forma hepatocerebrorenal"
Síndrome de displasia frontonasal-microftalmia grave-fisura facial grave,Síndrome de fisuración facial grave de la microftalmia grave de displasia frontonasal
Síndrome GMS,Síndrome de GMS
Paraparesia espástica hereditaria autosómica recesiva pura,Paraplejia autosómica recesiva pura espástica
Catarata sutural de inicio precoz,Catarata sutural de inicio temprano
Síndrome de Axenfeld-Rieger,Síndrome de Axenfeld-Rieger
Síndrome de epilepsia de inicio en la adolescencia,Síndrome de epilepsia de inicio adolescente
Tratamiento de la incontinencia fecal ligada a una anastomosis íleo-anal con bolsa,Incontinencia fecal relacionada con la anastomosis anal en bolsa ileal
Hemoglobinuria paroxística nocturna,Hemoglobinuria nocturna paroxística
Policitemia secundaria adquirida,Policitemia secundaria adquirida
Cistinuria tipo B,Cistinuria tipo B
Síndrome de discapacidad intelectual grave-lenguaje pobre-estrabismo-cara con muecas-dedos largos,"Síndrome de dedos largos en la cara, con discapacidad intelectual grave, estrabismo y grimacismo"
OBSOLETO: Trastorno de la succión/deglución sindrómico sin síndrome identificado,OBSOLETO: Trastorno sindrómico de succión/succión con síndrome no identificado
Síndrome de hipopigmentación-queratodermia palmoplantar punctata,Síndrome de queratoderma palmoplantar hipopigmentación-puntato
Síndrome orofaciodigital tipo 12,Síndrome orofaciodigital tipo 12
Anomalía del filum fibrolipomatoso,Anomalía fibrolipomatosa del filum
Discapacidad intelectual ligada al cromosoma X tipo Seemanova,"Discapacidad intelectual vinculada a X, tipo Seemanova"
Síndrome de miopía alta-sordera neurosensorial,Síndrome de sordera miopía-sensorineural alta
Ataxia espinocerebelosa tipo 1,Ataxia espinocerebelosa tipo 1
Discapacidad intelectual sindrómica ligada al cromosoma X tipo 7,Discapacidad intelectual relacionada con la X sindrómica 7
Síndrome de microcefalia-retraso del crecimiento-prognatismo-critorquidia ligado al cromosoma X,Síndrome de microcefalia-crecimiento ligado a X-retardo-prognatismo-criptorquidismo
Síndrome del cromosoma 11 en anillo,Síndrome del cromosoma 11 del anillo
Bronquio puente no sindrómico,Bronquios puente no sindromicos
Distrofia muscular congénita,Distrofia muscular congénita
Síndrome de Von Willebrand adquirido,Síndrome de von Willebrand adquirido
Miastenia grave juvenil,Miastenia grave juvenil
Síndrome hereditario de neuropatía sensitiva-sordera-demencia,Síndrome de neuropatía-debilidad-demencia sensorial hereditaria
Migraña hemipléjica familiar o esporádica,Miegra hemiplégica familiar o esporádica
Poiquilodermia acroqueratósica hereditaria,Poikiloderma hereditario acrokeratotic
Deficiencia congénita del factor XI,Deficiencia del factor XI congénito
Ptosis congénita,Ptosis congénita
Acidosis tubular renal distal autosómica recesiva sin sordera,Acidosis tubular renal distal autosómica recesiva sin sordera
Atrofia progresiva bifocal de la coroides y la retina,Atrofia corioretinal bifocal progresiva
Síndrome epiléptico infantil de los Amish,Síndrome de epilepsia infantil amish
Síndrome de Barth,Síndrome de Barth
Exencefalia aislada,Exencefalia aislada
Síndrome de Bernard-Soulier,Síndrome de Bernard-Soulier
"Síndrome con anomalía del desarrollo sexual 46,XY","Síndrome con 46,XY diferencia de desarrollo sexual"
Síndrome de ataxia espástica-epilepsia mioclónica-neuropatía de inicio precoz,Síndrome de epilepsia-neuropatía mioclónica de inicio temprano
Defecto en el complejo oligomérico conservado de Golgi,Defecto en el complejo de Golgi oligomérico conservado
Síndrome de Feingold tipo 2,Síndrome de Feingold tipo 2
Deficiencia congénita del factor X,Deficiencia congénita de factor X
Ataxia con demencia de inicio tardío,Ataxia de inicio tardío con demencia
Deficiencia de sulfito oxidasa por deficiencia del cofactor molibdeno tipo B,Deficiencia de sulfito oxidasa debida a deficiencia de cofactor de molibdeno tipo B
Síndrome de enfermedad inflamatoria intestinal-infecciones sinopulmonares recurrentes,Síndrome de infecciones sinopulmonares recurrentes de enfermedad inflamatoria intestinal
Síndrome de la piel apergaminada,Síndrome cutáneo rígido
Linfoma extranodal nasal de células NK/T,Linfoma nasal extranodal de células NK/T
Leucoencefalitis esclerosante subaguda,Leucoencefalitis esclerosante subaguda
Defectos cualitativos o cuantitativos del colágeno 6,Defectos cualitativos o cuantitativos del colágeno 6
Enfermedad del desembarco,Mal de débarquement
OBSOLETO: Dolor crónico que requiere de analgesia intraespinal,OBSOLETO: Dolor crónico que requiere analgesia intraespinal
OBSOLETO: Simbraquidactilia unilateral de manos y pies,"OBSOLETO: Simbraquidactilia de mano y pie, unilateral"
Carcinoma sólido pseudopapilar de páncreas,Carcinoma pseudopapilar sólido del páncreas
Retorno venoso pulmonar anómalo congénito,Anomalía congénita del retorno venoso pulmonar
Paraparesia espástica hereditaria autosómica dominante pura,Paraplejía autosómica pura espástica dominante
Síndrome de Klippel-Feil aislado,Síndrome de Klippel-Feil aislado
Síndrome de Pierre Robin-discapacidad intelectual-braquidactilia,Síndrome de discapacidad intelectual-braquidactilia-Pierre Robin
Síndrome PASH,Síndrome de PASH
Síndrome de Camurati-Engelmann,Enfermedad de Camurati-Engelmann
Parálisis congénita del nervio abducens,Parálisis del nervio abducens congénita
Leuconiquia total,Leuconiquia totalis
Síndrome femoral-facial,Síndrome femoral-facial
Carcinoma asociado al virus de Epstein-Barr,Carcinoma asociado al virus de Epstein-Barr
OBSOLETO: Ausencia congénita unilateral de la parte superior del brazo y el antebrazo con presencia de la mano,"OBSOLETO: Ausencia congénita de brazo y antebrazo con mano presente, unilateral"
Hiperostosis endostal tipo Worth,"Hiperostosis endoestérica, tipo Worth"
Histiocitosis de células de Langerhans,Histiocitosis celular de Langerhans
Hemihiperplasia aislada,Hemihiperplasia aislada
Distrofia corneal granular tipo 2,Distrofia corneal granular tipo II
Displasia espondiloepifisaria con acortamiento metatarsiano,Displasia espondiloepipfiseal con acortamiento metatarsitario
Malformación genética del cerebelo,Malformación genética cerebelosa
"Mucopolisacaridosis tipo 2, forma atenuada","Mucopolisacaridosis tipo 2, forma atenuada"
Trastorno hemorrágico raro por una anomalía plaquetaria constitucional,Trastornos hemorrágicos raros debido a una anomalía plaquetaria constitucional
OBSOLETO: Enfermedad de la membrana basal,OBSOLETO: Enfermedad de la membrana del sótano
Transposición no corregida congénitamente de las grandes arterias con coartación,Transposición congénita sin corregir de las grandes arterias con coartación
Pseudohipoparatiroidismo tipo 1B,Pseudohipoparatiroidismo tipo 1B
Leucemia mieloide aguda y síndromes mielodisplásicos relacionados con la radiación,Leucemia mieloide aguda y síndromes mielodisplásicos relacionados con la radiación
Apnea del lactante,Apnea infantil
Trombosis primitiva venosa portal,Trombosis venosa portal primitiva
Enfermedad de Erdheim-Chester,Enfermedad de Erdheim-Chester
Poliendocrinopatía genética,Poliendocrinopatía genética
Fiebre amarilla,Fiebre amarilla
Inmunodeficiencia por deficiencia de ficolina3,Inmunodeficiencia debida a deficiencia de ficolina3
Síndrome de Lennox-Gastaut,Síndrome de Lennox-Gastaut
Uveítis,Uveitis
Síndrome de Fried,Síndrome frito
Leucoencefalopatía con calcificaciones y quistes,Leucoencefalopatía con calcificaciones y quistes
Epulis congénito,Epulis congénita
Enfermedad similar a Pelizaeus-Merzbacher por una mutación en el gen HSPD1,Enfermedad similar a Pelizaeus-Merzbacher debido a la mutación HSPD1
Deficiencia de hormona pituitaria por enfermedad de las meninges,Deficiencia de la hormona pituitaria de origen meníngeo
Síndrome espondilo-ocular,Síndrome espondiloocular
"Anomalías cualitativas o cuantitativas de la proteína O-manosa beta 1,2N-N-acetilglucosamina transferasa","Defectos cualitativos o cuantitativos de la proteína O-manosa beta1,2N-acetilglucosaminiltransferasa"
Hipomagnesemia primaria con hipocalcemia secundaria,Hipomagnesemia primaria con hipocalcemia secundaria
Tumor renal raro,Tumor renal raro
Síndrome de Bainbridge-Ropers,Síndrome de Bainbridge-Ropers
Endocarditis infecciosa,Endocarditis infectiva
Lisencefalia clásica,Lissencefalia clásica
Tuberculosis del sistema nervioso central,Tuberculosis en el sistema nervioso central
Hipertiroidismo familiar gestacional,Hipertiroidismo familiar gestacional
Tumor neuroendocrino de recto,Tumor neuroendocrino del recto
Vasculitis por deficiencia de ADA2,Vasculitis debida a deficiencia de ADA2
"OBSOLETO: Discapacidad intelectual-anomalías faciales, tipo Davis-Lafer","OBSOLETO: Facies inusuales de discapacidad intelectual, tipo Davis-Lafer"
Síndrome triple A,Síndrome de Triple A
Coloboma-fisura labiopalatina-discapacidad intelectual,Labio colaboma y discapacidad intestinal en el paladar
Ataxia cerebelosa autosómica recesiva de inicio en el adulto,Ataxia cerebelosa recesiva autosómica de inicio adulto
OBSOLETO: Sobrecarga de hierro hereditaria con anemia,OBSOLETA: Sobrecarga hereditaria de hierro con anemia
VACTERL con hidrocefalia,VACTERL con hidrocefalia
Asociación esquisis,Asociación Schisis
Estenosis del seno coronario,Estenosis sinusal coronaria
OBSOLETO: Artritis idiopática juvenil oligoarticular sin anticuerpos antinucleares,OBSOLETA: Artritis idiopática juvenil oligoarticular sin anticuerpos antinucleares
Carcinoma de células escamosas de las glándulas salivares,Carcinoma de células escamosas de glándulas salivales
Síndrome de dificultad respiratoria aguda del lactante,Síndrome de dificultad respiratoria aguda infantil
Mielomeningocele verdadero,Verdadero mielomeningocele
Enfermedad reumatológica pediátrica rara,Enfermedad reumatológica pediátrica rara
OBSOLETO: Miopatia congénita con acúmulo de proteina,OBSOLETA: Miopatía congénita con acumulación de proteínas
Enteropatía autoinmune primaria,Enteropatía autoinmune primaria
Mucolipidosis tipo IV,Mucolipidosis tipo IV
Craneosinostosis bilambdoidea y sagital no sindrómica,Bilambdoide no sindrómico y craneosinostosis sagital
Hiperpigmentación genética de la piel,Hiperpigmentación genética de la piel
Elevación aislada asintomática de creatinfosfoquinasa,Aumento asintomático aislado de creatina fosfoquinasa
Neuropatía sensitivo-motora hereditaria tipo 6,Neuropatía motora y sensorial hereditaria tipo 6
Eritroblastopenia transitoria de la infancia,Eritroblastopenia transitoria de la infancia
Síndrome de hipomielinización-hipogonadismo hipogonadotrópico-hipodoncia,Síndrome hipomielina-hipogonadotrópico hipogonadismo-hipodoncia
Anomalía de la arteria pulmonar o de la rama pulmonar,Anomalía de la arteria pulmonar o de la rama pulmonar
Encefalopatía epiléptica neonatal por deficiencia de glutaminasa,Encefalopatía epiléptica neonatal por deficiencia de glutaminasa
Deficiencia congénita de precalicreína,Deficiencia congénita de prekallikreína
Linfoma difuso de células grandes B,Linfoma difuso de células B grandes
Atresia de coanas bilateral,"Atresia Choanal, bilateral"
Deleción parcial del brazo largo del cromosoma 15,Deleción parcial del brazo largo del cromosoma 15
Enfermedad de Sandhoff,Enfermedad de Sandhoff
Catarata congénita con microcórnea y opacidad corneal,Microcornea de cataratas congénitas con opacidad corneal
Síndrome autoinflamatorio-inmunodeficiencia-disfunción neutrofílica asociado al gen CEBPE,Síndrome de disfunción autoinflamación-inmunodeficiencia-neutrófilo asociado a CEBPE
Cutis verticis gyrata primaria no esencial,Cutis verticis girata primaria no esencial
OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto en el desarrollo o estructural de los testículos,OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto testicular estructural o de desarrollo
Botulismo por inhalación,Botulismo inhalacional
Linfoma mediastínico primario de células B grandes,Linfoma de células B grandes mediastínicos primarios
Distonía focal autosómica dominante tipo DYT25,"Distonía focal autosómica dominante, tipo DYT25"
NO ES ENFERMEDAD RARA EN EUROPA: Gonorrea,NO TIENE CARACTERÍSTICA EN EUROPA: Gonorrea
Osteogénesis imperfecta tipo 2,Osteogénesis imperfecta tipo 2
Taquicardia ventricular incesante infantil,Taquicardia ventricular infantil incessante
Mielitis transversa aguda idiopática,Mielitis transversa aguda idiopática
Ataxia autosómica recesiva tipo Beauce,"Ataxia autosómica recesiva, tipo Beauce"
Demencia cerebrovascular rara,Demencia cerebrovascular rara
Fiebre por arbovirus,Fiebre del Arbovirus
Trisomía 9p,Trisomía 9p
Deficiencia combinada de la fosforilación oxidativa tipo 30,Defecto combinado de fosforilación oxidativa tipo 30
Monosomía autosómica,Monosomía autosómica
Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,Infecciones recurrentes asociadas con deficiencia rara de isotipos de inmunoglobulina
Síndrome de Leigh con miocardiopatía,Síndrome de Leigh con miocardiopatía
OBSOLETO: Linfedema tardío,Linfedema tarda
Meningocele craneal,Cranial meningocele
Síndrome de enfermedad postorgásmica,Síndrome de enfermedad postorgásmica
Infertilidad femenina rara por disgenesia gonadal,Infertilidad femenina rara debido a disgénesis gonadal
Inmunodeficiencia por anomalía en la cascada del complemento,Inmunodeficiencia debida a una anomalía proteica en cascada del complemento
"Anomalía del desarrollo sexual 46,XY de origen endocrino","46,XY diferencia de desarrollo sexual de origen endocrino"
Síndrome de Felty,Síndrome de Felty
Síndrome de Cronkhite-Canada,Síndrome de Cronkhite-Canadá
Síndrome de ptosis-parálisis de las cuerdas vocales,Síndrome de parálisis de la médula ptosis-vocal
Retinopatía externa anular aguda,Retinopatía externa anular aguda
Síndrome acro-cardio-facial,Síndrome acrocardiofacial
Síndrome de insensibilidad a los andrógenos,Síndrome de insensibilidad androgénica
Hipertensión arterial pulmonar,Hipertensión arterial pulmonar
Síndrome de megacolon de Goldberg-Shprintzen,Síndrome de Goldberg-Shprintzen megacolon
Tumor glial,Tumor glionar
Hipoplasia suprarrenal congénita,Hipoplasia suprarrenal congénita
Infertilidad masculina por azoospermia obstructiva,Infertilidad masculina por azoospermia obstructiva
Enfermedad CLN4A,Enfermedad de CLN4A
Encefalopatía hiperamonémica por deficiencia de anhidrasa carbónica VA,Encefalopatía hiperammonémica debida a la deficiencia de VA anhidrasa carbónica
Síndrome de hidrocefalia-obesidad-hipogonadismo,Síndrome de hidrocefalia-obesidad-hipogonadismo
Blastoma pleuro-pulmonar tipo 2,Blastoma pleuropulmonar tipo 2
Enfermedad de Behçet,Enfermedad de Behçet
Anomalía del desarrollo sexual por anomalías del cromosoma sexual,Diferencia cromosómica sexual del desarrollo sexual
Aciduria 3-metilglutacónica,Aciduria 3-metilglutacónica
Pentosuria,Pentosuria
Lipoma espinal dorsal,Lipoma de médula espinal dorsal
Sordera rara,Sordera rara
Síndrome de ictiosis-anomalías orales y digitales,Síndrome de ictiosis-oral y anomalías digitales
OBSOLETO: Encefalitis límbica con anticuerpos DPP6,OBSOLETA: Encefalitis límbica con anticuerpos DPP6
OBSOLETO: Síndrome de anomalías aurículo-oculares-fisura labial,OBSOLETO: Anomalías auriculooculares-síndrome de labio leporino
Uroporfiria eritropoyética asociada a neoplasias mieloides,uroporfiria eritropoyética asociada con malignidad mieloide
Síndrome de malformación de Edinburgh,Síndrome de malformación de Edimburgo
Osteocondrosis de hueso tarsiano,Osteocondrosis del hueso tarsal
Síndrome de tricodisplasia-amelogénesis imperfecta,Síndrome de Tricodisplasia-amelogénesis imperfecta
Pezones supernumerarios familiares,Pezones supernumerarios familiares
Enfermedad de Charcot-Marie-Tooth tipo 1 asociada al gen PMP2,Enfermedad de Charcot-Marie-Tooth tipo 1 relacionada con PMP2
Amiloidosis ACys,ACys amiloidosis
Nevo de Ito,Nevus de Ito
Sarcoma de cuello de útero,Sarcoma del cuello uterino
Carcinoma metaplásico de mama,Carcinoma metaplásico de mama
Retino hepato endocrinológico síndrome,Síndrome retinohepatoendocrinológico
Ataxia espinocerebelosa tipo 36,Ataxia espinocerebelosa tipo 36
Enfermedad de almacenamiento de glucógeno por deficiencia de glucosa-6-fosfatasa tipo Ib,Enfermedad de almacenamiento de glicógenos debido a deficiencia de glucosa-6-fosfatasa tipo Ib
Enfermedad de Lhermitte-Duclos,Enfermedad de Lhermitte-Duclos
Duplicación parcial del brazo largo del cromosoma 11,Duplicación parcial del brazo largo del cromosoma 11
Síndrome del cromosoma 21 en anillo,Síndrome del cromosoma anillo 21
Catarata pulverulenta,Catarata de pulverulenta
Deficiencia de 2-metilbutiril-CoA deshidrogenasa,Deficiencia de 2-metilbutiril-CoA deshidrogenasa
Meduloepitelioma intraocular,Meduloepitelioma intraocular
Forma sintomática del síndrome de X frágil en mujeres portadoras,Forma sintomática del síndrome de X frágil en mujeres portadoras
Poliposis adenomatosa familiar atenuada asociada al gen MSH3,Poliposis adenomatosa familiar atenuada relacionada con MSH3
Síndrome MASA,Síndrome MASA
OBSOLETO: Canalopatía por un defecto del canal de potasio dependiente de voltaje,OBSOLETO: Canalopatía debida a un defecto del canal de potasio activado por voltaje
Liquen plano penfigoide,Lichen planus pemphigoides
Linfohistiocitosis hemofagocítica familiar,Linfofisiocitosis hemofagocítica familiar
Síndrome de sordera-linfedema-leucemia,Síndrome de sordera-linfedema-leucemia
Atrofia muscular bulboespinal generalizada,Atrofia muscular bulboespinal generalizada
Hipoplasia pontocerebelosa tipo 2,Hipoplasia pontocerebellaria tipo 2
Paladar hendido,En boca hendido
Síndrome de Kelley-Seegmiller,Deficiencia parcial de hipoxantina guanina fosforibosiltransferasa
Cor triatriatum dexter,Cor triatriatum dexter
Tumor neuroendocrino de intestino delgado,Tumor neuroendocrino del intestino delgado
Hipercolesterolemia por deficiencia de colesterol 7-alfa-hidroxilasa,Hipercolesterolemia debida a deficiencia de colesterol 7alfa-hidroxilasa
Síndrome de Oley,Síndrome de Oley
Lisencefalia tipo 3,Lissencefalia tipo 3
Microftalmia-anoftalmia-coloboma,Microftalmia-anoftalmia-coloboma
Enfermedad de cadenas pesadas alfa,Enfermedad de cadena alfa-pesada
Tumor trofoblástico del sitio placentario,Tumor trofoblástico en el sitio de la placenta
Epiteliopatía pigmentaria retiniana arrugada de Martinica,Martinica arrugado pigmento retina epiteliopatía
Neuropatía sensitiva autonómica hereditaria autosómica dominante,Neuropatía hereditaria autosómica dominante sensorial y autonómica
Anomalías cualitativas o cuantitativas de plectina,Defectos cualitativos o cuantitativos de la plectina
Displasia renal,Displasia renal
Enfermedad rara con hipogonadismo hipergonadotrópico,Trastornos raros con hipogonadismo hipergonadotrópico
OBSOLETO: Sinostosis lambdoidea familiar,OBSOLETO: sinostosis lambdoide familiar
Displasia espondilometafisaria regresiva,Displasia espondilometafisia regresiva
Síndrome de miopatía miotubular-anomalías genitales ligado al cromosoma X,Síndrome de miopatía miotubular anómala en X
OBSOLETO: Aplasia/hipoplasia unilateral de la rótula,"OBSOLETO: Patella aplasia/hipoplasia, unilateral"
Trombocitopenia con anemia diseritropoyética congénita,Trombocitopenia con anemia diseritropoyética congénita
Infertilidad masculina con teratozoospermia por una única mutación genética,Infertilidad masculina con teratozoospermia debido a mutación monogénica
Enfermedad de almacenamiento de glucógeno por deficiencia de fosforilasa quinasa hepática,Enfermedad de almacenamiento de glicógenos debido a deficiencia de fosforilasa cinasa hepática
Linfoma de Hodgkin,Linfoma de Hodgkin
Distrofia muscular de cinturas R18 asociada al gen TRAPPC11,TRAPPC11 relacionado con distrofia muscular en las extremidades R18
Síndrome de discapacidad intelectual ligada al cromosoma X-acromegalia-hiperactividad,Síndrome de discapacidad intelectual-acromegalia-hiperactividad ligado a la X
Enfermedad renal quística genética,Enfermedad renal quística genética
OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto testicular,OBSOLETO: Infertilidad masculina con virilización normal debido a un defecto testicular
Hemosiderosis pulmonar idiopática,Hemosiderosis pulmonar idiopática
Síndrome de Kagami-Ogata por hipermetilación en 14q32.2 del alelo materno,Síndrome de Kagami-Ogata debido a la hipermetilación materna 14q32.2
Tumor maligno de células germinales de vagina,Tumor maligno de células germinativas de la vagina
Síndrome de malformación de Dandy-Walker-hemangioma facial,Síndrome de malformación de Dandy-Walker-hemangioma facial
OBSOLETO: Conjuntivitis genética rara,OBSOLETO: Conjuntivitis genética rara
"Megauréter congénito primario, forma refluyente y obstructiva","Megauretro primario congénito, reflujo y forma obstruida"
Displasia esquelética asociada al gen CHST3,Displasia esquelética relacionada con el CHST3
OBSOLETO: Encefalitis límbica con anticuerpos caspr2,OBSOLETA: Encefalitis límbica con anticuerpos caspr2
OBSOLETO: Anomalía del cromosoma 6,OBSOLETO: Anomalía del cromosoma 6
Hiperactividad leve de la fosforibosilpirofosfato sintetasa,Superactividad leve de la fosforibosilpirofosfato sintetasa
Síndrome de Prader-Willi por una mutación de impronta,Síndrome de Prader-Willi debido a mutación de impresión
Tumor vasoproliferativo de la retina,Tumor vasoproliferativo de la retina
Distrofia corneal estromal,Distrofia de la córnea estromal
Encefalitis por virus Borna,Encefalitis por el virus Borna
Policitemia secundaria,Policitemia secundaria
Enfermedad de inclusiones intranucleares neuronales,Enfermedad neuronal de inclusión intranuclear
Atrofia espinal-oftalmoplejía-síndrome piramidal,Síndrome de atrofia-oftalmoplejia-piramidal
Schwannomatosis en mosaico,Mosaico schwannomatosis
NO ES ENFERMEDAD RARA EN EUROPA: Síndrome del ovario poliquístico,NO RESPECTO EN EUROPA: Síndrome del ovario poliquístico
Períodos 'off' en la enfermedad de Parkinson que no responden al tratamiento oral,Períodos fuera de plazo en la enfermedad de Parkinson que no responden al tratamiento oral
NO ES ENFERMEDAD RARA EN EUROPA: Discapacidad intelectual inexplicada,Non Rare in Europe: Inexplicada discapacidad intelectual
Hipogonadismo hipogonadotrópico normosómico congénito,Hipogonadismo hipogonadotrópico congénito normosmico
Distonía 28,Distonía 28
Síndrome de agnatia-holoprosencefalia-situs inversus,Síndrome de agnatia-holoprosencefalia-situs inversus
Síndrome de Imerslund-Gräsbeck,Síndrome de Imerslund-Gräsbeck
Hipertensión pulmonar debida a una enfermedad pulmonar y/o hipoxia,Hipertensión pulmonar debida a enfermedad pulmonar y/o hipoxia
Mielosquisis,Mielosquisis
Ictiosis epidermolítica anular,Ictiosis epidermolítica nasal
