reference,actual
ecografía Doppler transcraneal,Ultrasonografía Doppler transcraneal
pediculosis,el dolor de los pies
bradiarritmia,bradiarritmia
anquilostoma,Ancilostomo
prolapso anal,Prolapso anal
precentral,precentral
práctica,práctica
balonización,el vuelo en globo
travestido,el travesti
aislarse,para aislar
cintura escapular,cinturón de hombro
hemocromatósico,Enfermedad de las células madre
incidir,para cortar
estasis venosa,Estasi venosa
enclavar,para clavar
seróloga,serólogo
movilidad,movilidad
sajar,para abrir
talamotomía,Talamotomía
consultar,para consultar
pinza de disección,pinzas para tejidos
vespertina,por la tarde
leucoma,Leucoma en el cerebro
ectoplásmico,ectoplasmático
versión combinada,versión combinada
hemicránea,hemicrania
calvo,persona calva
perezosa,retrasado
mamario,de las mamarias
yatrogenia,iatrogénesis
rotación interna,rotación interna
parto gemelar,nacimiento de gemelos
nervio oftálmico,el nervio oftalmológico
virus JC,Virus del JC
eutanasia,Muerte sin sufrimiento
ácido graso libre,ácido graso libre
intolerancia alimentaria,Intolerancia a los alimentos
brillo,brillo
carcinoma colorrectal,Carcinoma de colon y recto
interfalángica,de las especies de la subfamilia
nariz en silla de montar,nariz de la silla de montar
xenodiagnóstica,de diagnóstico de la enfermedad de origen
esquelético,Esquelético
gripe aviar,gripe aviar
oscilopsia,Osteoporosis
escarlatinosa,Escarlata
parásito,el parásito
tomográfico,tomografía
talasemia menor,Talasemia menor
retener,para recordar
cavidad abdominal,cavidad abdominal
detritus,de los residuos
unciforme,uncinado
simpático,simpático
colangiografía,colangiografía
idea de referencia,idea de referencia
cepillar,para cepillar
aspirador,aspirador y
protrombina,de la protrombina
istmo de la próstata,Estmo de la próstata
expresividad,expresividad
inmunidad natural,inmunidad natural
porfiria aguda intermitente,Porfiria aguda intermitente
práctico,práctico
titubear,No lo sé.
angiomatosis bacilar,angiomatosis bacilárea
listeria,las bacterias
estereotipada,estereotipado
hemotórax,el hemotórax
alumno interno,médico interno
esencial,Esencial
rinitis vasomotora,Enfermedad de la boca
indentación,el encaje
proteína G,Proteína G
prevertebral,el cuerpo
espinocerebeloso,espinocerebeloso
intoxicarse,para ser envenenado
nistagmo vertical,el nistagmo vertical
cefaleico,dolor de cabeza
espacio,superficie
cualidad,atributo
contigüidad,contiguidad
hidrofilia,hidrofília
lámina basilar,Lamina basal
reflexoterapia,reflejo
choque hipovolémico,shock hipovolémico
metabolómica,y el metabolismo
panencefalitis esclerosante subaguda,Inmunidad contra la encefalitis
lóbulo tiroideo,el lóbulo de la glándula tiroides
rara,No es común
sistema métrico decimal,sistema métrico
calcinación,Calcinación
carácter sexual secundario,Característica secundaria del sexo
insensible,No tiene sentido.
grado,grado
consolador,Confortante
protuberancial,puente
osteoartritis,artritis inflamatoria en el estómago
reflejo de enderezamiento,reflejo de reajuste
prodrómica,prodromal
dorsiflexión,Flexión del dorso
artralgia,dolor en las articulaciones
glioblastoma multiforme,En el caso de los pacientes con glioblastoma multiforme:
bulboesponjosa,Las demás especies de la especie Arctium
estenosis de la aorta,Estenosis aórtica
ligamento alar,ligamento alar
yodado,yodo
confidencialidad,Confidencialidad
proeritroblasto,Proeritroblasto
tejido elástico,tejido elástico
mesón,mezón
cloaca,alcantarillado
salido,prominente
atrófico,atrófico
anteroexterno,Anteroexterno
silueta cardíaca,sombra del corazón
braguero,truss (trasejo)
momificación,Momificación
cuerda,el cordón
sida,El SIDA
histocompatibilidad,histocompatibilidad
subglotis,subglotis
cetoacidosis diabética,cetoacidosis diabética
inhibir,para abstenerse de
grafoelemento,elemento gráfico
aorta ascendente,aorta ascendente
gragea,pastillas recubiertas de azúcar
empastarse,para llenar
isointensa,Isointenso
negativo,negativo
disráfica,Disráfico
músculo gastrocnemio,Gastrocnemius y sus derivados
agresión,el ataque
lipocromo,de color blanco
rigidez de nuca,rigidez nucal
erisipela,las erisipelas
imagen corporal,mapa del cuerpo
braquialgia,"braquialgia, dolor de las piernas"
ferroterapia,tratamiento con hierro
activar,para activar
interferometría,interferometría
ectima contagioso,boca con costras
cara,el rostro
ecuación de Henderson-Hasselbalch,Equación de Henderson-Hasselbalch
atraumática,No traumático
sonambulismo,el sonambulismo
angiografía por tomografía computarizada,tomografía computarizada angiografía
seno dérmico,Sinus dérmico
rosario escorbútico,rosario escorbuto
mometasona,La mometasona también
-oma,- ¿Qué es eso?
característica,características
operar,para calcular
ligamento transverso de la rodilla,ligamento transversal de la rodilla
estadística,las estadísticas
cifótico,cifótico
templado,tibio
subictérico,subicterias
insulina de acción intermedia,insulina intermedia
nervio genitofemoral,Nervio genitofemoral
variabilidad,Variabilidad
retroflexión,retroflexión
cefalostato,cefalostato
polineuropatía amiloidótica familiar,Polineuropatía amiloide familiar
cristaloideo,cristalizado
contaminarse,para contaminar
menstruar,para la menstruación
mentoniano,el espíritu
citocromo,Citocromo
herbaria,herbario
callo,callosidad
abasia,las abejas
embolización,embolización
calorífico,generadores de calor
citoprotector,citoprotectoras
anemia de Diamond-Blackfan,Anemia hipoplástica congénita
desplazarse,para moverse
enjuagarse,para enjuagar
cariotipo,cariotipo
desembocadura,enchufe
famciclovir,el famciclovir
somatosensorial,de las células somatosensoriales
hiperclorémico,hiperclorémico
astenópico,de origen vegetal
homóloga,homólogo
trasplante de páncreas,trasplante de páncreas
glaucomatosa,en el caso de los niños
asociación,combinación
osteoporótica,osteoporótico
peridérmica,de la piel
cuerpo del radio,eje de radio
teórico,Teórico
condición,estado
inferencia,inferencia
ecografía Doppler,Ultrasonido Doppler
marcar,para marcar
baja,corto
hueso isquion,el isquio
síndrome de Pallister-Killian,Tetrasomía 12p
balneario,el spa
atrofodermia neurítica,piel brillante
hemolinfática,En el caso de los pacientes con
angiopatía diabética,angiopatía diabética
troncal,el tronco
ola,onda de la
desdoblamiento,División
laminado,laminado
displasia ectodérmica anhidrótica,Displasia ectodérmica anidrótica
experta,experto
hemicigota,hemizigoto
condimento,saborizantes
crema protectora,crema protectora
infeccioso,infecciosas
-´geno,- genético
hemófila,hemofílico
herniorrafia,herniorragia
ácido docosahexaenoico,Ácido docosahexaenoico
melicérico,de color miel
melanosis coli,melanosis del colon
oclusal,oclusal
virus de la gripe B,virus de la gripe B
distrofia muscular facioescapulohumeral,Distrofia muscular del músculo facio-escapulohumeral
ureteritis,enfermedad de la uretra
proplásica,de proplastia
refleja,reflejo
esfacelación,Esfacelación
supracondíleo,Supracondílares
prueba de χ%r2%r con corrección de Yates,prueba de quiso cuadrado con corrección de Yates
foliculitis decalvante,Enfermedad de las piernas
vena nutricia,Vena de nutrientes
clitoridectomía,Clitoridectomía
desleírse,para disolver
impermeabilidad,impermeabilidad
flebítico,flebitis
homosexual,persona homosexual
artrósica,y artróticas
neuropsicológico,y neuropsicológicos
corrección,corrección
cisteína-proteasa,Proteasa de la cisteína
celularidad,celulidez
betabloqueante,Antagonista beta
cinta sin fin,cinta de correr
resfriado,Bajo con un resfriado
recesivo,recesivo
isquemia subendocárdica,Isquemia subendocárdica
íleo,el íleo
electroósmosis,electroosmosis
desorientación espacial,Desorientación en el lugar
cupruria,Copero en orina (nivel)
fibroóptica,fibra óptica
conducto alveolar,conducto alveolar
párpado,párpado
coliforme,coliformes
posteromedia,Posterior y mediano
bariátrico,enfermedad de la barriga
enferma,enfermo
evacuar,para evacuar
músculo flexor largo del pulgar,músculo flexionador largo del pulgar
vía aérea,vía aérea
parasuicidio,daño autoinfligido
enterolito,enterolito
cervicalgia,dolor de cuello uterino
capacidad de difusión,capacidad de difusión
artritis gotosa,artritis gotica y
condiloma,condyloma
anticuerpo antimembrana basal glomerular,anticuerpo de la membrana basal antiglomerular
cistocele vaginal,Cistocele vaginal y el estómago
receptor quimérico de antígenos,Imunoreceptor quimérico
perforación de la membrana timpánica,ruptura del tímpano (membrana)
protozoosis,Enfermedad de las aves
músculo aductor del dedo gordo,músculo adductor del dedo gordo del pie
presintomática,en el estado pre-sintomático
garrapata,el tico
paludismo cuartano,el cuaranteno
fuente de energía,Fuente de energía
anastomosis arteriolovenular,Anastomosis arteriolovenular y sus derivados
fiebre tropical,enfermedad de la fiebre tropical
analizar,para analizar
androgénesis,androgénesis
diagnóstico,diagnóstico
cápsula de gelatina blanda,cápsula de gel blando
paratiroidectomizado,persona con paratiroidectomía
testículo,el testículo
hiperrefléxico,hiperreflejos
departamento,Departamento de
feculenta,con almidón
reflejo de succión,reflejo de succión
reacción,reacción
antipsicótico clásico,antipsicótico convencional
pétrea,de piedra
etionamida,Etionamida
gemelo,músculo gemelo
pinza vascular,pinza vascular
derivación ventriculoperitoneal,Desviación ventriculo-operitoneal
representación,representación
abortivo,abortivo
palúdico,persona con malaria
vaginal,por vía vaginal
aneurisma cardíaco,aneurisma cardíaco
catalasa,Catalasas y sus derivados
hemocorial,hemocorrio
protuberancia,protuberancia
papilotomía,Papilotomía
poliploidia,poliploidía
agitar,para molestarse
oxidasa,oxidación
cólica,cólicos
presión arterial,Presión arterial
senescente,envejecimiento
virus ADN,Virus del ADN
músculo flexor corto de los dedos,músculo flexionador corto de los dedos
anaerobiótica,de origen anaeróbico
glaucoma de ángulo cerrado,glaucoma de ángulo cerrado
acantocitosis,Acanthocitosis: enfermedad de las células
cama,cama
antisecretor,anti-secretor
pericardiocentesis,pericardiocentesis y pericardiocentesis
vacuna pentavalente,vacuna pentavalente
celulósico,de celulosa
alélico,alelo
óptica,óptica
aneurisma aórtico abdominal,aneurisma de la aorta abdominal
hipoxemia,hipoxemia
parética,parético
variado,colector
ovicida,el ovicida
leche,leche y
haluro,Ácido acético
isomerización,isomerización
reabsorción,Resorción
alimentarse,para alimentar
crítica,crítico
liofilizado,Seco por congelación
medida,Medida
escama occipital,Esquama occipital
neuropsiquiátrico,tratamiento con antibióticos
enzima convertidora,convertición
polimérica,de contenido de cloruro de potasio
-patía,- ¿Qué es eso?
glutamina,el ácido acetilsalicílico
base pirimidínica,de la clase C10
ordenada,ordenado
estrés oxidativo,estrés oxidativo
hipocalciúrico,hipocalciúrico
instrumentación,instrumentos de trabajo
cardiopatía estructural,enfermedad cardíaca estructural
vial,camino
isomérico,de origen isomérico
catapléjica,catapléctica
foveolar,Foveolar
silicótico,de origen silicotico
tartamudo,tartamudeante
baño de asiento,Baño de asiento
hidrocistoma,hidrocistoides
bloqueo mental,bloqueo mental
dermoprotectora,Protección de la piel
operación de Halsted,El funcionamiento de Halstead
aséptico,aseptico
rayos β,rayos beta
pico,pico
acroasfixia,dedos muertos
espinosa,espinoso
hueso incisivo,hueso incisivo
célula embrionaria,célula embrionaria
índice,índice
convaleciente,convaleciente
-oide,- No lo sé.
demencia degenerativa,demencia degenerativa
sarcóptico,sarcóptico
anatomía aplicada,anatomía aplicada
terapia anti-VEGF,tratamiento anti-FEGV
manteca de cacao,manteca de cacao
turbinoplastia,turbinoplastia
tronco esplenomesaraico,confluencia esplenomescéntrica
ecografía transvaginal,ecografía transvaginal
ligamento coraco-acromial,ligamento coracoacromial
dedo supernumerario,dedo o dedo del pie adicional
precancerosa,Precancerosas
nanocientífico,de las nanociencias
coracoacromial,Cuerpo corticoacromial
desnucamiento,fractura del cuello
dosis fraccionada,dosis dividida
rabia,repugnancia
monocromático,de color monocromático
hiperinmune,hiperinmune
siderosoma,el siderosoma
simpaticotonía,Sincronización
protésica,de las prótesis
glándula salival,glándula salival
músculo esfínter del conducto colédoco,Esfínter coledoquio
igualatorio,grupo de seguros médicos
peto esternocostal,Placa torácica
transferencia,técnicas de transferencia
amínica,de las siguientes formas:
droperidol,droperidol y sus derivados
lumbálgica,dolor de espalda baja
lobulillo hepático,lobulos hepáticos
antialérgica,antialérgico
conducto auditivo externo,Meato acústico externo
asistir,para asistir a un parto
secuenciación,secuenciación
expansor tisular,expansor de tejidos
músculo braquiorradial,Braquioradialis: el cuerpo de la madre
acoria,Acorea
anaerobio facultativo,Anaerobio facultativo
cigarrillo,el cigarrillo
lateralidad,Lateralidad
débil,débil
trivalente,de tres valentes
adenocarcinoma de desviación mínima,En el caso de los pacientes con
amebiasis,Las amebiasis
asincronía,Dissincronia entre las dos
superponer,para que se superponga
shigelosis,enfermedad de la piel
objetiva,objetivo
vermis del cerebelo,"Vermis cerebelli, también conocido como vermis cerebelli"
hiperglicinuria,hiperglicinuria
hipoestésica,persona con hipesia
auxotrófica,de origen vegetal
interferencia por ARN,Interferencia de ARN
osteógena,Osteógeno
desnitrificar,para desnitrificar
martillo de reflejos,martillo reflejo
variable,variable
reacción anafilactoide,reacción similar a la anafilaxia
